backbone,metric,effect,mean,sd,n,seed_8,seed_99,seed_123
C05,eligible_vertex_count,D8_minus_D4,1.2168180837190368,1.0892443113761954,3,2.386796632698272,1.0315985130111525,0.2320591054476862
C05,eligible_vertex_count,H10k_minus_H5k,-0.29996243385001337,1.1443615772802704,3,-0.6132033673017279,0.9684014869888475,-1.2550854212371598
C05,eligible_vertex_count,interaction,-0.5757665330978513,2.539394012397991,3,-3.1411608329641116,1.936802973977695,-0.5229417403071371
C05,birth_protected_count,D8_minus_D4,0.06512141280353201,0.11279359563638384,3,0.0,0.0,0.19536423841059603
C05,birth_protected_count,H10k_minus_H5k,-0.06512141280353201,0.11279359563638384,3,0.0,0.0,-0.19536423841059603
C05,birth_protected_count,interaction,-0.13024282560706402,0.2255871912727677,3,0.0,0.0,-0.39072847682119205
C05,isolated_assignments_per_rollout,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C05,isolated_assignments_per_rollout,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C05,isolated_assignments_per_rollout,interaction,0.0,0.0,3,0.0,0.0,0.0
C05,redundant_assignments_per_rollout,D8_minus_D4,0.0011037527593818985,0.001911755858243794,3,0.0,0.0,0.0033112582781456954
C05,redundant_assignments_per_rollout,H10k_minus_H5k,-0.0011037527593818985,0.001911755858243794,3,0.0,0.0,-0.0033112582781456954
C05,redundant_assignments_per_rollout,interaction,-0.002207505518763797,0.003823511716487588,3,0.0,0.0,-0.006622516556291391
C05,repeat_assignments_per_rollout,D8_minus_D4,0.0005518763796909492,0.000955877929121897,3,0.0,0.0,0.0016556291390728477
C05,repeat_assignments_per_rollout,H10k_minus_H5k,-0.0005518763796909492,0.000955877929121897,3,0.0,0.0,-0.0016556291390728477
C05,repeat_assignments_per_rollout,interaction,-0.0011037527593818985,0.001911755858243794,3,0.0,0.0,-0.0033112582781456954
C05,passive_graph_density,D8_minus_D4,-0.049813615620841446,0.03682898697189652,3,-0.04797280898910322,-0.013939551219612989,-0.08752848665380814
