backbone,redundancy_max_steps,half_life_k,seed,run,max_step,window_low,window_high,event_file,coverage_auc,coverage_auc__n,unique_cells,unique_cells__n,coverage_entropy,coverage_entropy__n,dg_density,dg_density__n,dg_silent_fraction,dg_silent_fraction__n,dg_usage_entropy,dg_usage_entropy__n,dg_behavior_event_fraction,dg_behavior_event_fraction__n,target_hit_lift,target_hit_lift__n,action_sensitivity,action_sensitivity__n,option_success_fraction,option_success_fraction__n,known_edge_fraction,known_edge_fraction__n,node_coverage_fraction,node_coverage_fraction__n,connected_fraction,connected_fraction__n,isolated_fraction,isolated_fraction__n,redundant_pair_count,redundant_pair_count__n,eligible_vertex_count,eligible_vertex_count__n,birth_protected_count,birth_protected_count__n,isolated_assignments_per_rollout,isolated_assignments_per_rollout__n,redundant_assignments_per_rollout,redundant_assignments_per_rollout__n,repeat_assignments_per_rollout,repeat_assignments_per_rollout__n,passive_graph_density,passive_graph_density__n,passive_updates_per_rollout,passive_updates_per_rollout__n,passive_stale_per_rollout,passive_stale_per_rollout__n,passive_over_gap_per_rollout,passive_over_gap_per_rollout__n,exploration_selection_fraction,exploration_selection_fraction__n,forced_exploration_fraction,forced_exploration_fraction__n,frontier_selection_rate,frontier_selection_rate__n,frontier_yield,frontier_yield__n,frontier_reached_fraction,frontier_reached_fraction__n,recruitment_total,recruitment_total__step,repeat_total,repeat_total__step,tiny_residual_total,tiny_residual_total__step
C13,8,5,123,GSR_C13_D8_H5K_S123,97943552,87943552,97943552,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C13_D8_H5K_S123_/00_GSR_C13_D8_H5K_S123/.summary/0/events.out.tfevents.1788398442.n4126,31.343077335542844,412,42.21580095198548,412,2.8312911981517828,412,0.02617637398316688,194,0.0,194,0.9753397254599738,194,0.35878352528994845,194,0.9537444308246534,194,0.012626997003158958,194,0.32596045070010976,194,0.12452749101464282,194,1.0,194,1.0,194,0.0,194,0.0,194,0.0,194,0.0,194,0.0,194,0.0,194,0.0,194,0.8444158106120592,194,1480.1340206185566,194,0.0,194,0.0,194,0.43505428147684666,194,0.8472388383653975,194,,0,,0,,0,0.0,97943552,0.0,97943552,0.0,97943552
C13,8,10,8,GSR_C13_D8_H10K_S8,94830592,84830592,94830592,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C13_D8_H10K_S8_/00_GSR_C13_D8_H10K_S8/.summary/0/events.out.tfevents.1788398463.n4205,29.555134014491617,411,34.04340636817208,411,2.6479215970004564,411,0.027527275435421446,218,0.0,218,0.976538041589457,218,0.37100639693233944,218,0.8511333580410808,218,0.007315581254319314,218,0.6267722524497488,218,0.06666667014360428,218,1.0,218,1.0,218,0.0,218,0.0,218,0.0,218,0.0,218,0.0,218,0.0,218,0.0,218,0.8778669678289955,218,1522.619266055046,218,0.0,218,0.0,218,0.316214167572763,218,0.7536733095799018,218,,0,,0,,0,0.0,94830592,0.0,94830592,0.0,94830592
C13,8,10,99,GSR_C13_D8_H10K_S99,94371840,84371840,94371840,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C13_D8_H10K_S99_/00_GSR_C13_D8_H10K_S99/.summary/0/events.out.tfevents.1788398463.n4205,39.99596450913627,424,51.567830157729816,424,2.9400357120441942,424,0.025242515798314845,293,0.0,293,0.9734372834296764,293,0.3434750293302048,293,0.9432086578408199,293,0.009668255124698828,293,0.5533004559754512,293,0.11889931460391133,293,1.0,293,1.0,293,0.0,293,0.0,293,0.0,293,0.0,293,0.0,293,0.0,293,0.0,293,0.8798208165494248,293,1423.7474402730375,293,0.0,293,0.0,293,0.3520359129934181,293,0.79213426849541,293,,0,,0,,0,0.0,94371840,0.0,94371840,0.0,94371840
C13,8,10,123,GSR_C13_D8_H10K_S123,97452032,87452032,97452032,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C13_D8_H10K_S123_/00_GSR_C13_D8_H10K_S123/.summary/0/events.out.tfevents.1788398463.n4205,28.899861612774078,420,35.774880858830045,420,2.6642689154261636,420,0.025985526240520397,239,0.0,239,0.9778068033222375,239,0.3530641180700837,239,0.9102012370420799,239,0.007718490888695836,239,0.7246935795291198,239,0.11270920230878446,239,1.0,239,1.0,239,0.0,239,0.0,239,0.0,239,0.0,239,0.0,239,0.0,239,0.0,239,0.8987098997108108,239,1448.7322175732218,239,0.0,239,0.0,239,0.27169688943789094,239,0.7050799640152744,239,,0,,0,,0,0.0,97452032,0.0,97452032,0.0,97452032
C15,4,5,8,GSR_C15_D4_H5K_S8,97419264,87419264,97419264,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D4_H5K_S8_/00_GSR_C15_D4_H5K_S8/.summary/0/events.out.tfevents.1788398463.n4605,63.915481391888264,413,98.87060535791134,413,3.8204298181048895,413,0.027173321063701922,195,0.0,195,0.9777247172135574,195,0.3181815905448718,195,0.8881740453915719,195,0.0020596996540776812,195,0.3758851598470639,195,0.970961541395921,195,1.0,195,1.0,195,0.0,195,0.0,195,0.0,195,0.0,195,0.0,195,0.0,195,0.0,195,0.944059824026548,195,1389.6,195,0.0,195,0.0,195,0.03581151032868104,195,0.4246667614349952,195,0.009552784455128206,195,0.00017706208235597097,195,7.432181483659988e-05,195,0.0,97419264,0.0,97419264,0.0,97419264
C15,4,5,99,GSR_C15_D4_H5K_S99,96894976,86894976,96894976,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D4_H5K_S99_/00_GSR_C15_D4_H5K_S99/.summary/0/events.out.tfevents.1788398463.n4621,50.4807710647583,416,77.885769202159,416,3.5422033197604694,416,0.028067775504298943,189,0.0,189,0.9795651568306817,189,0.3653196304563492,189,0.9241293410144785,189,0.0022609886727492923,189,0.3820331868907762,189,0.9713844836704315,189,1.0,189,1.0,189,0.0,189,0.0,189,0.0,189,0.0,189,0.0,189,0.0,189,0.0,189,0.9548500845671961,189,1562.6825396825398,189,0.0,189,0.0,189,0.02320068481343764,189,0.30812265995949034,189,0.008029513888888888,189,4.519100843894309e-09,189,8.673778680897264e-05,189,0.0,96894976,0.0,96894976,0.0,96894976
C15,4,5,123,GSR_C15_D4_H5K_S123,93454336,83454336,93454336,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D4_H5K_S123_/00_GSR_C15_D4_H5K_S123/.summary/0/events.out.tfevents.1788398463.n4621,49.15525843003217,425,68.67171775369083,425,3.559319023805506,425,0.02658708419533972,287,0.0,287,0.9780214221219983,287,0.3366384472996516,287,0.9138438311188063,287,0.0030724898505775835,287,0.42032451211809074,287,0.9440040600839807,287,1.0,287,1.0,287,0.0,287,0.0,287,0.0,287,0.0,287,0.0,287,0.0,287,0.0,287,0.8856707248538214,287,1409.1254355400697,287,0.0,287,0.0,287,0.03295792558778869,287,0.43184470086770604,287,0.01025390625,287,1.0,287,0.0007157496011163715,287,0.0,93454336,0.0,93454336,0.0,93454336
C15,4,10,8,GSR_C15_D4_H10K_S8,96108544,86108544,96108544,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D4_H10K_S8_/00_GSR_C15_D4_H10K_S8/.summary/0/events.out.tfevents.1788398463.n4621,67.24718593760124,422,101.20165852912794,422,3.894136445217223,422,0.026292434846511996,198,0.0,198,0.9759890858573143,198,0.3088724155618687,198,0.9066907956142618,198,0.003191709177712016,198,0.38905470901065403,198,0.9877525363305603,198,1.0,198,1.0,198,0.0,198,0.0,198,0.0,198,0.0,198,0.0,198,0.0,198,0.0,198,0.9628366996543576,198,1373.1262626262626,198,0.0,198,0.0,198,0.06506610544624203,198,0.6262107178418324,198,0.014115767045454546,198,1.1116553026026337e-09,198,0.00044293711056010894,198,0.0,96108544,0.0,96108544,0.0,96108544
C15,4,10,99,GSR_C15_D4_H10K_S99,71303168,61303168,71303168,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D4_H10K_S99_/00_GSR_C15_D4_H10K_S99/.summary/0/events.out.tfevents.1788398466.n3317,54.13689313901888,572,77.43153850181953,572,3.615504401130276,572,0.028216592626633986,306,0.0,306,0.9776067612997068,306,0.3549724902982026,306,0.940020938129986,306,0.001561246738157363,306,0.42079612228021124,306,0.982924852885452,306,1.0,306,1.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.9348039241398082,306,1506.611111111111,306,0.0,306,0.0,306,0.05857459602883585,306,0.6079925414588716,306,0.0183871400122549,306,0.14609337168932304,306,0.001496377060177669,306,0.0,71303168,0.0,71303168,0.0,71303168
C15,4,10,123,GSR_C15_D4_H10K_S123,75563008,65563008,75563008,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D4_H10K_S123_/00_GSR_C15_D4_H10K_S123/.summary/0/events.out.tfevents.1788398465.n3318,56.28423575133703,531,92.86911480574958,531,4.036674946714929,531,0.029803207497191585,306,0.0,306,0.9798200457703834,306,0.3698299632352941,306,0.9160430109968373,306,0.0033623704008051967,306,0.4329640264409819,306,0.9897195087149252,306,1.0,306,1.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.0,306,0.9438725423579123,306,1621.5261437908496,306,0.0,306,0.0,306,0.06742549828844133,306,0.605107451381247,306,0.019555185355392156,306,0.00012945339154297103,306,0.0014438628480812304,306,0.0,75563008,0.0,75563008,0.0,75563008
C15,8,5,8,GSR_C15_D8_H5K_S8,75268096,65268096,75268096,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D8_H5K_S8_/00_GSR_C15_D8_H5K_S8/.summary/0/events.out.tfevents.1788398465.n3318,51.941588779400284,543,69.29290959057887,543,3.1362264520775107,543,0.026377160564746732,306,0.0,306,0.9772140821989845,306,0.3325322967728758,306,0.9459226499585545,306,0.0038288852011212726,306,0.42115310788933746,306,0.9326388857333489,306,1.0,306,1.0,306,0.0,306,1.1797385620915033,306,1.1568627450980393,306,0.0,306,0.0,306,0.0,306,0.0,306,0.866448807755327,306,1458.1535947712418,306,0.0,306,0.0,306,0.00934811445026129,306,0.14391404721471998,306,0.0030525556576797386,306,1.0,306,0.0,306,0.0,75268096,0.0,75268096,0.0,75268096
C15,8,5,99,GSR_C15_D8_H5K_S99,75890688,65890688,75890688,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D8_H5K_S99_/00_GSR_C15_D8_H5K_S99/.summary/0/events.out.tfevents.1788398464.n3418,52.76660686464452,536,74.67960811728862,536,3.785822975101756,536,0.028678544985702614,306,0.0,306,0.9781733353932699,306,0.3533496732026144,306,0.9178601869570664,306,0.0030001930885239095,306,0.4301755167300405,306,0.955460229535508,306,1.0,306,1.0,306,0.0,306,0.6372549019607843,306,0.565359477124183,306,0.0,306,0.0,306,0.0,306,0.0,306,0.8939542472362518,306,1531.7745098039215,306,0.0,306,0.0,306,0.03377974079769665,306,0.4031722364472408,306,0.009832643995098039,306,1.0,306,0.0004191933583249064,306,0.0,75890688,0.0,75890688,0.0,75890688
C15,8,5,123,GSR_C15_D8_H5K_S123,74416128,64416128,74416128,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D8_H5K_S123_/00_GSR_C15_D8_H5K_S123/.summary/0/events.out.tfevents.1788398464.n3418,78.41801757248405,541,132.97365987499188,541,4.286553901136473,541,0.028967963324652776,306,0.0,306,0.9781913644348095,306,0.3073874080882353,306,0.9292613359448177,306,0.002874975465162006,306,0.3918157040683273,306,0.9676879073669707,306,1.0,306,1.0,306,0.0,306,2.4019607843137254,306,1.9411764705882353,306,0.0,306,0.0,306,0.0,306,0.0,306,0.8900599074519537,306,1438.2189542483661,306,0.0,306,0.0,306,0.05560076849389018,306,0.6053458014929217,306,0.014822367749183007,306,1.0,306,0.0009131629896514556,306,0.0,74416128,0.0,74416128,0.0,74416128
C15,8,10,8,GSR_C15_D8_H10K_S8,76414976,66414976,76414976,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D8_H10K_S8_/00_GSR_C15_D8_H10K_S8/.summary/0/events.out.tfevents.1788398464.n3419,65.34597645416547,531,104.05531072526777,531,4.25894060512047,531,0.02941116632199755,306,0.0,306,0.9788044691085815,306,0.3016301572712418,306,0.8270783276339762,306,0.002354698734444694,306,0.4244251938329803,306,0.9861928236250784,306,1.0,306,1.0,306,0.0,306,1.091503267973856,306,0.7908496732026143,306,0.0,306,0.0,306,0.0,306,0.0,306,0.956985281768188,306,1359.2320261437908,306,0.0,306,0.0,306,0.09508681579133849,306,0.8239386503408158,306,0.023498136233660132,306,0.0067150026207540205,306,0.0029248753593004995,306,0.0,76414976,0.0,76414976,0.0,76414976
C15,8,10,99,GSR_C15_D8_H10K_S99,76382208,66382208,76382208,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D8_H10K_S99_/00_GSR_C15_D8_H10K_S99/.summary/0/events.out.tfevents.1788398464.n3419,54.96816023340765,530,85.59652820803085,530,3.85391425186733,530,0.029103198082618464,306,0.0,306,0.977076816987368,306,0.3398740681168301,306,0.871368052717907,306,0.0029586748078501983,306,0.41060732889409157,306,0.9888480498510248,306,1.0,306,1.0,306,0.0,306,0.2222222222222222,306,0.2222222222222222,306,0.0,306,0.0,306,0.0,306,0.0,306,0.9459014116159452,306,1453.6274509803923,306,0.0,306,0.0,306,0.07631584434325692,306,0.740680592219814,306,0.01918179381127451,306,0.002923857216956094,306,0.001367918553524742,306,0.0,76382208,0.0,76382208,0.0,76382208
C15,8,10,123,GSR_C15_D8_H10K_S123,95584256,85584256,95584256,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_graph_stabilized_recruitment_20260903/GSR_C15_D8_H10K_S123_/00_GSR_C15_D8_H10K_S123/.summary/0/events.out.tfevents.1788398464.n4202,47.37033558787314,426,72.89744135359643,426,3.7442073435850545,426,0.02813515144308614,193,0.0,193,0.9757705358643606,193,0.3401903537888601,193,0.898763671440164,193,0.0023746182032199723,193,0.3758089668238101,193,0.9891839481388349,193,1.0,193,1.0,193,0.0,193,0.9740932642487047,193,0.616580310880829,193,0.0,193,0.0,193,0.0,193,0.0,193,0.9568005074491155,193,1479.041450777202,193,0.0,193,0.0,193,0.059910502617725125,193,0.6352061750512049,193,0.015366944624352332,193,7.839551149869828e-08,193,0.0009244765960876805,193,0.0,95584256,0.0,95584256,0.0,95584256
