frame,agent,x,y,z,rot_x,rot_y,rot_z,num_traj
0,0,744.51171875,1826.776123046875,25.125,0.0,-13.4912109375,0.0,0
1,0,734.6586303710938,1785.3853759765625,25.125,0.0,-13.4912109375,0.0,0
2,0,725.0216674804688,1744.9171142578125,25.125,0.0,-13.4912109375,0.0,0
3,0,741.72021484375,1713.6295166015625,25.125,0.0,-13.4912109375,0.0,0
4,0,781.73974609375,1693.8878173828125,25.125,0.0,3.40576171875,0.0,0
5,0,807.4945678710938,1708.620849609375,25.125,0.0,3.40576171875,0.0,0
6,0,840.0331420898438,1733.1673583984375,25.125,0.0,20.302734375,0.0,0
7,0,875.6842041015625,1752.9202880859375,25.125,0.0,37.1942138671875,0.0,0
8,0,911.7608642578125,1773.9053955078125,25.125,0.0,20.302734375,0.0,0
9,0,943.6688232421875,1764.5484619140625,25.125,0.0,20.302734375,0.0,0
10,0,983.9137573242188,1755.197265625,25.125,0.0,20.302734375,0.0,0
11,0,1027.4774169921875,1762.498779296875,25.125,0.0,37.1942138671875,0.0,0
12,0,1064.9683837890625,1776.86962890625,25.125,0.0,20.302734375,0.0,0
13,0,1081.4925537109375,1809.8634033203125,25.125,0.0,20.302734375,0.0,0
14,0,1091.8087158203125,1815.526123046875,25.125,0.0,20.302734375,0.0,0
15,0,1109.3154296875,1783.372314453125,25.125,0.0,20.302734375,0.0,0
16,0,1141.3255615234375,1770.1708984375,25.125,0.0,37.1942138671875,0.0,0
17,0,1181.9503173828125,1786.0032958984375,25.125,0.0,54.0911865234375,0.0,0
18,0,1226.0943603515625,1787.307373046875,25.125,0.0,54.0911865234375,0.0,0
19,0,1267.764404296875,1799.5340576171875,25.125,0.0,54.0911865234375,0.0,0
20,0,1301.4219970703125,1829.0380859375,25.125,0.0,70.9881591796875,0.0,0
21,0,1325.076904296875,1861.597412109375,25.125,0.0,54.0911865234375,0.0,0
22,0,1350.8294677734375,1894.7664794921875,25.125,0.0,37.1942138671875,0.0,0
23,0,1378.467041015625,1924.7481689453125,25.125,0.0,54.0911865234375,0.0,0
24,0,1403.832763671875,1958.5814208984375,25.125,0.0,70.9881591796875,0.0,0
25,0,1440.4520263671875,1974.095947265625,25.125,0.0,70.9881591796875,0.0,0
26,0,1474.1624755859375,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
27,0,1512.7508544921875,1983.11572265625,25.125,0.0,87.8851318359375,0.0,0
28,0,1553.3834228515625,1982.168212890625,25.125,0.0,87.8851318359375,0.0,0
29,0,1584.282470703125,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
30,0,1620.451904296875,1977.1768798828125,25.125,0.0,70.9881591796875,0.0,0
31,0,1651.631591796875,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
32,0,1643.711669921875,1983.875,25.125,0.0,87.8851318359375,0.0,0
33,0,1651.33984375,1983.316650390625,25.125,0.0,87.8851318359375,0.0,0
34,0,1689.4990234375,1982.00244140625,25.125,0.0,87.8851318359375,0.0,0
35,0,1730.11474609375,1980.595947265625,25.125,0.0,87.8851318359375,0.0,0
36,0,1757.9705810546875,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
37,0,1771.4910888671875,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
38,0,1774.2900390625,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
39,0,1795.486083984375,1983.874755859375,25.125,0.0,104.7821044921875,0.0,0
40,0,1812.296142578125,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
41,0,1810.4876708984375,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
42,0,1807.79736328125,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
43,0,1831.810791015625,1982.960693359375,25.125,0.0,87.8851318359375,0.0,0
44,0,1832.701416015625,1982.9100341796875,25.125,0.0,87.8851318359375,0.0,0
45,0,1816.9027099609375,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
46,0,1829.9583740234375,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
47,0,1870.3714599609375,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
48,0,1894.7696533203125,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
49,0,1902.4365234375,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
50,0,1924.4183349609375,1983.874755859375,25.125,0.0,104.7821044921875,0.0,0
51,0,1965.644287109375,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
52,0,1983.8741455078125,1983.875,25.125,0.0,104.7821044921875,0.0,0
53,0,1983.8743896484375,1983.875,25.125,0.0,104.7821044921875,0.0,0
54,0,1983.8741455078125,1983.875,25.125,0.0,104.7821044921875,0.0,0
55,0,1961.774658203125,1978.065673828125,25.125,0.0,104.7821044921875,0.0,0
56,0,1935.0316162109375,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
57,0,1920.8350830078125,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
58,0,1903.0078125,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
59,0,1908.6746826171875,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
60,0,1942.8486328125,1983.8746337890625,25.125,0.0,121.6790771484375,0.0,0
61,0,1983.8695068359375,1983.875,25.125,0.0,121.6790771484375,0.0,0
62,0,1972.8734130859375,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
63,0,1981.4508056640625,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
64,0,1971.4652099609375,1972.00634765625,25.125,0.0,121.6790771484375,0.0,0
65,0,1941.4306640625,1980.12255859375,25.125,0.0,121.6790771484375,0.0,0
66,0,1911.6378173828125,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
67,0,1916.80908203125,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
68,0,1925.951904296875,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
69,0,1925.25830078125,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
70,0,1901.26953125,1983.875,25.125,0.0,87.8851318359375,0.0,0
71,0,1877.5751953125,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
72,0,1868.97021484375,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
73,0,1844.3048095703125,1983.875,25.125,0.0,87.8851318359375,0.0,0
74,0,1816.7457275390625,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
75,0,1824.17578125,1983.874755859375,25.125,0.0,104.7821044921875,0.0,0
76,0,1861.8800048828125,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
77,0,1883.1953125,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
78,0,1911.6927490234375,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
79,0,1932.022216796875,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
80,0,1914.0050048828125,1978.6124267578125,25.125,0.0,104.7821044921875,0.0,0
81,0,1915.6378173828125,1978.9539794921875,25.125,0.0,104.7821044921875,0.0,0
82,0,1951.6429443359375,1983.8748779296875,25.125,0.0,104.7821044921875,0.0,0
