source,repeat,prefix_seed,command,target,initial_action_probabilities,commanded,deadline,hit,hit_time,first_distinct,censored,timeout,elapsed,path_length,start_position,endpoint,exact_start_verified
15,3,31003,3,1,"[0.06423051655292511, 0.08305218815803528, 0.07835622876882553, 0.11947008222341537, 0.18043430149555206, 0.07765673100948334, 0.0987890437245369, 0.2980108857154846]",False,64,True,5.0,1,False,False,64,558.3707225326347,"[1605.8115234375, 581.947998046875, 25.125]","[1759.19873046875, 758.3579711914062, 25.125]",True
15,3,31003,3,2,"[0.06423051655292511, 0.08305218815803528, 0.07835622876882553, 0.11947008222341537, 0.18043430149555206, 0.07765673100948334, 0.0987890437245369, 0.2980108857154846]",False,64,False,,1,False,True,64,558.3707225326347,"[1605.8115234375, 581.947998046875, 25.125]","[1759.19873046875, 758.3579711914062, 25.125]",True
15,3,31003,3,3,"[0.06423051655292511, 0.08305218815803528, 0.07835622876882553, 0.11947008222341537, 0.18043430149555206, 0.07765673100948334, 0.0987890437245369, 0.2980108857154846]",True,64,True,32.0,1,False,False,64,558.3707225326347,"[1605.8115234375, 581.947998046875, 25.125]","[1759.19873046875, 758.3579711914062, 25.125]",True
15,4,31004,0,0,"[0.0799592137336731, 0.10456252098083496, 0.08224434405565262, 0.10330799221992493, 0.18804046511650085, 0.07431276887655258, 0.16585853695869446, 0.2017141729593277]",True,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,0,1,"[0.0799592137336731, 0.10456252098083496, 0.08224434405565262, 0.10330799221992493, 0.18804046511650085, 0.07431276887655258, 0.16585853695869446, 0.2017141729593277]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,0,2,"[0.0799592137336731, 0.10456252098083496, 0.08224434405565262, 0.10330799221992493, 0.18804046511650085, 0.07431276887655258, 0.16585853695869446, 0.2017141729593277]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,0,3,"[0.0799592137336731, 0.10456252098083496, 0.08224434405565262, 0.10330799221992493, 0.18804046511650085, 0.07431276887655258, 0.16585853695869446, 0.2017141729593277]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,1,0,"[0.07897252589464188, 0.10382993519306183, 0.08278434723615646, 0.1042768731713295, 0.18732236325740814, 0.07482963800430298, 0.164274662733078, 0.20370963215827942]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,1,1,"[0.07897252589464188, 0.10382993519306183, 0.08278434723615646, 0.1042768731713295, 0.18732236325740814, 0.07482963800430298, 0.164274662733078, 0.20370963215827942]",True,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,1,2,"[0.07897252589464188, 0.10382993519306183, 0.08278434723615646, 0.1042768731713295, 0.18732236325740814, 0.07482963800430298, 0.164274662733078, 0.20370963215827942]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,1,3,"[0.07897252589464188, 0.10382993519306183, 0.08278434723615646, 0.1042768731713295, 0.18732236325740814, 0.07482963800430298, 0.164274662733078, 0.20370963215827942]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,2,0,"[0.08022787421941757, 0.10428975522518158, 0.08168081939220428, 0.10404268652200699, 0.18744808435440063, 0.07539703696966171, 0.1649874597787857, 0.20192627608776093]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,2,1,"[0.08022787421941757, 0.10428975522518158, 0.08168081939220428, 0.10404268652200699, 0.18744808435440063, 0.07539703696966171, 0.1649874597787857, 0.20192627608776093]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,2,2,"[0.08022787421941757, 0.10428975522518158, 0.08168081939220428, 0.10404268652200699, 0.18744808435440063, 0.07539703696966171, 0.1649874597787857, 0.20192627608776093]",True,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,2,3,"[0.08022787421941757, 0.10428975522518158, 0.08168081939220428, 0.10404268652200699, 0.18744808435440063, 0.07539703696966171, 0.1649874597787857, 0.20192627608776093]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,3,0,"[0.07909634709358215, 0.10437700897455215, 0.08231817930936813, 0.10410131514072418, 0.1854505091905594, 0.07535209506750107, 0.16511498391628265, 0.20418962836265564]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,3,1,"[0.07909634709358215, 0.10437700897455215, 0.08231817930936813, 0.10410131514072418, 0.1854505091905594, 0.07535209506750107, 0.16511498391628265, 0.20418962836265564]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,3,2,"[0.07909634709358215, 0.10437700897455215, 0.08231817930936813, 0.10410131514072418, 0.1854505091905594, 0.07535209506750107, 0.16511498391628265, 0.20418962836265564]",False,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
15,4,31004,3,3,"[0.07909634709358215, 0.10437700897455215, 0.08231817930936813, 0.10410131514072418, 0.1854505091905594, 0.07535209506750107, 0.16511498391628265, 0.20418962836265564]",True,64,False,,8,False,True,64,578.12130587751,"[132.82847595214844, 1298.259521484375, 25.125]","[123.58931732177734, 1499.9696044921875, 25.125]",True
