condition,theta,n_seeds,mean_unit_temporal_density_mean,mean_unit_temporal_density_std,median_active_unit_temporal_density_mean,median_active_unit_temporal_density_std,std_unit_temporal_density_mean,std_unit_temporal_density_std,mean_population_density_mean,mean_population_density_std,std_population_density_mean,std_population_density_std,unit_coverage_mean,unit_coverage_std,zero_activity_time_fraction_mean,zero_activity_time_fraction_std,mean_field_width_mean,mean_field_width_std,mean_total_activation_mean,mean_total_activation_std,mean_lifetime_hoyer_sparsity_mean,mean_lifetime_hoyer_sparsity_std,mean_active_unit_lifetime_hoyer_sparsity_mean,mean_active_unit_lifetime_hoyer_sparsity_std,mean_population_hoyer_sparsity_mean,mean_population_hoyer_sparsity_std,mean_lifetime_kurtosis_mean,mean_lifetime_kurtosis_std,mean_active_unit_lifetime_kurtosis_mean,mean_active_unit_lifetime_kurtosis_std,best_corr_to_latent_probs_mean,best_corr_to_latent_probs_std,best_corr_to_latent_values_mean,best_corr_to_latent_values_std,best_corr_to_latent_samples_mean,best_corr_to_latent_samples_std,best_weight_alignment_to_latent_vectors_mean,best_weight_alignment_to_latent_vectors_std,mean_weight_row_entropy_to_latents_mean,mean_weight_row_entropy_to_latents_std,mean_weight_row_effective_latents_mean,mean_weight_row_effective_latents_std,mean_weight_row_participation_latents_mean,mean_weight_row_participation_latents_std,mean_weight_col_entropy_over_rows_mean,mean_weight_col_entropy_over_rows_std,mean_weight_col_effective_rows_mean,mean_weight_col_effective_rows_std,mean_weight_col_participation_rows_mean,mean_weight_col_participation_rows_std
encourage,0.5,10,0.3286376953125,0.01829245525505304,0.33037109375,0.02568953412766158,0.030265910252415977,0.01180728601432081,2.6291015625,0.14633964204042432,2.6566430789734157,0.5313097464475784,1.0,0.0,0.3265625,0.12097650574143001,1.9137037265868444,0.11022814615805587,1.6546523484898477,0.029103214852537522,0.5276237852860859,0.015183300426553116,0.5276237852860859,0.015183300426553116,0.7209719453593502,0.024580464238776426,4.105409091774961,0.3393694786080883,4.105409091774961,0.3393694786080883,0.37655233310135194,0.09256260950656586,0.5901994387572705,0.023668931363219934,0.6211223543665831,0.0427402540679567,0.8589378239176991,0.037380425517017875,0.7959650048979102,0.04921431528395871,5.340981846323166,0.5551318487536592,4.392211698710713,0.5518447976366115,0.8671177144746846,0.04096938789377054,6.340159297109198,0.3797794107682747,5.814074131846113,0.3948035864503921
no_learning,0.5,10,0.3153564453125,0.007803377547510233,0.3130859375,0.010327581301876785,0.02282124522560141,0.006070079275185954,2.5228515625,0.06242702038008186,1.3861949905151394,0.16950404564052599,1.0,0.0,0.0634765625,0.03413501545019654,1.7629844302324365,0.07081418311298597,1.6092867878596067,0.04475534857188123,0.57840128505889,0.005418978623494454,0.57840128505889,0.005418978623494454,0.7910824185700663,0.006952797668479107,8.554405388425932,0.7722543356826665,8.554405388425932,0.7722543356826665,0.3032875811388682,0.0340145208141794,0.3829444999956947,0.03239556981557977,0.368507509325217,0.03593601799944921,0.3630272100871129,0.031049557154936538,0.8793621451542798,0.02309029605755692,6.266131304364997,0.29764170911713467,5.547901839960516,0.3588637303632648,0.8772212000621789,0.023063848549705345,6.253479941520969,0.27036124434634823,5.522582452276167,0.31334039795999014
punish,0.5,10,0.284765625,0.0010874539771152387,0.2845703125,0.000647778279366289,0.0025521119515495867,0.0008571169065216609,2.278125,0.00869963181692191,3.5729397468387676,0.0056339365435666726,1.0,0.0,0.702734375,0.004349815908460954,1.4393103068946356,0.006142941479681811,1.6504544224217217,0.0028568323634470235,0.6401895055277811,0.000723800387977674,0.6401895055277811,0.000723800387977674,0.7227705825146664,0.0009407272595500096,13.031386530302626,0.135485460787251,13.031386530302626,0.135485460787251,0.10864742845795586,0.0022221990153931674,0.27906943832955483,0.002344396400064953,0.40035536584796166,0.0022751006098151168,0.45013481447401504,0.0015638504321748078,0.987985015239695,0.00027341904597414203,7.802602468976756,0.004436271978456321,7.61194649426631,0.008373361003166099,0.9999913634679582,3.0954833964639155e-06,7.999856330197565,5.149280520971685e-05,7.999712530599477,0.00010309057659665287
encourage,1.0,10,0.1793212890625,0.010983750782753102,0.18349609375,0.011948033663446532,0.018851073053271376,0.0060105167905487936,1.4345703125,0.08787000626202482,1.394607467996059,0.2121814157808948,1.0,0.0,0.324609375,0.06495895263428861,1.6747429697306664,0.10424007482219841,0.7265078460061322,0.08328736736664832,0.6665072010652029,0.015989972075510474,0.6665072010652029,0.015989972075510474,0.8771775474633792,0.02038614849274959,9.277859654817464,1.3707333987090333,9.277859654817464,1.3707333987090333,0.454370145368339,0.06282747733900397,0.6592003376230535,0.03821123900378249,0.6311957886598594,0.0607551501651717,0.8503271712137309,0.03625703969000481,0.8416270980229795,0.023523462169791634,5.806245848336539,0.27697454725999254,4.713399359562578,0.2955645203526828,0.8767981191386547,0.02543243347883049,6.291101788222314,0.29028997964718084,5.517483657350892,0.3143170463056016
no_learning,1.0,10,0.16630859375,0.004009856478056213,0.1671875,0.004319012575682808,0.015084306627776595,0.003128185927484241,1.33046875,0.0320788518244497,1.1130477026713836,0.11399797856549039,1.0,0.0,0.259375,0.043697652834920664,1.3893639993540854,0.05820224035043121,0.6645343465410013,0.04823794383672273,0.7125286989422551,0.009608802144170151,0.7125286989422551,0.009608802144170151,0.9198337126428549,0.005272060542832559,19.685859952650755,2.8304922082909734,19.685859952650755,2.8304922082909734,0.28162577367439007,0.04091937010772682,0.38885480386134585,0.05050752048615805,0.3455670441558496,0.04510747319968532,0.3630272100871129,0.031049557154936538,0.8793621451542798,0.02309029605755692,6.266131304364997,0.29764170911713467,5.547901839960516,0.3588637303632648,0.8772212000621789,0.023063848549705345,6.253479941520969,0.27036124434634823,5.522582452276167,0.31334039795999014
punish,1.0,10,0.15009765625,0.0027116100345536756,0.14970703125,0.00227142643547129,0.008395309597714219,0.002391099044244484,1.20078125,0.021692880276429405,2.5117519809479125,0.07859815390954919,1.0,0.0,0.749609375,0.018400883927052934,1.205251877281865,0.012800921301648551,0.8208928148804606,0.012744792545676929,0.7380072945783411,0.004518116971983127,0.7380072945783411,0.004518116971983127,0.8757327731262062,0.004306374728158362,22.409503700272474,1.4927487817046747,22.409503700272474,1.4927487817046747,0.11902170903567504,0.010095889285584608,0.2504494757896832,0.0071607933848906544,0.3524043609388562,0.012573243513030187,0.43697313161845186,0.012689086408951925,0.9828589063091921,0.00160511365004831,7.72024570113291,0.025602239891575264,7.459411001345892,0.04613083872443944,0.9971741835849377,0.0011206670720403454,7.953267691925406,0.018444814966113363,7.909947502164748,0.03460628153747216
encourage,1.5,10,0.0761474609375,0.01229385625873795,0.07607421875,0.01748265087636995,0.024400765717084355,0.00438359749764977,0.6091796875,0.0983508500699036,0.8282353221161592,0.17413725140552633,1.0,0.0,0.5681640625,0.043668398368995415,1.3841801801435134,0.08340397555065514,0.2655704446148519,0.05190696435123945,0.8113066135459711,0.023214474575652663,0.8113066135459711,0.023214474575652663,0.972146956267558,0.013409974123356812,41.67202564994494,12.814560917242238,41.67202564994494,12.814560917242238,0.34983285307996037,0.06614143655163303,0.5232577094243085,0.07993204034126764,0.4525893034859602,0.07614340142307881,0.666378473067224,0.055108757760745995,0.8501759078025272,0.014560264606129582,5.89524224798232,0.17247471205390033,4.892876166678205,0.24273652179634597,0.8657665210138357,0.015130691506699974,6.113811913104267,0.18030796719270667,5.248553373127662,0.24821220526520296
no_learning,1.5,10,0.0675537109375,0.007481267104611326,0.06904296875,0.008865229856864347,0.015555225582967213,0.00483003835324198,0.5404296875,0.05985013683689061,0.7462547374707912,0.05926439311811424,1.0,0.0,0.5892578125,0.03136027904931302,1.1656998600744473,0.04828085071489994,0.2142910842241271,0.026044006005159985,0.8408292920133406,0.013528883564366458,0.8408292920133406,0.013528883564366458,0.9821439740022658,0.004857597850840493,60.48269161471192,10.418832498957851,60.48269161471192,10.418832498957851,0.22366263471551026,0.039396346692803084,0.32604027879561165,0.04975646028853489,0.27532634555818214,0.045853311499454416,0.3630272100871129,0.031049557154936538,0.8793621451542798,0.02309029605755692,6.266131304364997,0.29764170911713467,5.547901839960516,0.3588637303632648,0.8772212000621789,0.023063848549705345,6.253479941520969,0.27036124434634823,5.522582452276167,0.31334039795999014
punish,1.5,10,0.067724609375,0.004446041429553997,0.06962890625,0.00412127887617367,0.01257416168822324,0.003218233340139114,0.541796875,0.035568331436431976,1.0620570415198518,0.10950573317028743,1.0,0.0,0.7095703125,0.021449723476236963,1.1053403673184956,0.03021216236027636,0.25180092746373345,0.02587706884348108,0.8463724638529839,0.008355800388258554,0.8463724638529839,0.008355800388258554,0.9663066140508265,0.005873508241956386,60.20365051299767,7.46843888891105,60.20365051299767,7.46843888891105,0.1407930876172681,0.014858063840115133,0.19771476732509777,0.025835962079836346,0.22338038343736163,0.018627844578064018,0.3700986647122937,0.03143531529478175,0.8898832895465013,0.021797086056911833,6.422750124747911,0.27006427059579974,5.694787116712057,0.3371350567535558,0.9017483643240786,0.020383502870608933,6.553851792536567,0.27033822451933986,5.899039245185355,0.3439977105443758
encourage,2.0,10,0.0225830078125,0.004946183018051302,0.01796875,0.005630287228671709,0.015084930173811417,0.003469534875869033,0.1806640625,0.03956946414441041,0.4178404311997605,0.03944224363697449,0.975,0.049999999999999996,0.83359375,0.038350941028016186,1.1339586645851711,0.07585122802174793,0.06649445667263283,0.01571187069811303,0.9293775911996134,0.013714964132456382,0.9275666888812495,0.013409568792967386,0.9980373616509691,0.000911272268411442,184.09826484804086,31.30737197402677,189.17564348805323,31.976850925642516,0.1904951805977691,0.03811737157044216,0.27138661057863206,0.052646273789433,0.22141372837570036,0.04901225707312712,0.4411999449550798,0.025856503566098202,0.8641509655027486,0.018945830961534536,6.079676449105806,0.24213263950392566,5.274518651569875,0.2820361225465847,0.8658791878180729,0.019920707258484056,6.106599906363203,0.23934080555491422,5.319637645990061,0.2973825554487735
