run,unit,ca3_weight_rms,depth_weight_rms,instruction_weight_rms,dimension_normalized_depth_share,total_energy_depth_share,scale_sd_across_goals,shift_sd_across_goals
SCR_C15_ARR_DIRS_S123,23,0.029649444444301,0.03687160941409702,0.035886362047591054,0.6073047714102051,0.013430751439941902,0.045490251613547694,0.030513473034269555
SCR_C15_ARR_DIRS_S123,24,0.03036473054157495,0.04205010572491793,0.008992199336478709,0.6572718838779815,0.01660146998242317,0.011679556089315287,0.028328988143079582
SCR_C15_ARR_DIRS_S123,25,0.030166082697516514,0.03953037599681857,0.010244365619888502,0.6319757918549628,0.014891207651100441,0.012961719588727704,0.022888862845880313
SCR_C15_ARR_DIRS_S123,26,0.030392209079370045,0.06760594126419442,0.021676406597127804,0.8318812524516609,0.04173979508451159,0.05009011529322919,0.04436100433698702
SCR_C15_ARR_DIRS_S123,27,0.03016407480316728,0.032649506315942906,0.024057188535930595,0.5395065242175184,0.010207957331232363,0.010088151837533093,0.01794940994313555
SCR_C15_ARR_DIRS_S123,28,0.030829124840250948,0.028912522489538704,0.03910916267497123,0.46795147351136623,0.00768283922426223,0.013706384342019682,0.0165844601028605
SCR_C15_ARR_DIRS_S123,29,0.030082857047833485,0.028552064186583414,0.03441466524721878,0.4739105950189066,0.007867346439762567,0.010042812179924934,0.02174455475716615
SCR_C15_ARR_DIRS_S123,30,0.034607699561734255,0.0234208648592003,0.02446093111585104,0.31412642089094966,0.004015454054370948,0.03239264367848456,0.01904289282623552
SCR_C15_ARR_DIRS_S123,31,0.028888987519116373,0.03799781820631348,0.02915161774971006,0.6337031482432096,0.01500065725196415,0.027533112621612985,0.0393955482411839
SCR_C15_ARR_DIRS_S123,32,0.03713155022315697,0.0321803154572843,0.015226642960707313,0.4289285083517549,0.006568317037932837,0.04349247628627682,0.03455983524523045
SCR_C15_ARR_DIRS_S123,33,0.03103484727255995,0.01817886216921283,0.0390295989336935,0.2554596916173962,0.0030112450375587158,0.03112601480251938,0.023630511145636232
SCR_C15_ARR_DIRS_S123,34,0.031008503673545466,0.02230421363134875,0.014287546994642781,0.34097063540380795,0.004533779651878348,0.0160856361754911,0.03372175801665327
SCR_C15_ARR_DIRS_S123,35,0.029658720905466677,0.02814364855010072,0.03528774653669471,0.4738067455595474,0.007864095851320974,0.030191404212542336,0.0882265962703416
SCR_C15_ARR_DIRS_S123,36,0.03101349443345798,0.05610295940926776,0.04912044072656155,0.7659410674019747,0.028000002365448213,0.021932462049527538,0.06626936939515295
SCR_C15_ARR_DIRS_S123,37,0.033049839416183786,0.017657352102317916,0.015326246133235608,0.2220553120529203,0.0025063646073878606,0.023400523647123243,0.011601936048715573
SCR_C15_ARR_DIRS_S123,38,0.030371560184845357,0.04012997524737474,0.04285880957821487,0.6358122616547197,0.015135670207762667,0.020081764199430252,0.027100188044400533
SCR_C15_ARR_DIRS_S123,39,0.030485471138528335,0.027678366338682633,0.014778218470858065,0.4518501230144524,0.007204050509494158,0.005583704884410581,0.016888091022090736
SCR_C15_ARR_DIRS_S123,40,0.031723031679224835,0.022042333861290616,0.014964119905080528,0.3255994679745742,0.004231999588914584,0.026765029711265775,0.017650988742636133
SCR_C15_ARR_DIRS_S123,41,0.029905600287372356,0.02791416598063738,0.034176139796297474,0.46559870648977814,0.007611107008821855,0.010125939905039594,0.025604235994081567
SCR_C15_ARR_DIRS_S123,42,0.028604057744891137,0.036200699299655525,0.054121812834085396,0.615634542179386,0.013903360231171724,0.023441209346189103,0.01737427536699648
SCR_C15_ARR_DIRS_S123,43,0.029796951334215928,0.019337151208335245,0.04987249446641766,0.29634667910791473,0.003693651267818721,0.02969196421367857,0.021263636440318784
SCR_C15_ARR_DIRS_S123,44,0.030272364943869996,0.030025372994329644,0.03683074707473368,0.4959038628346369,0.008585411103207034,0.009007776770448027,0.02325365559674843
SCR_C15_ARR_DIRS_S123,45,0.037228298922932376,0.028167925536783614,0.03881583935547403,0.3640634762959626,0.005014202779699346,0.03102208342960903,0.018530653487456267
SCR_C15_ARR_DIRS_S123,46,0.029842069801178157,0.029882000378055978,0.02465690970337544,0.500668584021632,0.0087491665564604,0.013931711428353656,0.06507676830327162
SCR_C15_ARR_DIRS_S123,47,0.030381226101511515,0.01843389587013541,0.018665233994231697,0.2690854764022336,0.0032302800207161223,0.022271899753649127,0.03138224984994254
SCR_C15_ARR_DIRS_S123,48,0.029880518396360682,0.029068093608847594,0.029223852655393602,0.48622070179002636,0.008261816557591818,0.009024917236992024,0.016984059697328004
SCR_C15_ARR_DIRS_S123,49,0.030169639827162333,0.04393358936220835,0.03444866234138598,0.6795459791622291,0.01832493945589915,0.007682020583667384,0.01760463876802362
SCR_C15_ARR_DIRS_S123,50,0.030434406562609272,0.024464391000168763,0.04439167111122698,0.3925251262911697,0.00565584548443563,0.023893156902758027,0.06690712943643974
SCR_C15_ARR_DIRS_S123,51,0.03038832645098651,0.036353489399089355,0.03392252983434019,0.5886683951222119,0.012441228287567892,0.013267003637835614,0.052296757283348344
SCR_C15_ARR_DIRS_S123,52,0.031218617871803394,0.03102396073167622,0.032161342552763844,0.4968726354105263,0.00861845934276747,0.013921911729680415,0.05058974919735468
SCR_C15_ARR_DIRS_S123,53,0.029312623736003258,0.025331896041880544,0.04601396152446288,0.42753684455551416,0.006531333354896835,0.004799133704039931,0.023814963436287938
SCR_C15_ARR_DIRS_S123,54,0.0309632698886341,0.04243639737570732,0.026070581972785736,0.652582315155856,0.016266072249920386,0.02643522386708511,0.018886306373167936
SCR_C15_ARR_DIRS_S123,55,0.029726263055011238,0.029016997802618565,0.03509097921284469,0.4879277748692983,0.008317990567924592,0.017240042506899124,0.042657223131002564
SCR_C15_ARR_DIRS_S123,56,0.030379751562435664,0.035371874185502236,0.01625780283023351,0.5754887910688534,0.011792812248237418,0.027948950714881803,0.026788659061983078
