source,repeat,prefix_seed,command,target,initial_action_probabilities,commanded,deadline,hit,hit_time,first_distinct,censored,timeout,elapsed,path_length,start_position,endpoint,exact_start_verified
59,0,31000,0,0,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",True,64,False,,28,False,True,64,714.0799755791876,"[1750.0, 1550.0, 25.125]","[1983.87451171875, 1267.902587890625, 25.125]",True
59,0,31000,0,1,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,True,33.0,28,False,False,64,714.0799755791876,"[1750.0, 1550.0, 25.125]","[1983.87451171875, 1267.902587890625, 25.125]",True
59,0,31000,0,2,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,714.0799755791876,"[1750.0, 1550.0, 25.125]","[1983.87451171875, 1267.902587890625, 25.125]",True
59,0,31000,0,3,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,True,50.0,28,False,False,64,714.0799755791876,"[1750.0, 1550.0, 25.125]","[1983.87451171875, 1267.902587890625, 25.125]",True
59,0,31000,1,0,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,744.0548684248786,"[1750.0, 1550.0, 25.125]","[1983.8746337890625, 1623.8653564453125, 25.125]",True
59,0,31000,1,1,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",True,64,True,38.0,28,False,False,64,744.0548684248786,"[1750.0, 1550.0, 25.125]","[1983.8746337890625, 1623.8653564453125, 25.125]",True
59,0,31000,1,2,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,744.0548684248786,"[1750.0, 1550.0, 25.125]","[1983.8746337890625, 1623.8653564453125, 25.125]",True
59,0,31000,1,3,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,744.0548684248786,"[1750.0, 1550.0, 25.125]","[1983.8746337890625, 1623.8653564453125, 25.125]",True
59,0,31000,2,0,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,617.5211682613743,"[1750.0, 1550.0, 25.125]","[1983.8743896484375, 1409.9842529296875, 25.125]",True
59,0,31000,2,1,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,True,36.0,28,False,False,64,617.5211682613743,"[1750.0, 1550.0, 25.125]","[1983.8743896484375, 1409.9842529296875, 25.125]",True
59,0,31000,2,2,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",True,64,False,,28,False,True,64,617.5211682613743,"[1750.0, 1550.0, 25.125]","[1983.8743896484375, 1409.9842529296875, 25.125]",True
59,0,31000,2,3,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,617.5211682613743,"[1750.0, 1550.0, 25.125]","[1983.8743896484375, 1409.9842529296875, 25.125]",True
59,0,31000,3,0,"[0.9125000238418579, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791, 0.012499997392296791]",False,64,False,,28,False,True,64,616.9467932060426,"[1750.0, 1550.0, 25.125]","[1976.302734375, 1414.88037109375, 25.125]",True
