condition,theta,seed,mean_unit_temporal_density,median_active_unit_temporal_density,std_unit_temporal_density,mean_population_density,std_population_density,unit_coverage,zero_activity_time_fraction,mean_field_width,mean_total_activation,mean_lifetime_hoyer_sparsity,mean_active_unit_lifetime_hoyer_sparsity,mean_population_hoyer_sparsity,mean_lifetime_kurtosis,mean_active_unit_lifetime_kurtosis,best_corr_to_latent_probs,best_corr_to_latent_values,best_corr_to_latent_samples,best_weight_alignment_to_latent_vectors,mean_weight_row_entropy_to_latents,mean_weight_row_effective_latents,mean_weight_row_participation_latents,mean_weight_col_entropy_over_rows,mean_weight_col_effective_rows,mean_weight_col_participation_rows
no_learning,0.5,0,0.334716796875,0.3466796875,0.03710857189714864,2.677734375,1.8518498837495871,1.0,0.072265625,1.5216426193118757,1.553252253655373,0.5496907807651163,0.5496907807651163,0.7745503206225153,6.132404507607848,6.132404507607848,0.059120149977634345,0.4206522395120629,0.3298305618868362,0.38435300158074776,0.8641372794036337,6.09435338576707,5.354308005026873,0.8656759640430811,6.094881703598925,5.403733949665149
encourage,0.5,0,0.323974609375,0.3212890625,0.017453920460659304,2.591796875,2.595701655379569,1.0,0.3046875,1.4284176533907427,1.6311412744727465,0.5426728796505206,0.5426728796505206,0.7543622330946262,4.525129668564469,4.525129668564469,0.07058365130360073,0.49511550441232133,0.3948484707342056,0.8074053952400996,0.8205657068807879,5.555365730699952,4.604368491602783,0.9065310330005206,6.638237026975142,6.019194918447411
punish,0.5,0,0.30322265625,0.3046875,0.004114330943933769,2.42578125,3.639834862620616,1.0,0.68359375,1.4375,1.5719003645861425,0.6111259559176343,0.6111259559176343,0.7029977352796746,10.487021731847697,10.487021731847697,0.10557053316097104,0.15569648696560184,0.2366879546404414,0.449278807648275,0.9847913879746202,7.750956319603777,7.476475922385305,0.9999974977221838,7.999958373412868,7.999916779788405
no_learning,0.5,1,0.322509765625,0.330078125,0.0459756404813427,2.580078125,1.025758862450861,1.0,0.01953125,1.497732426303855,1.6031458672920418,0.5578411625612462,0.5578411625612462,0.7755718574065116,6.179554393945718,6.179554393945718,0.069586205257821,0.41722145251624027,0.3280150071700202,0.3943427788317718,0.867681898815313,6.1355165377519105,5.499444414592363,0.8678151792296378,6.125086490271332,5.509418864402964
encourage,0.5,1,0.3154296875,0.3251953125,0.044815601193686584,2.5234375,1.8996909442311267,1.0,0.10546875,1.4698521046643913,1.6149075717113288,0.5476372776599926,0.5476372776599926,0.771618758123862,4.6345589448552875,4.6345589448552875,0.0659863398141194,0.48966927948606354,0.4005189895545168,0.8091323852403439,0.8368718242416869,5.7224254296121835,4.735342276823721,0.8538273144783943,6.005281149785544,5.223823232357708
punish,0.5,1,0.29931640625,0.2998046875,0.0023417146109925386,2.39453125,3.625620821703979,1.0,0.6875,1.4206257242178448,1.5753485991852725,0.6101967285643665,0.6101967285643665,0.7053432138553863,10.6512580599836,10.6512580599836,0.09838243642959675,0.15933462768797288,0.2433881191214563,0.44943606993415397,0.9846048815572963,7.74795216769316,7.471510388825946,0.9999975614281899,7.999959433260209,7.999918880071457
no_learning,0.5,2,0.31591796875,0.3203125,0.01588978524929002,2.52734375,1.6569085881049497,1.0,0.083984375,1.4377777777777778,1.7640996087540595,0.5647701863823973,0.5647701863823973,0.7848818192345903,6.016472691893677,6.016472691893677,0.06418078603357612,0.42679502771763356,0.2944210982846546,0.34335768969580327,0.9217844068189475,6.825705425480994,6.190715279462253,0.9200522874446055,6.787580673192485,6.127841360257262
encourage,0.5,2,0.30859375,0.3037109375,0.032241355506287456,2.46875,1.9057376360611658,1.0,0.13671875,1.481828839390387,1.6887603011752879,0.5474036959864724,0.5474036959864724,0.7644846611732298,4.413109133172731,4.413109133172731,0.07178111720039605,0.5494146309243613,0.4563986129813301,0.7777560510131003,0.8274155022679641,5.619070675490171,4.624224369446691,0.8667140432615114,6.163574688350474,5.38437594167079
punish,0.5,2,0.301025390625,0.2998046875,0.003959295590875697,2.408203125,3.635675430197288,1.0,0.6875,1.4303944315545243,1.576505447434807,0.6107608027355261,0.6107608027355261,0.7043120708270456,10.536510024092607,10.536510024092607,0.09700595554304783,0.1711041502763302,0.23729036048617405,0.4524173356137948,0.984300751826226,7.743053859784001,7.461377855140068,0.99999767228573,7.999961277500354,7.999922428672605
no_learning,0.5,3,0.334716796875,0.3408203125,0.022267712946921033,2.677734375,1.3548424232889076,1.0,0.037109375,1.5032894736842106,1.5339191271869914,0.5571483928110725,0.5571483928110725,0.777984823925557,6.6944554723964895,6.6944554723964895,0.06419099922138577,0.39751509981685673,0.3309704228453453,0.3743617025032193,0.8821900544722541,6.316723065584268,5.518692276334297,0.8874738137160643,6.349479580198594,5.58264139901049
