condition,theta,seed,mean_unit_temporal_density,median_active_unit_temporal_density,std_unit_temporal_density,mean_population_density,std_population_density,unit_coverage,zero_activity_time_fraction,mean_field_width,mean_total_activation,mean_lifetime_hoyer_sparsity,mean_active_unit_lifetime_hoyer_sparsity,mean_population_hoyer_sparsity,mean_lifetime_kurtosis,mean_active_unit_lifetime_kurtosis,best_corr_to_latent_probs,best_corr_to_latent_values,best_corr_to_latent_samples,best_weight_alignment_to_latent_vectors,mean_weight_row_entropy_to_latents,mean_weight_row_effective_latents,mean_weight_row_participation_latents,mean_weight_col_entropy_over_rows,mean_weight_col_effective_rows,mean_weight_col_participation_rows
no_learning,0.5,0,0.3212890625,0.322265625,0.0170549308560283,2.5703125,1.2211264890844642,1.0,0.044921875,1.4414019715224535,1.5800931410940013,0.5724827760611572,0.5724827760611572,0.7870229556154662,7.614272627592984,7.614272627592984,0.0752783315909743,0.46852846990616365,0.24620058216897092,0.36015450569320234,0.8865091948640927,6.388814319245127,5.703073895235716,0.8867923137607847,6.335780518395524,5.56562032107777
encourage,0.5,0,0.363037109375,0.3662109375,0.008253975343934065,2.904296875,3.1931049210549336,1.0,0.416015625,1.5886752136752136,1.0953279155556794,0.516981199393278,0.516981199393278,0.7073914058971011,4.699748066917204,4.699748066917204,0.07867423177881469,0.3431179400532134,0.21098138672750855,0.6720633819787751,0.9087588225786896,6.621628567810411,6.083251384815276,0.9791735015669412,7.6769240501617135,7.489918016300459
punish,0.5,0,0.296630859375,0.296875,0.0006459353786778786,2.373046875,3.6523077162326745,1.0,0.703125,1.49079754601227,1.6728246201585604,0.6365703331318422,0.6365703331318422,0.7037926271213977,18.460388139941205,18.460388139941205,0.09226403919225232,0.2005134540490623,0.25357784527325195,0.4857118501776168,0.942265586729941,7.094970866992928,6.680762643796791,0.9999999943358825,7.99999990577439,7.999999811552113
no_learning,0.5,1,0.303466796875,0.3037109375,0.012388783648794213,2.427734375,1.4917259900676663,1.0,0.078125,1.3888268156424581,1.6731852834099152,0.5952787275311044,0.5952787275311044,0.8000232585748603,9.551882230298304,9.551882230298304,0.09259756344666016,0.49646820012081755,0.23784748766804487,0.3571407138032493,0.9024064628229663,6.543150145803503,5.721301601448673,0.9012645861615526,6.520382362895811,5.674931799023414
encourage,0.5,1,0.363525390625,0.3642578125,0.006796587356970241,2.908203125,3.092545708431847,1.0,0.388671875,1.5874200426439233,1.1324867380945658,0.5156752340400331,0.5156752340400331,0.7033871001587987,4.792826246722446,4.792826246722446,0.07449127646773934,0.3707644735747767,0.2278739900826231,0.6418870405598575,0.8830447148296277,6.287061535330701,5.814477612090042,0.9456521578351198,7.256202436752877,6.954596044373508
punish,0.5,1,0.296875,0.296875,0.0,2.375,3.6550478793033614,1.0,0.703125,1.4901960784313726,1.6749168754476393,0.6364276950984098,0.6364276950984098,0.7031863569600929,18.439746378170273,18.439746378170273,0.09190600588391577,0.20035842239580168,0.2533258374889312,0.48749414670931446,0.9417258949904825,7.0870129516195774,6.672862102795259,0.9999999906200091,7.999999843958863,7.9999996879401944
no_learning,0.5,2,0.311767578125,0.3095703125,0.01855308124215169,2.494140625,1.6547649131295386,1.0,0.09765625,1.4188888888888889,1.6396915072613367,0.5892045463747422,0.5892045463747422,0.7970787401036437,9.595749774213095,9.595749774213095,0.07649606595763679,0.4942946716335596,0.22078515133114845,0.3266965417415021,0.8846491316301301,6.365680963421628,5.617858810623213,0.8861433072486774,6.358444865205241,5.716465893458043
encourage,0.5,2,0.36376953125,0.36328125,0.008038123844313638,2.91015625,3.229462509549528,1.0,0.4375,1.5360824742268042,1.0982593468738724,0.5185101043159174,0.5185101043159174,0.6958430244724454,4.981052032356516,4.981052032356516,0.07021646756013,0.33381120298525824,0.21046472255106868,0.6378336882214904,0.8883332056191039,6.347278470496412,5.827272272723224,0.9794288945870351,7.678589797773952,7.458968142144368
punish,0.5,2,0.296875,0.296875,0.0,2.375,3.6550478793033614,1.0,0.703125,1.4901960784313726,1.6736232754573726,0.6362676790184578,0.6362676790184578,0.7032246617917706,18.349702332572555,18.349702332572555,0.09190600588391577,0.20035842239580168,0.2533258374889312,0.4859791545221642,0.9422690987241003,7.095022685251151,6.680560572124197,0.9999999867805498,7.999999780087414,7.999999560188497
no_learning,0.5,3,0.30810546875,0.3046875,0.01751698351040244,2.46484375,1.7181062359720185,1.0,0.119140625,1.434090909090909,1.63771983905579,0.5915866330512447,0.5915866330512447,0.7970686950918248,9.072586543380098,9.072586543380098,0.06708027869895691,0.47871927103694495,0.2652967116279008,0.3419842933513499,0.8775829287494359,6.24001123882431,5.510700716692667,0.8801059831655824,6.267450883816957,5.443238089870907
