base,seed,contrast,metric,value
C05,99,DIR_minus_MON_FILM,bad_source_count,0.0
C05,99,DIR_minus_MON_FILM,reliable_out_degree_mean,-0.3898026315789474
C05,99,DIR_minus_MON_FILM,predictive_event_count,-324.6513157894737
C05,99,DIR_minus_MON_FILM,predictive_context_groups,-74.1907894736842
C05,99,DIR_minus_MON_FILM,predictive_eligible_count,-3.3289473684210527
C05,99,DIR_minus_MON_FILM,predictive_reliability_gap,-0.7284216561207646
C05,99,DIR_minus_MON_FILM,largest_scc,-1.0
C05,99,DIR_minus_MON_FILM,reachable_pair_fraction,-0.03629386010824849
C05,99,DIR_minus_MON_FILM,reciprocal_fraction,-0.20206442259644208
C05,99,DIR_minus_MON_FILM,top3_incoming_share,0.051085132125176846
C05,99,DIR_minus_MON_FILM,target_hit_lift,-0.18495937868168488
C05,99,DIR_minus_MON_FILM,target_action_sensitivity,-0.03919389384406569
C05,99,DIR_minus_MON_FILM,target_value_span,-0.017457897272451145
C05,99,DIR_minus_MON_FILM,decoder_parameter_count,0.0
C05,99,DIR_minus_MON_FILM,film_modulation_norm_mean,-0.16847819236940462
C05,99,DIR_minus_MON_FILM,film_modulation_norm_max,-0.5536104699498728
C05,99,DIR_minus_MON_FILM,behavior_replay_mismatch,0.0
C05,99,DIR_minus_MON_FILM,option_success_fraction,-0.10234987147544558
C05,123,DIR_minus_MON_FILM,coverage_auc,18.301820399150472
C05,123,DIR_minus_MON_FILM,dg_density,-0.000811526649876642
C05,123,DIR_minus_MON_FILM,dg_silent_fraction,0.0
C05,123,DIR_minus_MON_FILM,dg_usage_entropy,-0.003380048431848248
C05,123,DIR_minus_MON_FILM,recruitment_total,0.0
C05,123,DIR_minus_MON_FILM,repeat_assignments,0.0
C05,123,DIR_minus_MON_FILM,bad_source_assignments,0.0
C05,123,DIR_minus_MON_FILM,duplicate_assignments,0.0
C05,123,DIR_minus_MON_FILM,predictive_assignments,0.0
C05,123,DIR_minus_MON_FILM,attempt_coverage,0.03212719910631054
C05,123,DIR_minus_MON_FILM,fully_tested_count,0.0
C05,123,DIR_minus_MON_FILM,zero_outdegree_count,0.22368421052631682
C05,123,DIR_minus_MON_FILM,untested_zero_outdegree_count,0.22368421052631682
C05,123,DIR_minus_MON_FILM,bad_source_count,0.0
C05,123,DIR_minus_MON_FILM,reliable_out_degree_mean,0.035361842105263164
C05,123,DIR_minus_MON_FILM,predictive_event_count,-316.88157894736844
C05,123,DIR_minus_MON_FILM,predictive_context_groups,-109.32894736842105
C05,123,DIR_minus_MON_FILM,predictive_eligible_count,-3.4934210526315788
C05,123,DIR_minus_MON_FILM,predictive_reliability_gap,-0.5978349758018005
C05,123,DIR_minus_MON_FILM,largest_scc,0.23026315789473695
C05,123,DIR_minus_MON_FILM,reachable_pair_fraction,0.0020010964148432786
C05,123,DIR_minus_MON_FILM,reciprocal_fraction,0.10526315848294057
C05,123,DIR_minus_MON_FILM,top3_incoming_share,-7.842716476247347e-10
C05,123,DIR_minus_MON_FILM,target_hit_lift,0.22024873055909822
C05,123,DIR_minus_MON_FILM,target_action_sensitivity,-0.017399646674197067
