base,contrast,metric,mean,sd,n
C05,FILM_minus_LEG_PRED,attempt_coverage,-0.011742792859970985,0.014556717271186194,3
C05,FILM_minus_LEG_PRED,bad_source_assignments,0.0,0.0,3
C05,FILM_minus_LEG_PRED,bad_source_count,0.0,0.0,3
C05,FILM_minus_LEG_PRED,behavior_replay_mismatch,0.0,0.0,3
C05,FILM_minus_LEG_PRED,coverage_auc,-25.974260478131498,32.388193437264675,3
C05,FILM_minus_LEG_PRED,decoder_parameter_count,2048.0,0.0,3
C05,FILM_minus_LEG_PRED,dg_density,-0.0029737958313837526,0.0015167076418843037,3
C05,FILM_minus_LEG_PRED,dg_silent_fraction,0.0,0.0,3
C05,FILM_minus_LEG_PRED,dg_usage_entropy,-0.009421402260129256,0.007568167543374085,3
C05,FILM_minus_LEG_PRED,duplicate_assignments,0.0,0.0,3
C05,FILM_minus_LEG_PRED,film_modulation_norm_max,1.0201011066374026,0.36470877185999984,3
C05,FILM_minus_LEG_PRED,film_modulation_norm_mean,0.23432851007407676,0.10168547757037258,3
C05,FILM_minus_LEG_PRED,fully_tested_count,0.0,0.0,3
C05,FILM_minus_LEG_PRED,largest_scc,0.10745614035087721,0.8439621112613354,3
C05,FILM_minus_LEG_PRED,option_success_fraction,-0.03899976288459189,0.28336457488736394,3
C05,FILM_minus_LEG_PRED,predictive_assignments,0.0,0.0,3
C05,FILM_minus_LEG_PRED,predictive_context_groups,-36.50627646702966,75.10513205321955,3
C05,FILM_minus_LEG_PRED,predictive_eligible_count,-3.435405323653962,4.937484556464095,3
C05,FILM_minus_LEG_PRED,predictive_event_count,-53.56622807017544,237.67103496801093,3
C05,FILM_minus_LEG_PRED,predictive_reliability_gap,-0.171130063740398,0.21162932239494162,3
C05,FILM_minus_LEG_PRED,reachable_pair_fraction,0.01495746393956067,0.04663236934940157,3
C05,FILM_minus_LEG_PRED,reciprocal_fraction,-0.02322343155218844,0.18698895477809754,3
C05,FILM_minus_LEG_PRED,recruitment_total,0.0,1.0,3
C05,FILM_minus_LEG_PRED,reliable_out_degree_mean,0.23842634603750756,0.5624860629877864,3
C05,FILM_minus_LEG_PRED,repeat_assignments,0.0,0.0,3
C05,FILM_minus_LEG_PRED,target_action_sensitivity,0.022174753170250316,0.013425687569032936,3
C05,FILM_minus_LEG_PRED,target_hit_lift,0.04162345927859967,0.0666306710176894,3
C05,FILM_minus_LEG_PRED,target_value_span,0.007796947678628335,0.0034211715922073753,3
C05,FILM_minus_LEG_PRED,top3_incoming_share,0.3224101559436473,0.5583223528817982,3
C05,FILM_minus_LEG_PRED,untested_zero_outdegree_count,-3.455172413793104,7.8501571062409985,3
C05,FILM_minus_LEG_PRED,zero_outdegree_count,-3.455172413793104,7.8501571062409985,3
C05,PRED_minus_MON_FILM,attempt_coverage,0.005453846858745624,0.024289393896014276,3
C05,PRED_minus_MON_FILM,bad_source_assignments,0.0,0.0,3
C05,PRED_minus_MON_FILM,bad_source_count,0.0,0.0,3
