tag,step,wall_time,value
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1589248,1789841395.7820966,0.09337378293275833
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1589248,1789841405.7794073,0.09443781524896622
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1605632,1789841415.7807589,0.09459104388952255
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1622016,1789841425.7794857,0.09462862461805344
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1622016,1789841435.7793052,0.09362612664699554
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1638400,1789841445.7813146,0.09443924576044083
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1638400,1789841455.7798545,0.0949203222990036
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1654784,1789841465.7825768,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1654784,1789841475.779477,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1671168,1789841485.7795486,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1687552,1789841495.781997,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1687552,1789841505.7797108,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1703936,1789841515.781858,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1703936,1789841525.7797742,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1720320,1789841535.7797096,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1736704,1789841545.782278,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1736704,1789841555.7807229,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1753088,1789841565.7815065,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1753088,1789841575.779332,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1769472,1789841585.7806807,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1785856,1789841595.782201,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1785856,1789841605.779151,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1802240,1789841615.7824109,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1802240,1789841625.7790062,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1818624,1789841635.7796314,0.09618145227432251
policy_stats/avg_z_00_corridor_geometry_noreward_accessible_coverage_auc,1835008,1789841645.7819605,0.09618145227432251
