run_name,base,recruitment,goal_conditioning,seed,wandb_name,wandb_id,state,max_env_steps,window_rows,coverage_auc,dg_density,dg_silent_fraction,dg_usage_entropy,unit_duty_cycle_max,option_success,action_sensitivity,target_hit_rate,target_hit_lift,largest_scc,reachable_pair_fraction,outgoing_node_fraction,top3_incoming_share,attempt_coverage,fully_tested_count,zero_outdegree_count,predictive_eligible_count,behavior_replay_mismatch,recruitment_total,repeat_total
DPR_C15_MON_FILM_S8,C15,MON,FILM,8,00_DPR_C15_MON_FILM_S8_20260904_060856_842363,00_DPR_C15_MON_FILM_S8_20260904_060856_842363,finished,74973180.0,152,55.51286617763157,0.027885436999999996,0.0,0.9786738653947369,0.038252981032894734,0.1658605342631579,0.01179300774118421,0.002460680518092105,8.160638511907894,14.796052631578947,0.9247532894736842,1.0,0.4196499783552632,0.9725054877631578,10.177631578947368,0.0,0.17763157894736842,0.0,0,0
DPR_C15_MON_FILM_S99,C15,MON,FILM,99,00_DPR_C15_MON_FILM_S99_20260904_060856_842381,00_DPR_C15_MON_FILM_S99_20260904_060856_842381,finished,74973180.0,152,62.359550019736844,0.03007386857236842,0.0,0.9783300513157895,0.04291735198684211,0.17739046596052632,0.014510788321710526,0.002884714216118421,0.8185752197368421,14.598684210526315,0.9126096484210526,0.998766447368421,0.4972414738815789,0.9781250075000001,11.526315789473685,0.019736842105263157,0.21052631578947367,0.0,0,0
DPR_C15_MON_FILM_S123,C15,MON,FILM,123,00_DPR_C15_MON_FILM_S123_20260904_060856_680760,00_DPR_C15_MON_FILM_S123_20260904_060856_680760,finished,74973180.0,152,58.516901013157884,0.02835042853947368,0.0,0.9758452153289473,0.0402061061381579,0.1796916039473684,0.01517145310131579,0.0029457493845394737,0.7494504513157895,13.789473684210526,0.8648300390789473,1.0,0.49001314348684205,0.9635690769736842,8.43421052631579,0.0,0.18421052631578946,0.0,0,0
DPR_C15_MON_LEG_S8,C15,MON,LEG,8,00_DPR_C15_MON_LEG_S8_20260904_060856_255011,00_DPR_C15_MON_LEG_S8_20260904_060856_255011,finished,74973180.0,152,59.53097972368421,0.02813339235526316,0.0,0.9806130089473685,0.03662751849342105,0.15304573844078947,0.007861624277368421,0.002476742395065789,0.7292532474342106,14.802631578947368,0.9263157892105264,0.9942434210526315,0.5122678763815789,0.968804834144737,9.31578947368421,0.09210526315789473,0.13157894736842105,0.0,0,0
DPR_C15_MON_LEG_S99,C15,MON,LEG,99,00_DPR_C15_MON_LEG_S99_20260904_060856_255960,00_DPR_C15_MON_LEG_S99_20260904_060856_255960,finished,74973180.0,152,37.185283368421054,0.026982959914473678,0.0,0.9797772898026316,0.037032277967105266,0.17545493680263158,0.0072831067763157896,0.0025442023105263158,4.826121765986843,12.94078947368421,0.8161458223026317,0.9942434210526315,0.5781591639473685,0.9668311519078947,9.480263157894736,0.09210526315789473,0.125,0.0,0,0
DPR_C15_MON_LEG_S123,C15,MON,LEG,123,00_DPR_C15_MON_LEG_S123_20260904_060856_844924,00_DPR_C15_MON_LEG_S123_20260904_060856_844924,finished,74973180.0,152,26.96496403947368,0.02827815009868421,0.0,0.9774700394078947,0.03931949019736842,0.13778153663157894,0.012706924876578946,0.00199809827631579,0.7898073893421053,8.414473684210526,0.5666392492105263,0.9827302631578947,0.5388041761842105,0.9497532942763157,7.131578947368421,0.26973684210526316,0.13157894736842105,0.0,0,0
DPR_C15_PRED_FILM_S8,C15,PRED,FILM,8,00_DPR_C15_PRED_FILM_S8_20260904_060855_700470,00_DPR_C15_PRED_FILM_S8_20260904_060855_700470,finished,74973180.0,123,65.28524995121951,0.029505287739837394,0.0,0.9776237864227644,0.04179369925203252,0.18719131830081304,0.012828869964634145,0.0029574758650406504,0.8191771008130081,14.235772357723578,0.8903794027642277,1.0,0.3999120843089431,0.9720528446341464,10.032520325203253,0.0,0.15447154471544716,0.0,0,0
DPR_C15_PRED_FILM_S99,C15,PRED,FILM,99,00_DPR_C15_PRED_FILM_S99_20260904_060856_781147,00_DPR_C15_PRED_FILM_S99_20260904_060856_781147,finished,74973180.0,152,72.97220504605264,0.02925832647368421,0.0,0.9782209284868421,0.04152960525,0.1858714468355263,0.013173244299342102,0.002698396391776316,0.8921924848026315,15.0,0.9375,1.0,0.4631050128947369,0.9587719178947369,6.677631578947368,0.0,0.13157894736842105,0.0,0,0
DPR_C15_PRED_FILM_S123,C15,PRED,FILM,123,00_DPR_C15_PRED_FILM_S123_20260904_060856_781567,00_DPR_C15_PRED_FILM_S123_20260904_060856_781567,finished,74973180.0,152,40.414818907894734,0.026914094684210525,0.0,0.9800093661184208,0.035647743526315785,0.13155691857894738,0.00682668874763158,0.002181203747368421,0.6497917368421052,14.0,0.8765899097368421,1.0,0.49244292907894743,0.9768366239473685,11.256578947368421,0.0,0.15789473684210525,0.0,0,0
DPR_C15_PRED_LEG_S8,C15,PRED,LEG,8,00_DPR_C15_PRED_LEG_S8_20260904_060856_683212,00_DPR_C15_PRED_LEG_S8_20260904_060856_683212,finished,74973180.0,152,32.33090360526316,0.02649287170394737,0.0,0.9783321398026317,0.03573126544736842,0.13145499057894738,0.006948471566118421,0.0020077354046052634,0.7479190694736841,11.93421052631579,0.7785910051973685,0.9893092105263158,0.49824955901315787,0.9740131673026317,10.388157894736842,0.16447368421052633,0.11842105263157894,0.0,0,0
DPR_C15_PRED_LEG_S99,C15,PRED,LEG,99,00_DPR_C15_PRED_LEG_S99_20260904_060856_764772,00_DPR_C15_PRED_LEG_S99_20260904_060856_764772,finished,74973180.0,152,28.939320039473685,0.02929727658552632,0.0,0.9767212852631579,0.0399683902631579,0.15560934325657894,0.008863859552960526,0.002229389392763158,0.7872334798026316,9.644736842105264,0.6398300388815791,0.9757401315789473,0.4890005829605264,0.9809758857236842,11.960526315789474,0.3881578947368421,0.05263157894736842,0.0,0,0
