family,run,condition,seed,window_low_m,window_high_m,n_behavior,n_spatial,train/env_steps,coverage_auc,dg_density,silent_fraction,usage_entropy,option_success,action_tv,action_sensitivity,target_num,target_count,shuffle_num,shuffle_count,correct,wrong,timeout,command_entropy,pair_coverage,candidate_pairs,candidate_sources,candidate_count,behavior_candidate_count,commanded_num,commanded_count,first_shuffle_num,first_shuffle_count,largest_scc,reachable_pairs,top3_incoming,ppo_dg_norm,encoder_dg_norm,gradient_ratio,gradient_cosine,row_conflict,env_steps,grounded_controllability,in_bounds_fraction,valid_sample_count,active_unit_fraction,silent_unit_fraction,visited_cell_fraction,active_only_map_cosine,unique_active_peak_bins,mono_field_unit_fraction,active_unit_mean_spatial_information,mean_primary_secondary_peak_distance,median_dominant_peak_nearest_neighbor_distance,hit_lift,first_lift
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S99,DGP_C15_HIT_JOINT_LEG,99,45,55,305,10,50003968.0,35.421185481967214,0.03002719562295082,0.0,0.992648978557377,0.515175993737705,0.00022436167887278689,0.004948646901311475,19.38360655737705,909.9475409836066,18.681967213114753,883.1606557377049,18.34426229508197,0.0,17.61639344262295,0.9945616639016392,1.0,240.0,1.0,15.0,15.0,18.34426229508197,18.34426229508197,0.0,18.34426229508197,14.318032786885245,0.9046038190163936,0.2802866972131148,0.25154196839344267,0.16600567336393446,1.5185086328196722,-0.03119276228327869,0.525,50479104.0,0.0,1.0,10000.0,1.0,0.0,0.615512469,0.1060154025,14.7,0.00625,0.141510894,1117.9623699999997,160.07670000000002,1.0070136050520437,
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S99,DGP_C15_HIT_JOINT_LEG,99,55,65,305,10,59998208.0,33.98732522295082,0.030203897445901635,0.0,0.9908934569836066,0.5506702483606557,0.00022667056911475407,0.0060092746777049184,20.04590163934426,824.4229508196721,19.327868852459016,796.6590163934426,19.540983606557376,0.0,16.41311475409836,0.9940168846229508,1.0,240.0,1.0,15.0,15.0,19.540983606557376,19.540983606557376,0.0,19.540983606557376,14.236065573770492,0.8940300421639344,0.2813828638032787,0.33856185590163934,0.1870119884590164,1.8310396277049183,-0.022432037333114753,0.509016393442623,60486451.4,0.0,1.0,10000.0,1.0,0.0,0.635457071,0.11991248160000001,14.2,0.0125,0.14628732300000002,1061.018138,101.18034,1.0022222202657924,
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S99,DGP_C15_HIT_JOINT_LEG,99,65,75,305,10,69992448.0,33.398771613114754,0.029280765708196724,0.0,0.9891788719672131,0.5266106650491804,0.00018830893743606555,0.005992005954426229,19.481967213114753,874.0098360655737,18.80327868852459,846.8655737704918,18.921311475409837,0.0,17.41639344262295,0.9935181697704917,1.0,240.0,1.0,15.0,15.0,18.921311475409837,18.921311475409837,0.0,18.921311475409837,14.032786885245901,0.8816803146229508,0.2752789060327869,0.35255182396721313,0.20225555865573772,1.745430944327869,-0.049772346101967214,0.5114754098360655,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.626315782,0.11849529689999998,14.4,0.00625,0.14055494899999998,1032.119544,90.35534,1.003916017829074,
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S99,DGP_C15_HIT_JOINT_LEG,99,70,75,152,5,72499200.0,33.71666875,0.029221986460526317,0.0,0.9884858471710525,0.53703998375,0.00020213314026973684,0.006110552416447368,19.70394736842105,862.8092105263158,19.0,835.5657894736842,19.019736842105264,0.0,16.894736842105264,0.9930503594078948,1.0,240.0,1.0,15.0,15.0,19.019736842105264,19.019736842105264,0.0,19.019736842105264,14.0,0.8793037167105262,0.2764913571052632,0.3636414032236842,0.2099568395394737,1.7433526375000001,-0.06868462225526316,0.514391447368421,72980890.0,0.0,1.0,10000.0,1.0,0.0,0.622714676,0.117464141,14.4,0.0,0.13806681599999998,959.0984760000001,98.284272,1.0043047474142852,
dg_policy_gradient_first_outcome,DGP_C15_HIT_STOP_FILM_S8,DGP_C15_HIT_STOP_FILM,8,5,15,305,10,9994240.0,56.76896218688525,0.034128057750819674,0.0,0.9949950710163935,0.5220227251803279,0.00031905896959344264,0.003688433524918033,20.43606557377049,852.2,19.74754098360656,824.6983606557377,19.25901639344262,0.0,18.14426229508197,0.9948307344918033,1.0,240.0,1.0,15.0,15.0,19.25901639344262,19.25901639344262,0.0,19.25901639344262,15.839344262295082,0.9899590163934426,0.27525694291803277,0.0,0.12332509988524588,0.0,0.0,0.0,10485760.0,0.0,1.0,10000.0,1.0,0.0,0.8019390549999998,0.1464298075,14.9,0.01875,0.1134094359,1173.542076,251.54664999999994,1.00146981785484,
dg_policy_gradient_first_outcome,DGP_C15_HIT_STOP_FILM_S8,DGP_C15_HIT_STOP_FILM,8,20,25,152,5,22495232.0,41.152649980263156,0.030303955032894736,0.0,0.9911599846052632,0.48334967434210535,0.0002178783505131579,0.006990549280921053,18.11842105263158,960.8618421052631,17.38157894736842,934.9276315789474,17.342105263157894,0.0,19.085526315789473,0.9939382644736842,1.0,240.0,1.0,15.0,15.0,17.342105263157894,17.342105263157894,0.0,17.342105263157894,14.901315789473685,0.9325109613157894,0.3115883509868421,0.0,0.1468145466842105,0.0,0.0,0.0,22976921.6,0.0,1.0,10000.0,1.0,0.0,0.6897506959999999,0.10720778,15.0,0.0125,0.129381366,1010.0678660000001,233.65058399999998,1.0142573676380744,
dg_policy_gradient_first_outcome,DGP_C15_HIT_STOP_FILM_S8,DGP_C15_HIT_STOP_FILM,8,45,55,305,10,50003968.0,37.19632410491804,0.02862168612131148,0.0,0.995063388590164,0.4892512379016393,0.00034886989421311477,0.007957862427868853,17.82622950819672,967.4950819672131,17.134426229508197,941.5508196721312,17.21967213114754,0.0,18.41311475409836,0.9948278659016393,1.0,240.0,1.0,15.0,15.0,17.21967213114754,17.21967213114754,0.0,17.21967213114754,15.885245901639344,0.992841530032787,0.333126842295082,0.0,0.14668859689836067,0.0,0.0,0.0,50479104.0,0.0,1.0,10000.0,1.0,0.0,0.735180055,0.10135302540000002,15.6,0.03125,0.154761757,1117.96644,253.06141500000004,1.0124764428427837,
dg_policy_gradient_first_outcome,DGP_C15_HIT_STOP_FILM_S8,DGP_C15_HIT_STOP_FILM,8,55,65,305,10,59998208.0,37.27690543278689,0.029170702357377044,0.0,0.9948667712786885,0.49183379596721316,0.0004599059483606557,0.0089347455747541,17.701639344262293,983.7377049180328,17.16393442622951,958.0590163934427,17.18688524590164,0.0,18.17704918032787,0.994606264262295,1.0,240.0,1.0,15.0,15.0,17.18688524590164,17.18688524590164,0.0,17.18688524590164,15.855737704918033,0.9912158464918034,0.32773443177049183,0.0,0.15327253724590167,0.0,0.0,0.0,60486451.4,0.0,1.0,10000.0,1.0,0.0,0.6916897639999999,0.1070305718,14.7,0.01875,0.153323268,1021.5800499999999,183.896358,1.0044066661853555,
dg_policy_gradient_first_outcome,DGP_C15_HIT_STOP_FILM_S8,DGP_C15_HIT_STOP_FILM,8,65,75,305,10,69992448.0,37.15247385901639,0.028674416488524587,0.0,0.9938445259344263,0.4946974649836066,0.0006571289588163933,0.011542303795737705,18.2327868852459,935.9081967213115,17.652459016393443,909.416393442623,17.888524590163936,0.0,18.74098360655738,0.9945664044262293,1.0,240.0,1.0,15.0,15.0,17.888524590163936,17.888524590163936,0.0,17.888524590163936,15.806557377049181,0.9891256808524591,0.2906359163606557,0.0,0.15969081026229506,0.0,0.0,0.0,70483968.0,0.0,1.0,10000.0,1.0,0.0,0.637950148,0.11003879250000001,15.6,0.00625,0.146812123,1142.84417,224.093251,1.0036386363305585,
dg_policy_gradient_first_outcome,DGP_C15_HIT_STOP_FILM_S8,DGP_C15_HIT_STOP_FILM,8,70,75,152,5,72499200.0,38.03484911842105,0.028331756611842104,0.0,0.9936762789473684,0.49275990276315784,0.0007160845769934211,0.012050343557236842,18.38157894736842,929.7894736842105,17.80921052631579,903.2763157894736,17.94078947368421,0.0,18.99342105263158,0.9944097505263159,1.0,240.0,1.0,15.0,15.0,17.94078947368421,17.94078947368421,0.0,17.94078947368421,15.717105263157896,0.9834429780263158,0.2907835378947368,0.0,0.16407862250000002,0.0,0.0,0.0,72980890.0,0.0,1.0,10000.0,1.0,0.0,0.617174526,0.1093681438,15.4,0.0125,0.14607971999999997,1115.92256,230.32759000000001,1.0027072241561819,
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S8,DGP_C15_HIT_JOINT_LEG,8,5,15,305,10,9994240.0,46.5964734590164,0.03578921457704918,0.0,0.9930629787540984,0.5298903686229508,0.00023884112673770497,0.0014323338356721311,21.081967213114755,854.0491803278688,20.36393442622951,826.6098360655737,19.095081967213115,0.0,17.465573770491805,0.9952187644590164,1.0,240.0,1.0,15.0,15.0,19.095081967213115,19.095081967213115,0.0,19.095081967213115,15.934426229508198,0.9959153005245902,0.2735991065245902,0.16190102418032787,0.13327848757049182,1.216141043114754,-0.005084180865606557,0.492827868852459,10485760.0,0.0,1.0,10000.0,1.0,0.0,0.7063711909999999,0.1070790725,15.8,0.0125,0.10296628050000001,1109.172254,212.60381700000002,1.001998640393341,
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S8,DGP_C15_HIT_JOINT_LEG,8,20,25,152,5,22495232.0,37.083149618421054,0.031978004815789475,0.0,0.9938566355921052,0.5122058873026316,0.00024151637006578948,0.003277238539473684,19.38157894736842,883.5394736842105,18.80263157894737,856.6973684210526,18.355263157894736,0.0,18.05921052631579,0.9944655842763158,1.0,240.0,1.0,15.0,15.0,18.355263157894736,18.355263157894736,0.0,18.355263157894736,15.927631578947368,0.9954769736842105,0.2935942651973684,0.1542653523355263,0.12811244524999998,1.2086561904605262,-0.024608399242960526,0.4979440789473684,22976921.6,0.0,1.0,10000.0,1.0,0.0,0.5296399039999999,0.11085488920000001,15.4,0.0125,0.12926044600000003,1252.17094,194.628412,0.9994751340044977,
dg_policy_gradient_first_outcome,DGP_C15_HIT_JOINT_LEG_S8,DGP_C15_HIT_JOINT_LEG,8,45,55,305,10,50003968.0,33.17100107540984,0.02852653126885246,0.0,0.993572217114754,0.4849849346557378,0.0002154073877770492,0.00534843519442623,17.60655737704918,984.2163934426229,17.029508196721313,958.2491803278689,17.098360655737704,0.0,18.478688524590165,0.995388179147541,1.0,240.0,1.0,15.0,15.0,17.098360655737704,17.098360655737704,0.0,17.098360655737704,15.934426229508198,0.9959699452459017,0.32815427957377047,0.183603403,0.15532802940983606,1.1875348972459014,-0.008933908580163935,0.5053278688524591,50479104.0,0.00216850573,1.0,10000.0,1.0,0.0,0.599168965,0.078098466,15.5,0.1,0.16739591299999998,1046.941381,179.15310800000003,1.0066075937039174,
