kind	job_id	row_index	condition	base	seed	target_frames	checkpoint_frames	policy_episodes	random_episodes	command
place_fields	8126284	57	COR_DGP_Q000_M1003	DGP	99	50000000	50003968	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q000_M1003__s99__f50003968 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q000_M1003__s99__f50003968-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 57 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126285	58	COR_DGP_Q000_M1003	DGP	99	75000000	75005952	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q000_M1003__s99__f75005952 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q000_M1003__s99__f75005952-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 58 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126286	60	COR_DGP_Q035_M1001	DGP	99	5000000	5013504	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1001__s99__f5013504 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1001__s99__f5013504-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 60 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126287	61	COR_DGP_Q035_M1001	DGP	99	25000000	25001984	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1001__s99__f25001984 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1001__s99__f25001984-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 61 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126288	62	COR_DGP_Q035_M1001	DGP	99	50000000	50003968	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1001__s99__f50003968 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1001__s99__f50003968-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 62 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126289	63	COR_DGP_Q035_M1001	DGP	99	75000000	75005952	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1001__s99__f75005952 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1001__s99__f75005952-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 63 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126290	65	COR_DGP_Q035_M1002	DGP	99	5000000	5013504	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1002__s99__f5013504 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1002__s99__f5013504-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 65 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126291	66	COR_DGP_Q035_M1002	DGP	99	25000000	25001984	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1002__s99__f25001984 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1002__s99__f25001984-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 66 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126292	67	COR_DGP_Q035_M1002	DGP	99	50000000	50003968	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1002__s99__f50003968 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1002__s99__f50003968-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 67 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126293	68	COR_DGP_Q035_M1002	DGP	99	75000000	75005952	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1002__s99__f75005952 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1002__s99__f75005952-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 68 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126294	70	COR_DGP_Q035_M1003	DGP	99	5000000	5013504	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1003__s99__f5013504 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1003__s99__f5013504-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 70 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126295	71	COR_DGP_Q035_M1003	DGP	99	25000000	25001984	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1003__s99__f25001984 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1003__s99__f25001984-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 71 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126296	72	COR_DGP_Q035_M1003	DGP	99	50000000	50003968	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1003__s99__f50003968 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1003__s99__f50003968-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 72 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
place_fields	8126297	73	COR_DGP_Q035_M1003	DGP	99	75000000	75005952	0	0	sbatch --job-name=corridor-pf-COR_DGP_Q035_M1003__s99__f75005952 --partition=cpu --cpus-per-task=4 --mem=24G --time=02:00:00 --output=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/slurm/COR_DGP_Q035_M1003__s99__f75005952-%j.out --export=ALL,INTRMOTIV_RUNTIME_SOURCE=/home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919,INTRMOTIV_WORKSPACE_ROOT=/work/classic/fr_xl1014-corridor-geometry,PLACE_FIELD_MAX_FRAMES=10000,PLACE_FIELD_COVERAGE_EPISODES=0,PLACE_FIELD_RANDOM_COVERAGE=0,TMPDIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/tmp,DMLAB_CACHE_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/dmlab_cache,XDG_CACHE_HOME=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/cache,WANDB_DIR=/work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields/wandb,WANDB_MODE=disabled /home/fr/fr_xl1014/SF_git_XXL/SF_hipposlam_corridor_20260919/sf_working_directories/IntrMotiv/evaluation/run_place_field_sweep_single.sh /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/manifests/analysis_manifest.tsv 73 /work/classic/fr_xl1014-corridor-geometry/IntrMotiv/SF_hipposlam/train_dir/analysis/corridor_analysis_20260921/place_fields
