frame_bin,mean,count,base,openness,map_seed,run_name
52,0.026480671085183344,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
54,0.025412431311061825,224,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
56,0.023395997601573737,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
58,0.0217402206594329,227,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
60,0.023639828669266685,228,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
62,0.023299180695128173,229,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
64,0.026296433963964635,227,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
66,0.028144968348233927,229,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
68,0.02382735350893599,225,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
70,0.025272364281284928,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
72,0.029114668094657414,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
74,0.027347094391894405,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
76,0.02484885739727253,221,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
78,0.024344128805183125,221,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
80,0.021429804617313485,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
82,0.022858496939947966,222,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
84,0.024519418798653093,224,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
86,0.025262016819293798,229,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
88,0.029475676405322886,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
90,0.030371347550369222,224,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
92,0.03149433309278845,224,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
94,0.024184713457531405,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
96,0.020001670529422696,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
98,0.02133349042736623,223,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
100,0.019580497689145975,224,SAT,0.0,1002,COR_SAT_Q000_M1002_S99
2,0.06219639108816451,121,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
4,0.047928708109036364,227,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
6,0.03141381527212529,220,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
8,0.030465849316379842,218,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
10,0.031792504532683244,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
12,0.02843304548395389,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
14,0.03295359636346494,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
16,0.030310005527334587,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
18,0.030288460928686787,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
20,0.02949120889038394,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
22,0.02760644246720601,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
24,0.028064823618461864,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
26,0.026829855490682803,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
28,0.02616889503632862,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
30,0.02690895336083548,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
32,0.02602900283549115,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
34,0.02676445381991837,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
36,0.026206954960124856,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
38,0.026720286136673294,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
40,0.02696481515322958,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
42,0.027502601846091164,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
44,0.029131792923478443,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
46,0.030158451818134764,218,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
48,0.02798727721215109,218,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
50,0.026791949107080906,218,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
52,0.02696146307006679,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
54,0.02595747554940832,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
56,0.026585191843468046,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
58,0.025719063211266553,218,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
60,0.027838409544770064,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
62,0.026460275097295257,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
64,0.02744009947413004,213,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
66,0.026330448573925188,214,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
68,0.02590071793784879,214,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
70,0.025423123003091873,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
72,0.02655760955152119,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
74,0.02780867853477869,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
76,0.028300407385729476,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
78,0.032710825222440836,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
80,0.033073585783672844,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
82,0.027732378156441733,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
84,0.025131441756255042,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
86,0.025116873244124024,217,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
88,0.02634052045989863,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
90,0.030013362924719917,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
92,0.03032244416170337,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
94,0.02806127327819198,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
96,0.02970484523752395,215,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
98,0.032281631948771254,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
100,0.03326985723752937,216,SAT,0.0,1003,COR_SAT_Q000_M1003_S99
2,0.09700285321609538,44,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
4,0.08039273691078844,121,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
6,0.07745540975169699,220,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
8,0.05737989982717652,219,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
10,0.05353913137858559,220,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
12,0.05644450191728665,221,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
14,0.060140774631662015,221,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
16,0.05689790757658241,222,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
18,0.05588315189018975,222,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
20,0.05832154034833198,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
22,0.057346113110045005,222,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
24,0.056378756557498924,222,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
26,0.05938620706893736,221,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
28,0.056717797579252084,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
30,0.0537398386846429,224,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
32,0.05611822087601692,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
34,0.05355815867161641,224,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
36,0.05991779177579106,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
38,0.05787236333695224,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
40,0.059134203289121744,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
42,0.05437470964185321,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
44,0.06274996828791253,222,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
46,0.06497312191169,222,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
48,0.06352822749871305,223,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
50,0.07142804290301029,224,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
52,0.06939060437915603,227,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
54,0.07609063312085951,229,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
56,0.0697994040301903,239,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
58,0.05543584532302905,244,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
60,0.061699627229004815,242,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
62,0.06706347198042407,239,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
64,0.0762418315125008,240,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
66,0.07011354357625045,240,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
68,0.06475087683016463,236,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
70,0.06062560817906269,233,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
72,0.0541209487790434,232,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
74,0.06337557078745115,234,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
76,0.061409692795619385,233,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
78,0.06224319765225366,235,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
80,0.06094432642979167,233,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
82,0.06539527683362936,233,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
84,0.056524103636974826,230,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
86,0.051688948063598285,227,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
88,0.05720063600511773,231,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
90,0.057536160467623575,229,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
92,0.05976011847161636,236,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
94,0.05392409475876925,235,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
96,0.06022634736003991,238,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
98,0.05283311523777665,239,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
100,0.0551114438133219,236,SAT,0.35,1001,COR_SAT_Q035_M1001_S99
2,0.11102856169728667,119,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
4,0.11185782361169191,215,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
6,0.09110756994679912,215,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
8,0.08442305112388769,213,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
10,0.0863152335041037,214,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
12,0.07900787322459929,214,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
14,0.06913075613583752,213,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
16,0.06262382142955343,210,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
18,0.06259272960981103,212,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
20,0.06310208390156423,213,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
22,0.06316005866087614,210,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
24,0.06273182945431399,212,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
26,0.07513507590407412,210,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
28,0.07237988524138923,212,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
30,0.0790497222036685,212,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
32,0.07878261995259049,211,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
34,0.0694671372217791,210,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
36,0.07086523202075773,211,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
38,0.06473884729748704,209,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
40,0.06661505426801557,209,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
42,0.06937855653215248,209,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
44,0.06374703235924238,210,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
46,0.06510448329257619,209,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
48,0.0734094979782258,217,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
50,0.07074911641132714,212,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
52,0.06252633071068772,218,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
54,0.0632044688345642,218,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
56,0.06266306696290315,220,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
58,0.06993391007878055,215,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
60,0.07774945105924158,215,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
62,0.0765718103471127,220,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
64,0.07703783908100036,216,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
66,0.06791708858743786,217,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
68,0.07010957396456169,210,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
70,0.06960084663641046,207,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
72,0.061212294816392086,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
74,0.060995676541242,207,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
76,0.06601385696275716,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
78,0.06376940460459696,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
80,0.05660616604665524,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
82,0.06092584901715362,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
84,0.05274433113526601,207,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
86,0.07828839497577736,207,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
88,0.06202425183233427,207,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
90,0.07070011280260036,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
92,0.0687567735663973,208,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
94,0.06624280510515697,205,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
96,0.06412175572612908,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
98,0.05771991389903045,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
100,0.06270297018141999,206,SAT,0.35,1002,COR_SAT_Q035_M1002_S99
2,0.11263721289797723,117,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
4,0.08443749103356488,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
6,0.09164611487226047,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
8,0.11682393010620652,219,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
10,0.1275937900082018,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
12,0.0962008147824943,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
14,0.10802201641438239,222,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
16,0.08266654249904377,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
18,0.08280891760646757,222,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
20,0.07637894606670814,222,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
22,0.07266913576902842,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
24,0.07051805296056973,222,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
26,0.0735076796010608,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
28,0.07812229818241158,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
30,0.07571675147309961,223,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
32,0.08196654109792272,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
34,0.0780265423723242,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
36,0.07721695809612443,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
38,0.08499436138028443,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
40,0.07966398129409007,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
42,0.08597884006899402,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
44,0.07758020203221921,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
46,0.07147910459475079,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
48,0.06866049884536143,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
50,0.07072036571766992,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
52,0.06804172836277816,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
54,0.07452622066167262,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
56,0.06616871133446688,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
58,0.05962675113247645,223,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
60,0.06302338747138322,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
62,0.06645423576775175,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
64,0.06451565249061039,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
66,0.059256904198033734,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
68,0.057247330570085415,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
70,0.06115394500315995,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
72,0.04917925988994029,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
74,0.05002629767041396,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
76,0.0480888589070393,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
78,0.05206079339414695,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
80,0.049671771502063235,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
82,0.044755547256632236,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
84,0.047239158959949665,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
86,0.0513578963776429,222,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
88,0.05862542639511659,222,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
90,0.05855314335362473,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
92,0.05879270570243102,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
94,0.06742274720560416,220,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
96,0.05906700245125797,221,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
98,0.06216252771006004,214,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
100,0.06132328990742421,214,SAT,0.35,1003,COR_SAT_Q035_M1003_S99
2,0.14022329758923008,53,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
4,0.16598098864778874,128,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
6,0.1275360406063119,217,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
8,0.07426186069982858,218,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
10,0.08730792080130527,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
12,0.0714191465386163,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
14,0.0878452372173188,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
16,0.07917564949938945,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
18,0.10350472887403492,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
20,0.12706298552488493,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
22,0.1423853816133793,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
24,0.09500901446515962,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
26,0.1278853054706738,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
28,0.12426720265771299,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
30,0.1327324066397755,215,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
32,0.13243490617687453,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
34,0.12454868052067328,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
36,0.14063504763017187,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
38,0.1396017638600875,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
40,0.14708816809273656,213,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
42,0.13320127710978558,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
44,0.14781845750931263,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
46,0.14934851333638213,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
48,0.1516212570831316,218,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
50,0.12654561114227655,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
52,0.11443822872500083,215,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
54,0.09650324836026787,215,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
56,0.11629185735065241,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
58,0.12634451103649927,217,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
60,0.12617752095249207,214,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
62,0.12839925871338953,215,SAT,0.75,1001,COR_SAT_Q075_M1001_S99
