source,repeat,prefix_seed,command,target,initial_action_probabilities,commanded,deadline,hit,hit_time,first_distinct,censored,timeout,elapsed,path_length,start_position,endpoint,exact_start_verified
15,2,31002,3,0,"[0.023925164714455605, 0.14137551188468933, 0.025122497230768204, 0.059740155935287476, 0.12183355540037155, 0.06154709309339523, 0.44050073623657227, 0.12595528364181519]",False,64,False,,13,False,True,64,827.1143554410996,"[1717.913330078125, 501.8609313964844, 25.125]","[1458.892578125, 765.607666015625, 25.125]",True
15,2,31002,3,1,"[0.023925164714455605, 0.14137551188468933, 0.025122497230768204, 0.059740155935287476, 0.12183355540037155, 0.06154709309339523, 0.44050073623657227, 0.12595528364181519]",False,64,False,,13,False,True,64,827.1143554410996,"[1717.913330078125, 501.8609313964844, 25.125]","[1458.892578125, 765.607666015625, 25.125]",True
15,2,31002,3,2,"[0.023925164714455605, 0.14137551188468933, 0.025122497230768204, 0.059740155935287476, 0.12183355540037155, 0.06154709309339523, 0.44050073623657227, 0.12595528364181519]",False,64,False,,13,False,True,64,827.1143554410996,"[1717.913330078125, 501.8609313964844, 25.125]","[1458.892578125, 765.607666015625, 25.125]",True
15,2,31002,3,3,"[0.023925164714455605, 0.14137551188468933, 0.025122497230768204, 0.059740155935287476, 0.12183355540037155, 0.06154709309339523, 0.44050073623657227, 0.12595528364181519]",True,64,True,46.0,13,False,False,64,827.1143554410996,"[1717.913330078125, 501.8609313964844, 25.125]","[1458.892578125, 765.607666015625, 25.125]",True
15,3,31004,0,0,"[0.0403873510658741, 0.17611320316791534, 0.08137009292840958, 0.061781201511621475, 0.19806328415870667, 0.026300577446818352, 0.21553534269332886, 0.2004488855600357]",True,64,False,,13,False,True,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,0,1,"[0.0403873510658741, 0.17611320316791534, 0.08137009292840958, 0.061781201511621475, 0.19806328415870667, 0.026300577446818352, 0.21553534269332886, 0.2004488855600357]",False,64,True,18.0,13,False,False,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,0,2,"[0.0403873510658741, 0.17611320316791534, 0.08137009292840958, 0.061781201511621475, 0.19806328415870667, 0.026300577446818352, 0.21553534269332886, 0.2004488855600357]",False,64,False,,13,False,True,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,0,3,"[0.0403873510658741, 0.17611320316791534, 0.08137009292840958, 0.061781201511621475, 0.19806328415870667, 0.026300577446818352, 0.21553534269332886, 0.2004488855600357]",False,64,True,9.0,13,False,False,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,1,0,"[0.040188103914260864, 0.1779574304819107, 0.08056994527578354, 0.06257398426532745, 0.19830630719661713, 0.02654951997101307, 0.21432305872440338, 0.19953159987926483]",False,64,False,,13,False,True,64,608.1460726066032,"[170.19351196289062, 1495.9482421875, 25.125]","[187.6685333251953, 1543.6800537109375, 25.125]",True
15,3,31004,1,1,"[0.040188103914260864, 0.1779574304819107, 0.08056994527578354, 0.06257398426532745, 0.19830630719661713, 0.02654951997101307, 0.21432305872440338, 0.19953159987926483]",True,64,True,18.0,13,False,False,64,608.1460726066032,"[170.19351196289062, 1495.9482421875, 25.125]","[187.6685333251953, 1543.6800537109375, 25.125]",True
