id,low_m,n,lift_mean,lift_median,lift_max,fraction_gt2,fraction_gt100,success,target_rate,density,silence,entropy,edges,sensitivity,coverage,recruitment,target_activation_rate,shuffled_activation_rate,pooled_lift
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,25.0,153,1.2679062589150327,0.9860641,10.926828,0.16993464052287582,0.0,0.07231318359084968,0.011083665235947712,0.06658676248366015,0.0,0.9813672209150327,0.03804466288235294,0.040073476705882356,38.45800817647059,0.0,0.045843899127448434,0.05482531814997229,0.8361811782294528
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,30.0,153,1.0467950464052287,0.92030954,3.19,0.06535947712418301,0.0,0.07074840468627451,0.010997497947712417,0.06971830467973855,0.0,0.9824184119607842,0.037935730862745105,0.04160422552287582,41.55665160784314,0.0,0.050917108314011264,0.05953156911310998,0.8552959223579133
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,35.0,152,1.1501133603289473,0.94431778,5.478545,0.1118421052631579,0.0,0.07812971850526315,0.01124653062236842,0.07125693905263157,0.0,0.9815791834210524,0.04317434264473684,0.04689587192763158,36.22307042105263,0.0,0.052557014880857275,0.06213550936342165,0.8458450798795075
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,40.0,153,1.2166082232679738,0.97686476,3.8316772,0.1568627450980392,0.0,0.07304847361830065,0.011348549819607843,0.0697859221111111,0.0,0.9810990512418301,0.04283769138562091,0.04749653289542483,33.48837719607843,0.0,0.051688674318721956,0.0647746505710795,0.7979768916237093
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,45.0,152,1.1661861507236841,0.95372105,5.0336657,0.1118421052631579,0.0,0.07205388286513158,0.011121247926973686,0.06974411029605265,0.0,0.9800057041447366,0.04725877250657895,0.04884181301315789,34.02885247368421,0.0,0.05143798165927584,0.05993590832399135,0.8582164364844718
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,50.0,153,1.5045086550915032,0.9926004,8.407867,0.2222222222222222,0.0,0.08093446624640524,0.011118770426797386,0.06916460048366012,0.0,0.970999726993464,0.04697712473202614,0.05318189909803921,31.61919039869281,0.0,0.04825940454121816,0.06533813181500779,0.7386101071554245
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,55.0,153,1.571221240980392,0.9512605,14.941406,0.2679738562091503,0.0,0.07663606667450981,0.010952818632026145,0.06878821692810458,0.0,0.9626936863398692,0.049945534176470595,0.06007679564705881,30.080743039215687,0.0,0.04654071556098004,0.06406540869859537,0.7264562344390452
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,60.0,152,1.673123086644737,1.0293157499999999,27.562132,0.21052631578947367,0.0,0.07901102758157894,0.010889956825,0.06849489716447368,0.0,0.9600898944736841,0.04841008830263158,0.06209175182236841,29.502275947368425,0.0,0.04688108648734011,0.0638149598460211,0.7346410089493015
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,65.0,153,1.5721822281830067,1.0269151,6.942148,0.23529411764705882,0.0,0.07744433837058823,0.010566661573202614,0.06787568144444445,0.0,0.9513299440522874,0.04817538177124183,0.06467047009803922,25.189300745098038,0.0,0.04083632799738648,0.06087340983540666,0.6708401600600706
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,70.0,152,4741.2022483282235,1.0188229500000001,372093.03,0.27631578947368424,0.013157894736842105,0.08633581007171054,0.01130435341513158,0.06829231660526316,0.0,0.9528554046710523,0.05183662320394737,0.07004979657236843,23.221028421052633,0.0,0.047002427939986303,0.06406794425087108,0.7336340893963872
00_CPD_C15_ADD_CA3_DIR_PASS_S99_20260907_035139_785467,75.0,1,1.3995157,1.3995157,1.3995157,0.0,0.0,0.1657754,0.015136719,0.069122314,0.0,0.9607476,0.054166667,0.08515232,,0.0,0.1440677966101695,0.10294117647058823,1.3995157384987895
