frame,agent,x,y,z,rot_x,rot_y,rot_z,num_traj
66,0,1938.9339599609375,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
67,0,1939.1734619140625,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
68,0,1916.1934814453125,1983.875,25.125,0.0,87.8851318359375,0.0,0
69,0,1875.607421875,1983.875,25.125,0.0,87.8851318359375,0.0,0
70,0,1849.627685546875,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
71,0,1816.158447265625,1983.875,25.125,0.0,87.8851318359375,0.0,0
72,0,1774.535400390625,1983.875,25.125,0.0,87.8851318359375,0.0,0
73,0,1748.833740234375,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
74,0,1714.11376953125,1983.875,25.125,0.0,87.8851318359375,0.0,0
75,0,1685.3253173828125,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
76,0,1663.80517578125,1983.8743896484375,25.125,0.0,104.7821044921875,0.0,0
77,0,1647.5809326171875,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
78,0,1642.348876953125,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
79,0,1644.0294189453125,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
80,0,1648.3612060546875,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
81,0,1650.34326171875,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
82,0,1631.01806640625,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
83,0,1588.925537109375,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
84,0,1546.42822265625,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
85,0,1526.3536376953125,1983.8743896484375,25.125,0.0,70.9881591796875,0.0,0
86,0,1532.1224365234375,1983.874267578125,25.125,0.0,54.0911865234375,0.0,0
87,0,1522.5972900390625,1983.8746337890625,25.125,0.0,54.0911865234375,0.0,0
88,0,1523.7213134765625,1983.8743896484375,25.125,0.0,37.1942138671875,0.0,0
89,0,1553.1181640625,1983.8743896484375,25.125,0.0,37.1942138671875,0.0,0
90,0,1562.53173828125,1983.874267578125,25.125,0.0,37.1942138671875,0.0,0
91,0,1544.212646484375,1983.874267578125,25.125,0.0,37.1942138671875,0.0,0
92,0,1543.955322265625,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
93,0,1563.66650390625,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
94,0,1585.1871337890625,1983.8743896484375,25.125,0.0,70.9881591796875,0.0,0
95,0,1607.21728515625,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
96,0,1600.1490478515625,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
97,0,1589.517578125,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
98,0,1589.3812255859375,1983.8740234375,25.125,0.0,87.8851318359375,0.0,0
99,0,1565.396728515625,1983.875,25.125,0.0,87.8851318359375,0.0,0
100,0,1524.7940673828125,1983.875,25.125,0.0,87.8851318359375,0.0,0
101,0,1502.11328125,1983.8743896484375,25.125,0.0,70.9881591796875,0.0,0
102,0,1472.4771728515625,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
103,0,1430.0120849609375,1983.8748779296875,25.125,0.0,70.9881591796875,0.0,0
104,0,1409.806640625,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
105,0,1427.0335693359375,1977.3453369140625,25.125,0.0,70.9881591796875,0.0,0
106,0,1455.8995361328125,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
107,0,1450.7340087890625,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
108,0,1412.849365234375,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
109,0,1370.35205078125,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
110,0,1353.21533203125,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
111,0,1366.5126953125,1983.874267578125,25.125,0.0,54.0911865234375,0.0,0
112,0,1361.1112060546875,1983.8746337890625,25.125,0.0,54.0911865234375,0.0,0
113,0,1327.54296875,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
114,0,1282.675537109375,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
115,0,1234.9100341796875,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
116,0,1187.1427001953125,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
117,0,1167.1917724609375,1983.8743896484375,25.125,0.0,70.9881591796875,0.0,0
118,0,1171.3638916015625,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
119,0,1179.780029296875,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
120,0,1208.191162109375,1983.0242919921875,25.125,0.0,87.8851318359375,0.0,0
121,0,1238.595703125,1983.8743896484375,25.125,0.0,70.9881591796875,0.0,0
122,0,1264.1307373046875,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
123,0,1287.542236328125,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
124,0,1280.5101318359375,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
125,0,1272.6595458984375,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
126,0,1282.1082763671875,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
127,0,1273.5323486328125,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
128,0,1274.3206787109375,1983.8746337890625,25.125,0.0,37.1942138671875,0.0,0
129,0,1301.9781494140625,1983.874267578125,25.125,0.0,54.0911865234375,0.0,0
130,0,1336.8126220703125,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
131,0,1341.3267822265625,1983.87451171875,25.125,0.0,54.0911865234375,0.0,0
132,0,1343.225830078125,1983.8741455078125,25.125,0.0,70.9881591796875,0.0,0
133,0,1355.067138671875,1983.8743896484375,25.125,0.0,70.9881591796875,0.0,0
134,0,1342.494384765625,1983.874755859375,25.125,0.0,70.9881591796875,0.0,0
135,0,1328.6895751953125,1983.8743896484375,25.125,0.0,87.8851318359375,0.0,0
136,0,1324.963623046875,1983.8741455078125,25.125,0.0,104.7821044921875,0.0,0
137,0,1315.9937744140625,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
138,0,1326.8033447265625,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
139,0,1328.5498046875,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
140,0,1303.92236328125,1983.874267578125,25.125,0.0,121.6790771484375,0.0,0
141,0,1266.9486083984375,1972.7633056640625,25.125,0.0,121.6790771484375,0.0,0
142,0,1229.6888427734375,1982.549072265625,25.125,0.0,121.6790771484375,0.0,0
143,0,1188.761474609375,1976.0650634765625,25.125,0.0,121.6790771484375,0.0,0
144,0,1148.81591796875,1983.873779296875,25.125,0.0,138.570556640625,0.0,0
145,0,1104.929931640625,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
146,0,1057.618896484375,1983.8746337890625,25.125,0.0,138.570556640625,0.0,0
147,0,1007.2490844726562,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
148,0,957.1893920898438,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
149,0,905.8041381835938,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
150,0,855.6022338867188,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
151,0,810.7062377929688,1970.181396484375,25.125,0.0,138.570556640625,0.0,0
152,0,775.5494995117188,1947.0052490234375,25.125,0.0,138.570556640625,0.0,0
153,0,744.9769287109375,1919.7833251953125,25.125,0.0,138.570556640625,0.0,0
154,0,715.43505859375,1917.287841796875,25.125,0.0,138.570556640625,0.0,0
155,0,696.842041015625,1942.8668212890625,25.125,0.0,121.6790771484375,0.0,0
156,0,660.267333984375,1951.8958740234375,25.125,0.0,121.6790771484375,0.0,0
157,0,619.4048461914062,1964.587646484375,25.125,0.0,138.570556640625,0.0,0
158,0,578.4113159179688,1958.9552001953125,25.125,0.0,138.570556640625,0.0,0
159,0,536.7293701171875,1964.383056640625,25.125,0.0,121.6790771484375,0.0,0
160,0,501.5865783691406,1983.8746337890625,25.125,0.0,138.570556640625,0.0,0
161,0,463.9990539550781,1966.9986572265625,25.125,0.0,138.570556640625,0.0,0
162,0,432.2526550292969,1942.093017578125,25.125,0.0,138.570556640625,0.0,0
163,0,402.16705322265625,1913.160888671875,25.125,0.0,138.570556640625,0.0,0
164,0,368.0376892089844,1911.8653564453125,25.125,0.0,121.6790771484375,0.0,0
165,0,333.4057922363281,1936.6337890625,25.125,0.0,138.570556640625,0.0,0
166,0,302.09869384765625,1962.577392578125,25.125,0.0,138.570556640625,0.0,0
167,0,272.09893798828125,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
168,0,273.2284240722656,1983.87451171875,25.125,0.0,121.6790771484375,0.0,0
169,0,270.5966796875,1983.8746337890625,25.125,0.0,138.570556640625,0.0,0
170,0,241.62815856933594,1983.8743896484375,25.125,0.0,138.570556640625,0.0,0
171,0,201.88912963867188,1983.8746337890625,25.125,0.0,138.570556640625,0.0,0
172,0,155.49314880371094,1983.874755859375,25.125,0.0,155.467529296875,0.0,0
173,0,116.12757110595703,1983.8748779296875,25.125,0.0,172.364501953125,0.0,0
174,0,117.0315170288086,1983.8740234375,25.125,0.0,172.364501953125,0.0,0
175,0,116.1251220703125,1961.2474365234375,25.125,0.0,172.364501953125,0.0,0
176,0,116.12561798095703,1940.5894775390625,25.125,0.0,172.364501953125,0.0,0
177,0,116.12509155273438,1909.178466796875,25.125,0.0,172.364501953125,0.0,0
178,0,116.12505340576172,1868.24609375,25.125,0.0,172.364501953125,0.0,0
179,0,116.12591552734375,1844.468994140625,25.125,0.0,172.364501953125,0.0,0
180,0,116.12561798095703,1840.36181640625,25.125,0.0,172.364501953125,0.0,0
181,0,116.1251220703125,1816.53076171875,25.125,0.0,172.364501953125,0.0,0
182,0,116.12507629394531,1775.7218017578125,25.125,0.0,172.364501953125,0.0,0
183,0,116.12507629394531,1733.8240966796875,25.125,0.0,172.364501953125,0.0,0
184,0,116.12591552734375,1710.1800537109375,25.125,0.0,172.364501953125,0.0,0
185,0,116.12505340576172,1678.369140625,25.125,0.0,172.364501953125,0.0,0
186,0,116.12591552734375,1651.3341064453125,25.125,0.0,-170.738525390625,0.0,0
187,0,116.12561798095703,1634.4095458984375,25.125,0.0,-170.738525390625,0.0,0
188,0,116.12591552734375,1620.4891357421875,25.125,0.0,-170.738525390625,0.0,0
189,0,119.78644561767578,1589.3592529296875,25.125,0.0,-170.738525390625,0.0,0
190,0,125.72715759277344,1549.151123046875,25.125,0.0,-170.738525390625,0.0,0
191,0,131.87315368652344,1508.9761962890625,25.125,0.0,-170.738525390625,0.0,0
192,0,116.12841796875,1478.8511962890625,25.125,0.0,-170.738525390625,0.0,0
193,0,119.73772430419922,1440.961669921875,25.125,0.0,-170.738525390625,0.0,0
194,0,116.12556457519531,1407.845947265625,25.125,0.0,-153.841552734375,0.0,0
195,0,116.12591552734375,1379.7071533203125,25.125,0.0,-170.738525390625,0.0,0
196,0,116.1250991821289,1387.2332763671875,25.125,0.0,-170.738525390625,0.0,0
197,0,116.12591552734375,1400.1170654296875,25.125,0.0,-170.738525390625,0.0,0
198,0,116.12591552734375,1399.482666015625,25.125,0.0,-170.738525390625,0.0,0
199,0,116.1258316040039,1395.5372314453125,25.125,0.0,-153.841552734375,0.0,0
200,0,116.12567901611328,1377.8079833984375,25.125,0.0,-136.944580078125,0.0,0
201,0,116.12531280517578,1343.0718994140625,25.125,0.0,-120.0531005859375,0.0,0
202,0,135.885498046875,1304.1103515625,25.125,0.0,-120.0531005859375,0.0,0
203,0,165.8095245361328,1274.6796875,25.125,0.0,-120.0531005859375,0.0,0
204,0,199.4539031982422,1249.76220703125,25.125,0.0,-120.0531005859375,0.0,0
205,0,209.6411895751953,1214.4193115234375,25.125,0.0,-120.0531005859375,0.0,0
206,0,199.26988220214844,1172.3587646484375,25.125,0.0,-120.0531005859375,0.0,0
207,0,210.79119873046875,1135.0323486328125,25.125,0.0,-120.0531005859375,0.0,0
208,0,219.58030700683594,1092.5255126953125,25.125,0.0,-103.1561279296875,0.0,0
209,0,219.4925537109375,1051.6395263671875,25.125,0.0,-86.2591552734375,0.0,0
210,0,195.98077392578125,1023.5130004882812,25.125,0.0,-86.2591552734375,0.0,0
211,0,195.60653686523438,1011.49755859375,25.125,0.0,-86.2591552734375,0.0,0
212,0,186.18991088867188,1006.3128662109375,25.125,0.0,-86.2591552734375,0.0,0
213,0,169.5552520751953,978.7804565429688,25.125,0.0,-86.2591552734375,0.0,0
214,0,166.4789276123047,936.4132690429688,25.125,0.0,-69.3621826171875,0.0,0
215,0,172.98611450195312,894.411376953125,25.125,0.0,-69.3621826171875,0.0,0
216,0,183.702880859375,855.0208129882812,25.125,0.0,-69.3621826171875,0.0,0
217,0,196.3972930908203,816.375,25.125,0.0,-69.3621826171875,0.0,0
218,0,183.3145751953125,816.1253051757812,25.125,0.0,-69.3621826171875,0.0,0
219,0,186.72280883789062,824.0023803710938,25.125,0.0,-69.3621826171875,0.0,0
220,0,221.87149047851562,840.0196533203125,25.125,0.0,-69.3621826171875,0.0,0
221,0,259.4839782714844,855.4574584960938,25.125,0.0,-69.3621826171875,0.0,0
222,0,298.2069396972656,870.67041015625,25.125,0.0,-69.3621826171875,0.0,0
223,0,333.840576171875,859.912353515625,25.125,0.0,-52.4652099609375,0.0,0
224,0,366.2783203125,832.3739624023438,25.125,0.0,-52.4652099609375,0.0,0
225,0,383.8746643066406,799.9402465820312,25.125,0.0,-69.3621826171875,0.0,0
226,0,385.9565734863281,783.3159790039062,25.125,0.0,-69.3621826171875,0.0,0
227,0,415.0690612792969,783.8746948242188,25.125,0.0,-69.3621826171875,0.0,0
228,0,457.83172607421875,783.8748168945312,25.125,0.0,-69.3621826171875,0.0,0
229,0,491.9429626464844,760.0721435546875,25.125,0.0,-86.2591552734375,0.0,0
230,0,509.66522216796875,720.504150390625,25.125,0.0,-86.2591552734375,0.0,0
231,0,519.3816528320312,708.4910278320312,25.125,0.0,-86.2591552734375,0.0,0
232,0,547.6803588867188,695.152099609375,25.125,0.0,-86.2591552734375,0.0,0
233,0,589.6383056640625,691.0350952148438,25.125,0.0,-86.2591552734375,0.0,0
234,0,620.8041381835938,667.392333984375,25.125,0.0,-69.3621826171875,0.0,0
235,0,643.0357055664062,632.338623046875,25.125,0.0,-69.3621826171875,0.0,0
236,0,661.3902587890625,594.798828125,25.125,0.0,-69.3621826171875,0.0,0
237,0,675.4718017578125,557.12060546875,25.125,0.0,-86.2591552734375,0.0,0
238,0,682.278076171875,514.7125244140625,25.125,0.0,-103.1561279296875,0.0,0
239,0,680.5198974609375,473.3880615234375,25.125,0.0,-103.1561279296875,0.0,0
240,0,701.5368041992188,440.7986755371094,25.125,0.0,-103.1561279296875,0.0,0
241,0,738.4519653320312,420.1765441894531,25.125,0.0,-103.1561279296875,0.0,0
242,0,776.8167114257812,405.7565002441406,25.125,0.0,-103.1561279296875,0.0,0
243,0,796.9583740234375,373.48101806640625,25.125,0.0,-103.1561279296875,0.0,0
244,0,824.4810180664062,340.545166015625,25.125,0.0,-103.1561279296875,0.0,0
245,0,845.6168212890625,301.6226501464844,25.125,0.0,-86.2591552734375,0.0,0
246,0,876.8419189453125,277.38372802734375,25.125,0.0,-86.2591552734375,0.0,0
247,0,906.0407104492188,243.5979461669922,25.125,0.0,-86.2591552734375,0.0,0
248,0,920.2642211914062,203.80113220214844,25.125,0.0,-86.2591552734375,0.0,0
249,0,928.2308959960938,162.63320922851562,25.125,0.0,-86.2591552734375,0.0,0
250,0,933.2291870117188,122.23323822021484,25.125,0.0,-86.2591552734375,0.0,0
251,0,959.518798828125,117.10140991210938,25.125,0.0,-86.2591552734375,0.0,0
252,0,987.0918579101562,116.12592315673828,25.125,0.0,-86.2591552734375,0.0,0
253,0,998.2029418945312,116.1256103515625,25.125,0.0,-103.1561279296875,0.0,0
254,0,996.1738891601562,116.12590026855469,25.125,0.0,-103.1561279296875,0.0,0
255,0,1015.8607177734375,116.1251449584961,25.125,0.0,-103.1561279296875,0.0,0
256,0,1057.6175537109375,116.12512969970703,25.125,0.0,-103.1561279296875,0.0,0
257,0,1076.420166015625,116.12580108642578,25.125,0.0,-120.0531005859375,0.0,0
258,0,1067.4302978515625,116.12580108642578,25.125,0.0,-120.0531005859375,0.0,0
259,0,1045.308349609375,116.12580108642578,25.125,0.0,-120.0531005859375,0.0,0
260,0,1019.4451293945312,116.1256103515625,25.125,0.0,-103.1561279296875,0.0,0
261,0,1001.12109375,116.12592315673828,25.125,0.0,-86.2591552734375,0.0,0
262,0,1016.1873779296875,117.4207534790039,25.125,0.0,-86.2591552734375,0.0,0
263,0,1041.5216064453125,116.12586212158203,25.125,0.0,-69.3621826171875,0.0,0
264,0,1077.1474609375,123.9011459350586,25.125,0.0,-69.3621826171875,0.0,0
265,0,1111.1837158203125,116.12586212158203,25.125,0.0,-69.3621826171875,0.0,0
266,0,1150.0599365234375,123.18263244628906,25.125,0.0,-69.3621826171875,0.0,0
267,0,1184.3021240234375,116.1255874633789,25.125,0.0,-69.3621826171875,0.0,0
268,0,1213.4254150390625,116.12586212158203,25.125,0.0,-69.3621826171875,0.0,0
269,0,1239.316162109375,116.1255874633789,25.125,0.0,-69.3621826171875,0.0,0
270,0,1264.63525390625,116.12586212158203,25.125,0.0,-69.3621826171875,0.0,0
271,0,1288.9700927734375,116.1255874633789,25.125,0.0,-69.3621826171875,0.0,0
272,0,1326.1331787109375,124.0101089477539,25.125,0.0,-69.3621826171875,0.0,0
273,0,1365.0396728515625,136.01231384277344,25.125,0.0,-69.3621826171875,0.0,0
274,0,1403.485107421875,149.23876953125,25.125,0.0,-69.3621826171875,0.0,0
275,0,1439.4281005859375,137.7686309814453,25.125,0.0,-52.4652099609375,0.0,0
276,0,1472.081298828125,116.1253662109375,25.125,0.0,-35.57373046875,0.0,0
277,0,1512.358642578125,116.125732421875,25.125,0.0,-52.4652099609375,0.0,0
278,0,1553.8857421875,127.48126983642578,25.125,0.0,-52.4652099609375,0.0,0
279,0,1594.4478759765625,118.88489532470703,25.125,0.0,-52.4652099609375,0.0,0
280,0,1636.589111328125,123.57023620605469,25.125,0.0,-52.4652099609375,0.0,0
281,0,1678.0284423828125,116.12744903564453,25.125,0.0,-52.4652099609375,0.0,0
282,0,1720.009521484375,116.12553405761719,25.125,0.0,-35.57373046875,0.0,0
283,0,1764.446533203125,116.1251220703125,25.125,0.0,-18.6767578125,0.0,0
284,0,1799.68115234375,137.8709716796875,25.125,0.0,-18.6767578125,0.0,0
285,0,1840.430908203125,148.8870849609375,25.125,0.0,-35.57373046875,0.0,0
286,0,1883.7908935546875,164.5574951171875,25.125,0.0,-35.57373046875,0.0,0
287,0,1926.6978759765625,169.53182983398438,25.125,0.0,-18.6767578125,0.0,0
288,0,1968.3570556640625,165.40892028808594,25.125,0.0,-1.77978515625,0.0,0
289,0,1983.8741455078125,164.7067413330078,25.125,0.0,15.1171875,0.0,0
290,0,1983.8741455078125,168.9893798828125,25.125,0.0,15.1171875,0.0,0
291,0,1977.711669921875,194.864990234375,25.125,0.0,15.1171875,0.0,0
292,0,1967.521484375,234.20904541015625,25.125,0.0,15.1171875,0.0,0
293,0,1983.49609375,266.02838134765625,25.125,0.0,15.1171875,0.0,0
294,0,1983.87451171875,292.6833801269531,25.125,0.0,32.01416015625,0.0,0
295,0,1983.874267578125,324.3802795410156,25.125,0.0,32.01416015625,0.0,0
296,0,1983.8746337890625,360.5568542480469,25.125,0.0,48.9111328125,0.0,0
297,0,1983.8743896484375,405.3055419921875,25.125,0.0,48.9111328125,0.0,0
298,0,1969.158203125,448.1671142578125,25.125,0.0,48.9111328125,0.0,0
299,0,1944.5377197265625,483.2291259765625,25.125,0.0,48.9111328125,0.0,0
300,0,1916.852294921875,513.3157348632812,25.125,0.0,48.9111328125,0.0,0
301,0,1913.552978515625,550.0288696289062,25.125,0.0,48.9111328125,0.0,0
302,0,1934.1158447265625,588.656005859375,25.125,0.0,32.01416015625,0.0,0
303,0,1961.09228515625,619.8524169921875,25.125,0.0,48.9111328125,0.0,0
304,0,1960.7186279296875,655.9417724609375,25.125,0.0,48.9111328125,0.0,0
305,0,1967.4134521484375,696.5087890625,25.125,0.0,32.01416015625,0.0,0
306,0,1969.970703125,742.3496704101562,25.125,0.0,32.01416015625,0.0,0
307,0,1981.7926025390625,783.9596557617188,25.125,0.0,48.9111328125,0.0,0
308,0,1972.8272705078125,824.6803588867188,25.125,0.0,48.9111328125,0.0,0
309,0,1948.95947265625,859.1448974609375,25.125,0.0,48.9111328125,0.0,0
310,0,1947.430419921875,897.6741943359375,25.125,0.0,48.9111328125,0.0,0
311,0,1965.750732421875,936.8935546875,25.125,0.0,48.9111328125,0.0,0
312,0,1983.8746337890625,970.3522338867188,25.125,0.0,48.9111328125,0.0,0
313,0,1983.8743896484375,1011.9022216796875,25.125,0.0,48.9111328125,0.0,0
314,0,1983.874267578125,1056.14697265625,25.125,0.0,32.01416015625,0.0,0
315,0,1983.874267578125,1097.378662109375,25.125,0.0,32.01416015625,0.0,0
316,0,1983.8743896484375,1137.65673828125,25.125,0.0,48.9111328125,0.0,0
317,0,1968.60302734375,1178.8338623046875,25.125,0.0,48.9111328125,0.0,0
318,0,1970.23095703125,1221.763671875,25.125,0.0,48.9111328125,0.0,0
319,0,1983.874755859375,1260.3900146484375,25.125,0.0,65.8026123046875,0.0,0
320,0,1983.874755859375,1304.7799072265625,25.125,0.0,65.8026123046875,0.0,0
321,0,1983.8746337890625,1350.22216796875,25.125,0.0,48.9111328125,0.0,0
322,0,1968.354736328125,1383.8743896484375,25.125,0.0,48.9111328125,0.0,0
323,0,1970.151123046875,1383.87451171875,25.125,0.0,32.01416015625,0.0,0
324,0,1983.8743896484375,1383.875,25.125,0.0,48.9111328125,0.0,0
325,0,1983.8746337890625,1383.875,25.125,0.0,65.8026123046875,0.0,0
326,0,1962.983154296875,1383.874755859375,25.125,0.0,65.8026123046875,0.0,0
327,0,1951.202392578125,1383.8741455078125,25.125,0.0,65.8026123046875,0.0,0
328,0,1960.4327392578125,1383.8743896484375,25.125,0.0,65.8026123046875,0.0,0
329,0,1982.61328125,1383.874267578125,25.125,0.0,48.9111328125,0.0,0
