family,factor1,factor2,goal_conditioning,window_low_m,coverage_auc_mean,coverage_auc_std,option_success_mean,option_success_std,action_sensitivity_mean,action_sensitivity_std,target_rate_mean,target_rate_std,shuffle_rate_mean,shuffle_rate_std,target_advantage_mean,target_advantage_std,reachable_pairs_mean,reachable_pairs_std
SAT,ARR,DIRO,FILM,45,47.62582261311476,10.56401437846076,0.3715606211748634,0.044052225544106746,0.006548041298797814,0.0021086350288104924,0.012832371687744279,0.003138323105838654,0.012726236759601306,0.0031665214077883567,0.009104653528803222,0.004707256059815508,0.8946630169071038,0.020929662783260746
SAT,ARR,DIRO,FILM,55,49.11559850491803,14.381755995500782,0.34965150509398907,0.0291188774578847,0.006359949527355191,0.002628891171946429,0.010933995059018249,0.0015653905500817719,0.010837247003033063,0.001621513473301364,0.0095402389040072,0.0072119109844607735,0.8852504522513661,0.07128539460615858
SAT,ARR,DIRO,FILM,65,50.5431387136612,11.264731564987429,0.3762474372775957,0.02876318546985827,0.007170028109016394,0.0038577431478338344,0.01182559349157577,9.17163653430183e-05,0.011713058797381446,0.00015268040474488508,0.009666799805422954,0.008257012537603107,0.8849043693005464,0.06854381005138137
SAT,ARR,DIRO,LEG,5,64.88211060765026,15.338994410824604,0.444642185147541,0.04891468213036048,0.00046150321905027324,0.00011452032721192237,0.01593510029717576,0.0045015417670624105,0.015847405983517887,0.004477252591423754,0.00562988071668961,0.003539974794997463,0.956612021704918,0.04619354904274971
SAT,ARR,DIRO,LEG,15,43.61512503387977,12.038493069658761,0.38131783479344267,0.05559094123916121,0.0006126612912502732,0.0002563252850610545,0.012734289666828331,0.0018632719661523587,0.012581373736253195,0.0020336227501089148,0.014066577163999838,0.019018971578307963,0.8895218531912569,0.047303327781109426
SAT,ARR,DIRO,LEG,25,40.7490677037037,6.755401320988051,0.3774476543551198,0.03906558929491583,0.0008244715099564271,0.00044629634208175306,0.012276548165140894,0.002857171488078412,0.01221265864021207,0.0029670312300383167,0.006825264864647666,0.00986919831473293,0.8604121246840958,0.07628271240769478
SAT,ARR,DIRO,LEG,35,39.942144277595624,8.259188357815086,0.37743716866557375,0.04556874925441143,0.0013525918838469943,0.0007325626399108045,0.012500295851435576,0.003034744109498349,0.012407868792433463,0.0031554259186746046,0.009317253750592966,0.013861082867107705,0.807745896546448,0.04230645107278651
SAT,ARR,DIRO,LEG,45,38.728094844808744,4.435829047513671,0.3900280756710382,0.010125157072185859,0.0017393405886885246,0.0006649221942632773,0.012335023235641876,0.0013186800209580905,0.012216617211599376,0.0013227770514720207,0.009803132547980672,0.005287032729952944,0.8592896090819672,0.0466363616638836
SAT,ARR,DIRO,LEG,55,37.16868753661202,6.4931959895590445,0.3846829941464481,0.030412334883799,0.001975346579327869,0.0009123593099963783,0.011969430949459481,0.002276732000292262,0.011880658959432069,0.0022978612198027745,0.007858318803349418,0.003530815878219651,0.8875910718142076,0.04210318091024479
SAT,ARR,DIRO,LEG,65,37.316609498360656,7.179020482689118,0.4160348371879781,0.025430281097389366,0.0024734483029398907,0.0014545560004788904,0.013934425990306152,0.003016923519722907,0.013871897748412902,0.003069892754537913,0.005163748614834744,0.0058232392550165045,0.8836429821420766,0.060029462191442735
SAT,ARR,MON,FILM,5,64.33777732786886,6.096460006644116,0.46381719266120225,0.02434401542755988,0.0018752365778913658,0.0005382298206761411,0.017642560431464668,0.001257427845722204,0.01752167023304939,0.0011977992796448856,0.0067777947611135465,0.0046586087716930565,0.9671357005464482,0.005819964984490649
SAT,ARR,MON,FILM,15,43.973461327868854,5.650240819357327,0.37486472278360655,0.07002878061682136,0.0036227733412131148,0.001939815387047662,0.012460779760138083,0.0035836316210491343,0.01237710039105582,0.0036425855771989707,0.008066198011180544,0.007516800560111309,0.9038706725355191,0.09333804755967733
SAT,ARR,MON,FILM,25,45.215733295206974,5.289869073185803,0.40614501977668843,0.05046265097531626,0.004985682630936819,0.002550376260233874,0.013827617978455853,0.00407813842156805,0.013662896016503926,0.004076106818728493,0.012733438719920054,0.003410718587194835,0.8406136492265794,0.16220672631391092
