family,run_name,factor1,factor2,goal_conditioning,seed,window_low_m,window_high_m,samples,coverage_auc,option_success,action_sensitivity,target_rate,shuffle_rate,target_advantage,reachable_pairs
DPR,DPR_C05_DIR_FILM_S99,C05,DIR,FILM,99,15,25,305,61.92107148852459,0.26740049052459014,0.012118028818032787,,,,0.0076639348655737705
DPR,DPR_C05_DIR_FILM_S99,C05,DIR,FILM,99,25,35,306,42.91481118627451,0.349345300620915,0.021856520150326797,,,,0.022086057480392156
DPR,DPR_C05_DIR_FILM_S99,C05,DIR,FILM,99,35,45,305,41.00624287540983,0.4263702291147541,0.03263722484590164,,,,0.06822404435737704
DPR,DPR_C05_DIR_FILM_S99,C05,DIR,FILM,99,45,55,305,37.28328216065574,0.2508696355737705,0.039219896019672136,,,,0.04400273307868852
DPR,DPR_C05_DIR_FILM_S99,C05,DIR,FILM,99,55,65,305,35.90676393114754,0.2827284175081967,0.04735984510163934,,,,0.013715847750819672
DPR,DPR_C05_DIR_FILM_S99,C05,DIR,FILM,99,65,75,305,32.34303143606557,0.2418819294426229,0.04207311087049181,,,,0.024426229947540984
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,5,15,305,69.83134565245902,0.1859259091967213,0.0025568603259016397,,,,0.0006967213672131147
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,15,25,305,58.64131725901639,0.20144467784262296,0.00989583650885246,,,,0.00449453577704918
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,25,35,306,49.37334771568627,0.22380108456209147,0.018611096305555557,,,,0.011151961362745096
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,35,45,305,45.96661968196721,0.27335528322295083,0.020538187850819675,,,,0.013169399573770491
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,45,55,305,40.7563677442623,0.2875159786229508,0.02167872805409836,,,,0.011311475747540984
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,55,65,305,39.99563013770492,0.33231149124590165,0.03255572489508197,,,,0.027185792898360657
DPR,DPR_C05_DIR_LEG_S123,C05,DIR,LEG,123,65,75,305,48.48712292786885,0.37500058757377047,0.020736776563934425,,,,0.04785519183278688
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,5,15,304,42.69427412171052,0.09490110396381579,0.0013509147599671052,,,,0.00015076755592105263
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,15,25,297,42.66428496632997,0.11213502216835017,0.0032605304154882156,,,,0.0006172840000000001
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,25,35,304,47.92440522368421,0.1346051829243421,0.006593114385197368,,,,0.00031524125
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,35,45,304,51.88082120723684,0.1343573630526316,0.009397203295723683,,,,0.001247258871710526
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,45,55,304,46.43981370394737,0.14233325718092105,0.011510313741776317,,,,0.002782346707236842
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,55,65,305,40.121736272131145,0.12559679210163932,0.011671783870819671,,,,0.005396175209836064
DPR,DPR_C05_DIR_LEG_S8,C05,DIR,LEG,8,65,75,305,36.684670668852455,0.12308287894098359,0.015818772524262295,,,,0.0003551912754098361
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,5,15,305,82.92443215409837,0.1617045795180328,0.0009026081872131147,,,,0.0012431694918032788
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,15,25,305,62.6360297704918,0.1859894079803279,0.004315778773442623,,,,0.009754098855737704
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,25,35,306,47.52112223856209,0.21325813381699346,0.005921343666993464,,,,0.01838235367647059
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,35,45,289,40.92462104152249,0.30734377278546715,0.005011634500484429,,,,0.0430074977750865
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,45,55,300,39.820108620000006,0.36056266538,0.015906085429666664,,,,0.047208333760000006
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,55,65,305,30.777943219672135,0.39935080777049187,0.02323459918393443,,,,0.05937158515409836
DPR,DPR_C05_DIR_LEG_S99,C05,DIR,LEG,99,65,75,305,36.36223678032787,0.1132774869557377,0.00668060444557377,,,,0.026024590731147546
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,5,15,271,68.7219834391144,0.1238619674501845,0.007586924040221403,,,,0.0003228782546125461
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,15,25,296,69.98084282432433,0.12390523856756755,0.015119516805743242,,,,0.0031109236689189183
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,25,35,305,68.37035794098361,0.11109766886557376,0.015788272325245902,,,,0.002144808908196721
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,35,45,305,61.09535375409836,0.10395226346885245,0.02094776177704918,,,,0.0025409837540983607
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,45,55,305,44.7940233147541,0.1478739135770492,0.021636589201639345,,,,0.013155738170491801
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,55,65,305,40.265352347540976,0.15668532337049182,0.029700690711475408,,,,0.01564207703934426
DPR,DPR_C05_MON_FILM_S123,C05,MON,FILM,123,65,75,305,40.527589786885244,0.11667992263934426,0.01912078447967213,,,,0.010450820104918032
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,5,15,305,36.15604538688524,0.23655922855737704,0.011155036944262295,,,,0.001612021983606557
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,15,25,305,40.59043171803279,0.2455963721967213,0.024504062155737704,,,,0.007568306475409834
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,25,35,306,48.63980554248366,0.2521321461111111,0.04186032177287582,,,,0.004493464183006535
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,35,45,305,47.26629570819672,0.24850879557377045,0.0536645796,,,,0.016967213790163936
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,45,55,305,37.5926227147541,0.21920687996721314,0.0643002994590164,,,,0.01521857995081967
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,55,65,305,27.150112744262294,0.19793948891803279,0.048434626875409836,,,,0.015587432380327866
DPR,DPR_C05_MON_FILM_S8,C05,MON,FILM,8,65,75,305,33.05603533442623,0.23138306111475407,0.06397145712131147,,,,0.014931694701639344
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,5,15,305,42.7904028557377,0.19119614495081969,0.010374778592131149,,,,0.0015983607704918032
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,15,25,305,35.72862188196721,0.22815646455737704,0.03092677000327869,,,,0.015765027832786885
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,25,35,306,36.18390029084967,0.2588028046078431,0.05026449766993464,,,,0.03954248433006536
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,35,45,305,37.26021899344263,0.2682448878032787,0.06115189939016394,,,,0.03460382586557378
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,45,55,305,34.08576759344262,0.3190170458032787,0.07453474107868853,,,,0.04685792432131148
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,55,65,305,32.23745819344262,0.36566135944262296,0.07561817453770492,,,,0.052035519688524594
DPR,DPR_C05_MON_FILM_S99,C05,MON,FILM,99,65,75,305,29.60819336065574,0.35673699986885243,0.07425195481967213,,,,0.049234973085245895
DPR,DPR_C05_MON_LEG_S123,C05,MON,LEG,123,5,15,305,41.76185762295082,0.21900068429508196,0.0033547005057704914,,,,0.0007377049770491804
DPR,DPR_C05_MON_LEG_S123,C05,MON,LEG,123,15,25,305,44.22868982295082,0.255887560852459,0.005433325501311475,,,,0.004371585016393442
DPR,DPR_C05_MON_LEG_S123,C05,MON,LEG,123,25,35,306,37.36639652614379,0.2837750456862745,0.009890318879084967,,,,0.009558824019607842
DPR,DPR_C05_MON_LEG_S123,C05,MON,LEG,123,35,45,305,37.527852659016396,0.3281172392786885,0.012363835703278689,,,,0.016243170013114754
DPR,DPR_C05_MON_LEG_S123,C05,MON,LEG,123,45,55,305,33.662566963934424,0.3188006465901639,0.010491709338032788,,,,0.026407104449180322
DPR,DPR_C05_MON_LEG_S123,C05,MON,LEG,123,55,65,305,36.75064389508197,0.32209662826229507,0.012809366014426228,,,,0.03840164007213114
