condition,theta,seed,mean_unit_temporal_density,median_active_unit_temporal_density,std_unit_temporal_density,mean_population_density,std_population_density,unit_coverage,zero_activity_time_fraction,mean_field_width,mean_total_activation,mean_lifetime_hoyer_sparsity,mean_active_unit_lifetime_hoyer_sparsity,mean_population_hoyer_sparsity,mean_lifetime_kurtosis,mean_active_unit_lifetime_kurtosis,best_corr_to_latent_probs,best_corr_to_latent_values,best_corr_to_latent_samples,best_weight_alignment_to_latent_vectors,mean_weight_row_entropy_to_latents,mean_weight_row_effective_latents,mean_weight_row_participation_latents,mean_weight_col_entropy_over_rows,mean_weight_col_effective_rows,mean_weight_col_participation_rows
no_learning,0.5,0,0.31884765625,0.3154296875,0.016479040069029498,2.55078125,1.2660529272698031,1.0,0.05859375,1.4088457389428264,1.587367864036248,0.5821894967488705,0.5821894967488705,0.7853976927614977,8.909870571718855,8.909870571718855,0.05992851057143185,0.4343419575042772,0.20604908104092406,0.3090118315418021,0.9024935948399386,6.579551354185269,5.995765245254442,0.899378458927746,6.512577146677685,5.862680531513826
encourage,0.5,0,0.355224609375,0.35546875,0.013154173626000189,2.841796875,3.20161871500031,1.0,0.44921875,1.4969135802469136,1.1786928259649752,0.5223810349245412,0.5223810349245412,0.6995990850621634,4.555538314786489,4.555538314786489,0.07249265471402822,0.33701353564177583,0.22003879563368922,0.5801181741695642,0.9373078859670667,7.031527790760752,6.631991879245904,0.9732899421060905,7.597399904399198,7.375578735810375
punish,0.5,0,0.275390625,0.275390625,0.0,2.203125,3.5736872043276255,1.0,0.724609375,1.4387755102040816,1.7325884574049146,0.6236262856775938,0.6236262856775938,0.7246704702024064,15.444062427370003,15.444062427370003,0.07265178689058362,0.23138568158477704,0.24777163920934475,0.4823352507313879,0.9330256757818973,6.959950435730715,6.637777428316777,0.9999997164774332,7.999995283461231,7.9999905656368515
no_learning,0.5,1,0.322998046875,0.3232421875,0.019431814754471585,2.583984375,1.2627387397066185,1.0,0.052734375,1.4380434782608695,1.5866674274188122,0.5630012322341076,0.5630012322341076,0.7794266113536144,7.0964572895043165,7.0964572895043165,0.0651059653988048,0.5450077488674604,0.2822395837810677,0.37931521795065715,0.8508669742991137,5.877864585278974,4.94846737865531,0.8638747545565691,6.067002646731385,5.22429215778954
encourage,0.5,1,0.35009765625,0.34765625,0.012304299969095852,2.80078125,3.2696759227251313,1.0,0.478515625,1.484472049689441,1.1974146453883507,0.5183135052448824,0.5183135052448824,0.6962543753208923,4.398732425093364,4.398732425093364,0.06726336477705963,0.3532483640774965,0.20708658704220012,0.5772331059756273,0.9337350365766374,6.977191372595474,6.5859600776309914,0.9757808987113693,7.63654333571431,7.417060818060773
punish,0.5,1,0.27880859375,0.279296875,0.0012918707573557572,2.23046875,3.581311268973061,1.0,0.71875,1.4474017743979721,1.7328697437188323,0.6232885305047529,0.6232885305047529,0.7216009876437384,15.575580294220977,15.575580294220977,0.0639255886624098,0.2411316576890397,0.24449687376738122,0.47957908383136805,0.9356467498674079,6.9979882964696625,6.672355912318108,0.999999889351538,7.9999981593052585,7.9999963160212015
no_learning,0.5,2,0.313720703125,0.3115234375,0.01735803788852875,2.509765625,1.6007512712999354,1.0,0.087890625,1.4454443194600675,1.630335793439111,0.5820844215405034,0.5820844215405034,0.788034913912834,8.034064624468074,8.034064624468074,0.05522607451700188,0.46964380220847207,0.25550821217819863,0.3477052974919916,0.9096549984960722,6.664559379177914,5.887122565767669,0.9128036820554826,6.704682327373341,6.023454251544235
encourage,0.5,2,0.355224609375,0.3564453125,0.012560791962311094,2.841796875,3.154295665634443,1.0,0.43359375,1.5109034267912773,1.1889770981758945,0.5201615268748263,0.5201615268748263,0.7007746713953965,4.642627912826373,4.642627912826373,0.08150335645729014,0.34790785427821364,0.21690208433765223,0.5565069895336614,0.9428667808692748,7.116705678791254,6.724747505742976,0.9729888471266803,7.5937026488375405,7.406747995440938
punish,0.5,2,0.28125,0.28125,0.0,2.25,3.59687364248454,1.0,0.71875,1.4545454545454546,1.7330878962455682,0.6227330518589849,0.6227330518589849,0.7188786771816378,15.544298678100153,15.544298678100153,0.063913018810044,0.2366862902467308,0.2421784898979708,0.4782558055153857,0.935570111790674,6.996873159908592,6.673453922876038,0.9999997938976593,7.999996571383062,7.999993150732866
no_learning,0.5,3,0.319091796875,0.3212890625,0.016133613474176543,2.552734375,1.1896166759479119,1.0,0.04296875,1.4426048565121412,1.5941695168265846,0.578977352670081,0.578977352670081,0.7909509680123767,8.279324080806692,8.279324080806692,0.072417858870844,0.46686935065689505,0.24299654959482322,0.3941830907413827,0.8473471881895203,5.866374194648296,5.084793819274228,0.8640620061520992,6.036738925557817,5.258069415970654
encourage,0.5,3,0.361328125,0.3662109375,0.014084184669781208,2.890625,3.253566252495099,1.0,0.453125,1.4785214785214784,1.1973475633799526,0.5174423733262037,0.5174423733262037,0.6953571116749012,4.570444361938261,4.570444361938261,0.06024991680509603,0.36416366082301177,0.22131752114986555,0.5641230658987794,0.9436665492066921,7.124435989103532,6.7742861763417075,0.9735420054466157,7.615566618975035,7.485455070565697
punish,0.5,3,0.27734375,0.27734375,0.0,2.21875,3.58150086381394,1.0,0.72265625,1.4343434343434343,1.7335367730516147,0.6227175634326985,0.6227175634326985,0.7227604329164441,15.389059228891583,15.389059228891583,0.06972463999692413,0.23612828388170573,0.2458933838845692,0.4805801147870047,0.933588900780008,6.968106649803999,6.6493120823134,0.9999998168967841,7.999996953984713,7.9999939092797945
no_learning,0.5,4,0.326904296875,0.3232421875,0.020130871313181673,2.615234375,1.4301450237015683,1.0,0.0546875,1.473047304730473,1.5871274485824318,0.5644267474744578,0.5644267474744578,0.7775314217971145,7.721099659726923,7.721099659726923,0.07730012804169512,0.5369895182380962,0.28320854366659287,0.4174538580906141,0.8372123508453091,5.7617530016932665,4.873747819453129,0.8409506112647513,5.776054366826622,4.906365183784595
encourage,0.5,4,0.36279296875,0.3671875,0.014443554157958047,2.90234375,3.3811047760807322,1.0,0.49609375,1.4830339321357286,1.2068691780616043,0.5164200758275912,0.5164200758275912,0.6859040895228019,4.609870073899001,4.609870073899001,0.05222523919699392,0.3685698572106152,0.22233938975762937,0.5989239832209586,0.9327281118465751,6.958249391762302,6.568450475232151,0.986424872234655,7.78858264458757,7.6510013806313815
punish,0.5,4,0.27880859375,0.279296875,0.0008457279333832408,2.23046875,3.5840370610909478,1.0,0.720703125,1.4419191919191918,1.7319769605988065,0.6235717233626267,0.6235717233626267,0.721935551325044,15.487900304119192,15.487900304119192,0.06754002514411458,0.23396596471414205,0.24449516133127447,0.48038702656594995,0.9338218232949669,6.971482452549845,6.648850869827207,0.9999999412329362,7.9999990223788675,7.999998044699639
no_learning,0.5,5,0.316650390625,0.31640625,0.01809772148754565,2.533203125,1.0111058562238844,1.0,0.01171875,1.4315673289183224,1.5749624383585166,0.5798040377594318,0.5798040377594318,0.7890954331473095,8.352060843463086,8.352060843463086,0.07358160015953596,0.4945525363026535,0.2479622585357991,0.39665444891820867,0.8589388480166407,5.9991273547892,5.222674964516933,0.8409434361601277,5.797780142438564,4.951646091094915
encourage,0.5,5,0.35791015625,0.3642578125,0.013092859060343675,2.86328125,3.2332590730404576,1.0,0.4453125,1.4808080808080808,1.1979948847426725,0.5179941136844299,0.5179941136844299,0.6994041886925226,4.586056541270938,4.586056541270938,0.07544064291207431,0.3558106764116759,0.21318585288618452,0.5616788599343133,0.948371559305917,7.192200723687111,6.839433507516815,0.976011135681929,7.648443554312662,7.48326777819112
punish,0.5,5,0.278564453125,0.279296875,0.0009455525747576702,2.228515625,3.582254350842617,1.0,0.720703125,1.4406565656565657,1.7322788990239115,0.6237307005212133,0.6237307005212133,0.7218642383989098,15.558070388054922,15.558070388054922,0.06790412761958284,0.23827623959388994,0.24472819842349025,0.48213491554936716,0.9341182107223855,6.975780447303597,6.65043326147497,0.9999999104171208,7.999998509741807,7.999997019694932
no_learning,0.5,6,0.306884765625,0.3115234375,0.020932122294308728,2.455078125,1.0670553055706553,1.0,0.033203125,1.4091928251121075,1.6041850582486026,0.590475413335636,0.590475413335636,0.7941743799949967,9.30600301789137,9.30600301789137,0.06707255836121612,0.45288624096868435,0.24105573262497976,0.4007063193560521,0.9193045562607893,6.787899678100136,6.10204185427449,0.9114308836822562,6.677380040026836,5.917610671311837
