condition,theta,n_seeds,mean_unit_temporal_density_mean,mean_unit_temporal_density_std,median_active_unit_temporal_density_mean,median_active_unit_temporal_density_std,std_unit_temporal_density_mean,std_unit_temporal_density_std,mean_population_density_mean,mean_population_density_std,std_population_density_mean,std_population_density_std,unit_coverage_mean,unit_coverage_std,zero_activity_time_fraction_mean,zero_activity_time_fraction_std,mean_field_width_mean,mean_field_width_std,mean_total_activation_mean,mean_total_activation_std,mean_lifetime_hoyer_sparsity_mean,mean_lifetime_hoyer_sparsity_std,mean_active_unit_lifetime_hoyer_sparsity_mean,mean_active_unit_lifetime_hoyer_sparsity_std,mean_population_hoyer_sparsity_mean,mean_population_hoyer_sparsity_std,mean_lifetime_kurtosis_mean,mean_lifetime_kurtosis_std,mean_active_unit_lifetime_kurtosis_mean,mean_active_unit_lifetime_kurtosis_std,best_corr_to_latent_probs_mean,best_corr_to_latent_probs_std,best_corr_to_latent_values_mean,best_corr_to_latent_values_std,best_corr_to_latent_samples_mean,best_corr_to_latent_samples_std,best_weight_alignment_to_latent_vectors_mean,best_weight_alignment_to_latent_vectors_std,mean_weight_row_entropy_to_latents_mean,mean_weight_row_entropy_to_latents_std,mean_weight_row_effective_latents_mean,mean_weight_row_effective_latents_std,mean_weight_row_participation_latents_mean,mean_weight_row_participation_latents_std,mean_weight_col_entropy_over_rows_mean,mean_weight_col_entropy_over_rows_std,mean_weight_col_effective_rows_mean,mean_weight_col_effective_rows_std,mean_weight_col_participation_rows_mean,mean_weight_col_participation_rows_std
encourage,0.5,10,0.3505615234375,0.0067335471509592845,0.35166015625,0.007645305674238215,0.015366272907571265,0.003363691244172154,2.8044921875,0.053868377207674276,2.4173663961363596,0.24080705454613804,1.0,0.0,0.2201171875,0.05047269540015702,1.5175294686199792,0.024335745575812015,1.4031923187269955,0.03950978015135341,0.519905523424486,0.006196385307149071,0.519905523424486,0.006196385307149071,0.7299373406571958,0.010858354055719683,4.425787937741414,0.18931980749619576,4.425787937741414,0.18931980749619576,0.06683788212190696,0.005845908494829624,0.45470719872265264,0.028815695306067254,0.28848491398641923,0.009817075679256496,0.6478519167020755,0.029485495972230442,0.9179754583665609,0.004877151785695619,6.752305954018306,0.06797509787423299,6.198640347395437,0.07418118717093337,0.9479720915796521,0.014409884871337967,7.2465539971020005,0.16954467093455536,6.824710393299915,0.22821011803383795
no_learning,0.5,10,0.3220703125,0.00716193920023831,0.32216796875,0.006214038386692591,0.018748194872172545,0.005777914959455131,2.5765625,0.05729551360190648,1.4528091761009683,0.2018607949842398,1.0,0.0,0.0671875,0.03268436663399836,1.48833585122043,0.03398062226038588,1.6265414803208191,0.023893323150827355,0.5667747280672358,0.008411702661987428,0.5667747280672358,0.008411702661987428,0.7836430970299609,0.012779186200604763,7.096327218161437,0.5111740613927039,7.096327218161437,0.5111740613927039,0.08042836426075624,0.011765938579003933,0.4453771584948479,0.024362694692339065,0.2618392336954989,0.016945552085374117,0.3630272100871129,0.031049557154936538,0.8793621451542798,0.02309029605755692,6.266131304364997,0.29764170911713467,5.547901839960516,0.3588637303632648,0.8772212000621789,0.023063848549705345,6.253479941520969,0.27036124434634823,5.522582452276167,0.31334039795999014
punish,0.5,10,0.2841064453125,0.0015170152717681625,0.28408203125,0.00166015625,0.000782179481206283,0.000365038790914408,2.2728515625,0.0121361221741453,3.603786365821692,0.0065292723611349935,1.0,0.0,0.7138671875,0.0023518739411703704,1.3760633395032802,0.011304873735597803,1.74603127313068,0.0006673090936190945,0.6093978373279493,0.00047964837449984194,0.6093978373279493,0.00047964837449984194,0.7166150907851492,0.0014436987004351652,10.508889726273543,0.05838421555663507,10.508889726273543,0.05838421555663507,0.09679051836960437,0.0016348291368491852,0.07490361973841628,0.0012114723296967112,0.1968230472621889,0.0016610381138517244,0.422552346774257,0.0012784514686930719,0.9896345038717463,0.0001809552873765042,7.82941010571046,0.0029459628348641677,7.683521725760627,0.005058326614087782,0.9999999791215852,5.232347406876439e-09,7.9999996526764665,8.704287721499397e-08,7.999999305351274,1.7408548764500088e-07
encourage,1.0,10,0.178369140625,0.0030182733321339047,0.17890625,0.003203363177120454,0.012037679907123205,0.0030068486791857653,1.426953125,0.024146186657071238,1.2283834375079667,0.13834601974313268,1.0,0.0,0.253125,0.04961245069205789,1.2161732772496585,0.023657058836806334,0.5553305904784358,0.02667410856592383,0.6746462717237451,0.004525086806855281,0.6746462717237451,0.004525086806855281,0.9015476407858184,0.00935427287506556,10.218586565418196,0.45314618880089474,10.218586565418196,0.45314618880089474,0.06877443499842367,0.005551241563330434,0.5350681971019783,0.044745866053670605,0.22306841994682433,0.0031805008855406076,0.7341255910214926,0.04209743560074278,0.886634274658881,0.014493237045263846,6.336287689480661,0.19335354095825405,5.501617147126234,0.16671084475014228,0.9044398025489031,0.018523161536171454,6.613028208346061,0.2410627663245822,5.891550201666794,0.29474451825856013
no_learning,1.0,10,0.1716552734375,0.0037528631088779474,0.172265625,0.004193537217496854,0.011295631624781696,0.001587351655252187,1.3732421875,0.03002290487102358,1.1279521397938717,0.13768869774875084,1.0,0.0,0.2501953125,0.05585698476092342,1.2246899517290344,0.029691453658613618,0.6547360934714137,0.038177028789331775,0.7009063926503258,0.002975960122905241,0.7009063926503258,0.002975960122905241,0.9142824931970503,0.007287610966279776,15.204807424970465,1.0957684239321601,15.204807424970465,1.0957684239321601,0.07780746901839548,0.010251807572671256,0.443826566616407,0.030937402642498824,0.2229120261362286,0.01566931551520067,0.3630272100871129,0.031049557154936538,0.8793621451542798,0.02309029605755692,6.266131304364997,0.29764170911713467,5.547901839960516,0.3588637303632648,0.8772212000621789,0.023063848549705345,6.253479941520969,0.27036124434634823,5.522582452276167,0.31334039795999014
punish,1.0,10,0.1709716796875,0.0008026993272838669,0.1708984375,0.0012352647110032732,0.0028938745403555084,0.0006458910504507029,1.3677734375,0.006421594618270935,2.946088555843803,0.02633192773362834,1.0,0.0,0.8099609375,0.007516359923786662,1.198978449532287,0.006330819157315395,0.8511615191489923,0.0028051758809958384,0.7077590071561152,0.0005759854615656466,0.7077590071561152,0.0005759854615656466,0.8369858297121844,0.002287727854940933,20.31803435470089,0.2620912783365521,20.31803435470089,0.2620912783365521,0.07259317412375044,0.0018506695571746867,0.09264584557790204,0.003918946413089498,0.19466042105915507,0.005945200918215848,0.40294968790276,0.006756090635824065,0.9915099781395049,0.0002699393218325423,7.860009348703926,0.004413068590679325,7.736833667696578,0.008117344886669408,0.9997610838692012,0.00021861319304087293,7.99602768166721,0.0036330221842314297,7.992206093145593,0.007028748159267575
encourage,1.5,10,0.07060546875,0.005879482101676605,0.07001953125,0.00650789339122896,0.01514218659314035,0.005262475716156769,0.56484375,0.04703585681341284,0.7216881738041623,0.06323840645508771,1.0,0.0,0.5564453125,0.04725957153900976,1.07894468475048,0.014587556898641598,0.17572651567153405,0.023771320560772205,0.8190839811087466,0.00914934041488704,0.8190839811087466,0.00914934041488704,0.9820613807204532,0.004757833563240979,35.486742255564224,4.874105235032368,35.486742255564224,4.874105235032368,0.07086783988401046,0.009449218352539746,0.4481335003687062,0.0503085992328067,0.1583172296526505,0.011618430680045163,0.6434181952996739,0.050066579028686116,0.8503275667510183,0.021205445211251776,5.9044913762891245,0.25699437821599913,4.971087289587802,0.29296380755338075,0.8661337498812722,0.021770548023548324,6.109088383202037,0.248939031264568,5.272899965509602,0.29078263726441
no_learning,1.5,10,0.067431640625,0.004299648430224866,0.06845703125,0.004793121559300011,0.014452834032636674,0.004792257888759072,0.539453125,0.034397187441798927,0.7443635202330207,0.054303399250263555,1.0,0.0,0.5904296875,0.031554304513026134,1.079719886807629,0.01842680925167594,0.1942472465854786,0.029516707336059184,0.8317861702897276,0.005837813860137032,0.8317861702897276,0.005837813860137032,0.9812978279795482,0.0032507517830971913,43.650502578047956,4.393825018408166,43.650502578047956,4.393825018408166,0.07900385908009386,0.010817877354661373,0.38204063105708935,0.04087008322317122,0.18226996322757116,0.01308204343971136,0.3630272100871129,0.031049557154936538,0.8793621451542798,0.02309029605755692,6.266131304364997,0.29764170911713467,5.547901839960516,0.3588637303632648,0.8772212000621789,0.023063848549705345,6.253479941520969,0.27036124434634823,5.522582452276167,0.31334039795999014
punish,1.5,10,0.06923828125,0.00748218327487625,0.07275390625,0.009855543066009937,0.018179776413254748,0.0038358716316078253,0.55390625,0.05985746619901,1.2681458032324802,0.21687824163576103,1.0,0.0,0.7642578125,0.030359002064423272,1.049741969329787,0.012033688693019375,0.22399224750447716,0.036806467012880706,0.8374265074900448,0.012372932489896496,0.8374265074900448,0.012372932489896496,0.9559389477663058,0.009692540927352672,54.28795137793627,8.817220975381884,54.28795137793627,8.817220975381884,0.08582701508095922,0.006638086739361037,0.18582090328879022,0.023942047233323587,0.18344617277825692,0.014939090890100318,0.34168451283553974,0.030925670735160716,0.9206603047877838,0.03211593520558187,6.890483745706517,0.39783669503789787,6.336344711493817,0.5138401729686782,0.9233066961545762,0.026244287465798048,6.84823214208104,0.3662986503352934,6.324312877967319,0.47705687864371593
encourage,2.0,10,0.018310546875,0.004244116356925555,0.01796875,0.004521811290152432,0.010476731077231871,0.003348386622165478,0.146484375,0.03395293085540444,0.38659512877156854,0.0419744896012068,0.9875,0.0375,0.8666015625,0.03054689997601281,1.0285096786375192,0.022457719364505902,0.03765749155665997,0.013573007250658175,0.9368504174643334,0.01380000046059696,0.9362288739734865,0.013019244183289128,0.9982603554576018,0.0009434503926699818,174.9809970041214,34.554176841282455,177.46000152545335,35.24355006009864,0.07410590626164065,0.007119781315493343,0.2730169847404554,0.04978889648377714,0.12559307505305325,0.012263143696137797,0.4376390866598928,0.037672651721694726,0.8663809768554718,0.02088299314234315,6.11037171488235,0.2659634346136084,5.31351702937903,0.33598074352705554,0.8705867618095187,0.019424071990184148,6.170489403784989,0.23952433422397174,5.389735699768431,0.28925142332685494
