condition,theta,seed,mean_unit_temporal_density,median_active_unit_temporal_density,std_unit_temporal_density,mean_population_density,std_population_density,unit_coverage,zero_activity_time_fraction,mean_field_width,mean_total_activation,mean_lifetime_hoyer_sparsity,mean_active_unit_lifetime_hoyer_sparsity,mean_population_hoyer_sparsity,mean_lifetime_kurtosis,mean_active_unit_lifetime_kurtosis,best_corr_to_latent_probs,best_corr_to_latent_values,best_corr_to_latent_samples,best_weight_alignment_to_latent_vectors,mean_weight_row_entropy_to_latents,mean_weight_row_effective_latents,mean_weight_row_participation_latents,mean_weight_col_entropy_over_rows,mean_weight_col_effective_rows,mean_weight_col_participation_rows
no_learning,0.5,0,0.32421875,0.32421875,0.01167798900693496,2.59375,1.5659337270459437,1.0,0.115234375,1.4954954954954955,1.5851126741595025,0.560443420787974,0.560443420787974,0.774642533021165,6.52759640740424,6.52759640740424,0.06501350141670317,0.4502307290578629,0.26733539286214736,0.3729848877551139,0.8823493521147747,6.321604563690584,5.635439110421628,0.8937513092780072,6.429191809777689,5.801243473206157
encourage,0.5,0,0.3359375,0.333984375,0.015716286073663165,2.6875,1.9304306514350627,1.0,0.150390625,1.4653887113951012,1.4964555419914178,0.5326729866252102,0.5326729866252102,0.7382536112161304,4.732729742766297,4.732729742766297,0.06018649345853358,0.4817795992127673,0.3057642292895725,0.624407930925966,0.9245256266180312,6.846280400159186,6.3115657902753135,0.9192881681923996,6.931776513309265,6.392420340601701
punish,0.5,0,0.281982421875,0.28125,0.0009455525747576702,2.255859375,3.5956468966271715,1.0,0.716796875,1.3620283018867925,1.7465775755689381,0.6095175055880087,0.6095175055880087,0.7185424950403739,10.486388572416512,10.486388572416512,0.09441499055455913,0.07327957047055249,0.19939568166932994,0.4226080320608034,0.9895923050084139,7.828722550533094,7.682268005164401,0.9999999715406804,7.999999526564084,7.9999990531081
no_learning,0.5,1,0.31201171875,0.3203125,0.02405497643897188,2.49609375,1.5129597619272421,1.0,0.0859375,1.477456647398844,1.6356005121103603,0.5745205714218778,0.5745205714218778,0.7891331136821423,7.435414810579511,7.435414810579511,0.07057717270352075,0.467990472715332,0.25478688826118656,0.40551138049139535,0.8530956747328733,5.941631070276976,5.131089567758505,0.8646370092030193,6.069700973767816,5.32261471721888
encourage,0.5,1,0.349609375,0.3525390625,0.010697706201272776,2.796875,2.4266082779004527,1.0,0.1640625,1.504201680672269,1.4062551663726306,0.5183850124195231,0.5183850124195231,0.7428237569369727,4.387812625879582,4.387812625879582,0.06389795108732153,0.48224353984520957,0.2898257728644803,0.6751484458325803,0.9120031892804563,6.668661865034935,6.138827751110908,0.9289583098691427,7.008133499513312,6.496367906309057
punish,0.5,1,0.287353515625,0.287109375,0.0006459353786778786,2.298828125,3.6183341991459255,1.0,0.7109375,1.3896103896103895,1.7457251905740785,0.6085699146082937,0.6085699146082937,0.7134261375364537,10.468730212580951,10.468730212580951,0.10059246147319653,0.07665415011740366,0.1939434237981959,0.4211492477455569,0.9899090377050663,7.8338804577649555,7.691019784635975,0.9999999797629784,7.9999996633463795,7.9999993266780915
no_learning,0.5,2,0.3154296875,0.30859375,0.024355398268242043,2.5234375,1.332964528257879,1.0,0.037109375,1.4884792626728112,1.6329651965544385,0.5752859322858862,0.5752859322858862,0.7966942267641806,7.372659741892226,7.372659741892226,0.07665741002512289,0.4819171462952456,0.26322480016494554,0.37211819354945963,0.8585806406847887,6.010912979151064,5.267931476811093,0.8597224623466028,6.034373262320681,5.293827342767251
encourage,0.5,2,0.35400390625,0.3515625,0.018496774340699036,2.83203125,2.248938416013973,1.0,0.1875,1.519916142557652,1.4086586616957715,0.5161295578098002,0.5161295578098002,0.7187346723682166,4.279216644402932,4.279216644402932,0.06712416182011582,0.4680150033720297,0.30212350412486616,0.6322239384392399,0.9279063103223839,6.890570216020965,6.351146417412924,0.9546523864619558,7.314486710561036,6.902041204109486
punish,0.5,2,0.285400390625,0.28515625,0.001524657714452734,2.283203125,3.6033663586971327,1.0,0.708984375,1.3867141162514829,1.745614382198145,0.6091785226676477,0.6091785226676477,0.7160558257240237,10.461784790587075,10.461784790587075,0.09701986146087889,0.07621913581412931,0.19503841043119266,0.42100854023278533,0.9897351429125887,7.831048207234809,7.686601551155368,0.9999999702658923,7.999999505357323,7.999999010773029
no_learning,0.5,3,0.327880859375,0.3251953125,0.017095074534313685,2.623046875,1.6701936913282647,1.0,0.1015625,1.5123873873873874,1.6101038300903023,0.5607212895539753,0.5607212895539753,0.7743510799221298,6.634309858059723,6.634309858059723,0.1049404732010171,0.4389249266589653,0.27270689814765403,0.3770052404528596,0.8611075957198211,6.016888931979762,5.305404026005434,0.8534376865978206,6.003409186841954,5.2533942181313495
encourage,0.5,3,0.3525390625,0.35546875,0.010334966058846057,2.8203125,2.731281732510169,1.0,0.259765625,1.52,1.3909161154203433,0.5101488078681302,0.5101488078681302,0.7254014175525159,4.0507751771513165,4.0507751771513165,0.06673800074818198,0.4586874255099315,0.28433749944269976,0.6874282191693962,0.9200028975249475,6.777028631768419,6.184664551308032,0.9638058111724319,7.4401816913173295,7.10832110502076
punish,0.5,3,0.283447265625,0.283203125,0.0006459353786778786,2.267578125,3.6034764564266943,1.0,0.71484375,1.370720188902007,1.7450959419870689,0.6101954369752572,0.6101954369752572,0.7171144988332454,10.625418848865682,10.625418848865682,0.09583605280143334,0.07369105845793184,0.19752058050446114,0.4229777053690831,0.9894855897923931,7.826985486460682,7.679383601222421,0.9999999831567771,7.999999719804027,7.999999439644634
no_learning,0.5,4,0.337646484375,0.328125,0.020954890075118568,2.701171875,1.689396675357503,1.0,0.095703125,1.5147864184008761,1.593703891250046,0.5526502717006432,0.5526502717006432,0.7613659821829786,6.379741055146752,6.379741055146752,0.09384636657216862,0.4443873401287025,0.2993228204111872,0.40439868091897563,0.8448615257825864,5.8129636559585816,4.944856789250117,0.8434057643699673,5.855399802505596,5.007164166403355
