condition,family,schedule,feedback,half_life,seed,target_frames,checkpoint_frames,checkpoint,run_dir,label_suffix,label,frames,visited_cells,visited_cell_fraction,mean_spatial_information_bits,median_spatial_information_bits,max_spatial_information_bits,units_si_over_0_5_bits,mean_active_fraction,silent_units,map_cosine_mean,map_cosine_min,map_cosine_max,unique_peak_bins,mean_pre_threshold_logit,mean_pre_threshold_logit_std,mean_pre_threshold_above_fraction,active_units,active_unit_mean_si_bits,active_map_cosine_mean,active_unique_peak_bins,active_peak_bin_entropy,active_pairwise_peak_distance_bins,active_mean_connected_components_half_peak,field_eligible_units,mono_field_fraction,mean_components_30pct,mean_components_50pct,mean_components_70pct,mean_dominant_component_mass,incoming_confidence_field_spread_correlation,prethreshold_map_cosine_mean,prethreshold_unique_peak_bins,prethreshold_peak_bin_entropy,prethreshold_pairwise_peak_distance_bins
FSCP_WAYPOINT_F64_DDQN_HER,c15,frontier_waypoint,write,,99,327680,327680,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_full_system_controller_preflight_20260912_r4/FSCP_WAYPOINT_F64_DDQN_HER_S99_/00_FSCP_WAYPOINT_F64_DDQN_HER_S99/checkpoint_p0/milestones/checkpoint_000000040_327680.pth,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/intrmotiv_full_system_controller_preflight_20260912_r4/FSCP_WAYPOINT_F64_DDQN_HER_S99_/00_FSCP_WAYPOINT_F64_DDQN_HER_S99,FSCP_WAYPOINT_F64_DDQN_HER__s99__f327680,FSCP_WAYPOINT_F64_DDQN_HER_S99__00_FSCP_WAYPOINT_F64_DDQN_HER_S99__FSCP_WAYPOINT_F64_DDQN_HER__s99__f327680,10001,277,0.7673130193905817,0.052115846708068396,0.029360862343277245,0.2404298921583222,0,0.0648528897110289,0,0.12886472919702738,0.0,0.8907796705689549,53,0.06028783321380615,1.4627227783203125,0.0648528897110289,64,0.052115846708068396,0.12886472919702735,53,0.940742480463116,10.82188950613542,4.5,61,0.03278688524590164,6.786885245901639,4.540983606557377,2.639344262295082,0.5401338934898376,-0.03727717619661186,0.01095720825199723,41,0.8567199218524639,10.861608753289973
