F,L,threshold,reward_method,seed,run,window,window_low,window_high,max_step,perf/_fps,perf/_fps__n,perf/_sample_throughput,perf/_sample_throughput__n,train/entropy,train/entropy__n,train/version_diff_avg,train/version_diff_avg__n,train/distance_metric,train/distance_metric__n,train/reward_for_advantage_mean,train/reward_for_advantage_mean__n,train/reward_for_advantage_nonzero_frac,train/reward_for_advantage_nonzero_frac__n,train/intrinsic_reward_mean,train/intrinsic_reward_mean__n,train/intrinsic_reward_nonzero_frac,train/intrinsic_reward_nonzero_frac__n,train/hrl_active_target_frac,train/hrl_active_target_frac__n,train/hrl_source_frac,train/hrl_source_frac__n,train/hrl_target_hit_rate,train/hrl_target_hit_rate__n,train/hrl_tctrl_update_rate,train/hrl_tctrl_update_rate__n,train/hrl_option_reset_rate,train/hrl_option_reset_rate__n,train/hrl_option_timeout_rate,train/hrl_option_timeout_rate__n,train/hrl_option_success_fraction,train/hrl_option_success_fraction__n,train/hrl_learned_deadline_fraction,train/hrl_learned_deadline_fraction__n,train/hrl_selected_deadline_mean,train/hrl_selected_deadline_mean__n,train/hrl_elapsed_on_hit_mean,train/hrl_elapsed_on_hit_mean__n,train/hrl_elapsed_on_timeout_mean,train/hrl_elapsed_on_timeout_mean__n,train/hrl_node_coverage_fraction,train/hrl_node_coverage_fraction__n,train/hrl_selected_target_visit_mean,train/hrl_selected_target_visit_mean__n,train/hrl_known_edge_fraction,train/hrl_known_edge_fraction__n,train/hrl_known_controllability_time_mean,train/hrl_known_controllability_time_mean__n,train/dg_density,train/dg_density__n,train/dg_multi_activation_rate,train/dg_multi_activation_rate__n,train/dg_silent_unit_frac,train/dg_silent_unit_frac__n,train/encoder_loss,train/encoder_loss__n,train/decoder_loss,train/decoder_loss__n,train/batch_reward_loss,train/batch_reward_loss__n,train/encoder_punishment,train/encoder_punishment__n,len/len,len/len__n,len/len_min,len/len_min__n,len/len_max,len/len_max__n
16,128,2.43,encourage,99,B1_F16_L128_T243_ERencourage_S99,early_5_15m,5000000,15000000,90046464,2385.2623480384846,419,298.03000387769896,419,1.4298988810936268,233,5.499092593213519,233,12.614866183039457,233,0.010748474611068853,233,0.0009095024141630901,233,0.010748474611068853,233,0.0009095024141630901,233,0.9986567026555794,233,0.9986567026555794,233,0.0014711306330472103,233,0.03609718682939914,233,0.009505767167381975,233,0.0066892435622317595,233,0.17782059223930724,233,0.0021688785771699424,233,127.90106446753244,233,51.61625452409998,233,127.88591569892327,233,0.5367744675010059,233,0.028675858379049873,233,0.06015859905614362,233,40.32484287049126,233,0.025907852107363197,233,0.03849668052575107,233,0.0,233,-6.920790819651067,233,0.10915094455444282,233,0.0,233,12.60518330258873,233,5679.576331527819,419,339.78042959427205,419,7200.0,419
16,128,2.43,encourage,99,B1_F16_L128_T243_ERencourage_S99,common_50_60m,50000000,60000000,90046464,2381.7126435848427,421,297.1387533518594,421,1.3007226945048544,221,5.404288037330317,221,11.92714376579043,221,0.011531612638385947,221,0.0009721436651583711,221,0.011531612638385947,221,0.0009721436651583711,221,0.9986920248868778,221,0.9986920248868778,221,0.0018824236425339367,221,0.038205246040723985,221,0.009615384615384616,221,0.00643161411199095,221,0.22423735709346798,221,0.002833224209320491,221,127.82809634661783,221,51.71652838763069,221,127.63444336075588,221,0.5554146745086256,221,0.04165960868559272,221,0.06376388807237418,221,40.39957797365491,221,0.02758181472709276,221,0.03682656957013575,221,0.0,221,-9.324142399956198,221,0.11461995470198504,221,0.0,221,12.669502064113702,221,6077.035631773308,421,222.6128266033254,421,7200.0,421
16,128,2.43,encourage,99,B1_F16_L128_T243_ERencourage_S99,mature_80_90m,80000000,90000000,90046464,2408.2549992940512,415,300.9939036909356,415,1.2993123423581743,177,5.568282132768362,177,12.158314241527837,177,0.009226860677149926,177,0.0008110434322033898,177,0.009226860677149926,177,0.0008110434322033898,177,0.9987034339689266,177,0.9987034339689266,177,0.0019724355579096046,177,0.03606384622175141,177,0.009881488347457628,177,0.006612486758474576,177,0.22389576664078706,177,0.00792370076780602,177,127.39708334712658,177,46.24928467421882,177,127.45164890612585,177,0.5330081228482522,177,0.12312769662525694,177,0.06105127154012858,177,38.83410228578384,177,0.03347985219147246,177,0.03878939353813559,177,0.0,177,-12.395951268363135,177,0.08004308359481731,177,0.0,177,12.772942688505529,177,6617.379080384037,415,703.1710843373494,415,7200.0,415
16,128,2.43,encourage,99,B1_F16_L128_T243_ERencourage_S99,terminal_10m,80046464,90046464,90046464,2408.254755741717,415,300.98844663321256,415,1.2989506041262784,177,5.564497263418079,177,12.151459160497634,177,0.009226860677149926,177,0.0008110434322033898,177,0.009226860677149926,177,0.0008110434322033898,177,0.9987006753177966,177,0.9987006753177966,177,0.001980711511299435,177,0.03610798463983051,177,0.009903557556497175,177,0.00662352136299435,177,0.2248373862545369,177,0.008192734940156425,177,127.37098702468441,177,46.543069984953284,177,127.4151140633276,177,0.5336117501986228,177,0.12662514092895272,177,0.06117546831989019,177,38.86470592089292,177,0.03354795639124294,177,0.03884456656073446,177,0.0,177,-12.411787569186108,177,0.07998551968827128,177,0.0,177,12.772346539685955,177,6616.769731268825,415,703.8843373493976,415,7200.0,415
16,128,2.43,mean,123,B1_F16_L128_T243_ERmean_S123,early_5_15m,5000000,15000000,67928064,1820.4429542527607,549,227.40052022742879,549,1.583335539956731,254,5.47609344242126,254,6.8213028237810285,254,0.0011636088437103533,254,0.0001326433316929134,254,0.0011636088437103533,254,0.0001326433316929134,254,0.998781219242126,254,0.998781219242126,254,0.00018646961122047243,254,0.0017455093503937007,254,0.008821742741141732,254,0.00741457000492126,254,0.02369153571469108,254,0.0,254,128.0,254,15.49908134880967,254,128.0,254,0.06680634265809547,254,0.0,254,0.003007319095831201,254,52.58188992222463,254,0.0012299545167937993,254,0.004294568159448819,254,0.8316929133858267,254,-6.56205681686397e-06,254,0.01123045651447468,254,-0.0009842203512025161,254,-0.0001713499322550623,254,6583.397014458105,549,343.60655737704917,549,7200.0,549
16,128,2.43,mean,123,B1_F16_L128_T243_ERmean_S123,common_50_60m,50000000,60000000,67928064,1846.5820492345765,543,230.36638232489318,543,1.504861209465533,196,5.596687161192602,196,3.1093350566771565,196,0.0005714883665525716,196,5.480707908163265e-05,196,0.0005714883665525716,196,5.480707908163265e-05,196,0.9986771564094388,196,0.9986771564094388,196,8.96843112244898e-05,196,0.0009690888073979591,196,0.008876255580357142,196,0.007453762755102041,196,0.009647979210986167,196,0.0,196,128.0,196,3.56845236797722,196,128.0,196,0.035809886698820154,196,0.0,196,0.0017649436404609537,196,31.463561059260854,196,0.00047831632653061223,196,0.0016965282206632653,196,0.9365433673469388,196,-0.0002910447395638364,196,0.0004896403893790379,196,-0.00048168556294308937,196,0.0003683980205736663,196,6283.513068492461,543,417.5911602209945,543,7200.0,543
16,128,2.43,mean,123,B1_F16_L128_T243_ERmean_S123,mature_80_90m,80000000,90000000,67928064,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
16,128,2.43,mean,123,B1_F16_L128_T243_ERmean_S123,terminal_10m,57928064,67928064,67928064,1820.44384765625,549,227.27634628657216,549,1.5653977805917914,220,5.591952237215909,220,7.8639538412744345,220,0.0002687766362710549,220,2.6633522727272726e-05,220,0.0002687766362710549,220,2.6633522727272726e-05,220,0.998837002840909,220,0.9988383811358448,219,4.459189497716895e-05,219,0.001489369292237443,219,0.008835883989726028,219,0.007631902825342466,219,0.005598564330301328,219,0.0,219,128.0,219,5.262557077625571,219,128.0,219,0.06327534157391553,219,0.0,219,0.002698636461157228,219,38.62426139448331,219,0.001599037483946918,219,0.005050032106164383,219,0.8022260273972602,219,0.000285925820922208,220,-0.0016323271276302298,220,-0.0007285714531147249,219,-1.868118208022517e-06,219,6728.295668971995,549,750.9071038251366,549,7200.0,549
16,128,2.43,mean,456,B1_F16_L128_T243_ERmean_S456,early_5_15m,5000000,15000000,66748416,1918.2768385991483,521,239.36717326627354,521,1.5527602749309322,261,5.346709620450191,261,8.421207568768796,261,0.0021501212707045847,261,0.00021888469827586207,261,0.0021501212707045847,261,0.00021888469827586207,261,0.9987690074233716,261,0.9987690074233716,261,0.0003498413553639847,261,0.002336640924329502,261,0.008992980723180076,261,0.007412146791187739,261,0.04178024805596962,261,0.0,261,128.0,261,21.294412521566926,261,128.0,261,0.09100271641522989,261,0.0,261,0.005105127020912081,261,46.55815630945666,261,0.0014816810344827585,261,0.005621782207854406,261,0.8156130268199234,261,0.0010370569970521624,261,0.020129683147402218,261,-0.00024340824818174387,261,0.00035828246757449667,261,6823.686440026691,521,547.7619961612284,521,7200.0,521
16,128,2.43,mean,456,B1_F16_L128_T243_ERmean_S456,common_50_60m,50000000,60000000,66748416,1920.8846458931991,522,240.12287005428152,522,1.585640756120073,235,5.550889295212766,235,5.7913749833056265,235,0.0004820478791209988,235,5.1944813829787234e-05,235,0.0004820478791209988,235,5.1944813829787234e-05,235,0.9988156582446809,235,0.9988156582446809,235,6.441156914893617e-05,235,0.0012757646276595745,235,0.008951130319148936,235,0.007702376994680851,235,0.007569016801550033,235,0.0,235,128.0,235,5.4109929023905,235,128.0,235,0.06915244244514628,235,0.0,235,0.00251934077790251,235,46.18190183842436,235,0.0008557908078457447,235,0.0021048038563829786,235,0.8680851063829788,235,-4.339488296709533e-05,235,0.0009846590498977519,235,-0.00026769971752420383,235,0.000212992974078627,235,6700.374691316451,522,385.7011494252874,522,7200.0,522
16,128,2.43,mean,456,B1_F16_L128_T243_ERmean_S456,mature_80_90m,80000000,90000000,66748416,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
16,128,2.43,mean,456,B1_F16_L128_T243_ERmean_S456,terminal_10m,56748416,66748416,66748416,1924.5725734952316,521,240.75387338942164,521,1.5909340025997962,238,5.5228281742384455,238,6.511947079647739,238,0.000683593759192775,238,6.770286239495799e-05,238,0.000683593759192775,238,6.770286239495799e-05,238,0.9988552061449579,238,0.9988552061449579,238,0.00011283810399159664,238,0.001403295693277311,238,0.008801372111344538,238,0.007556049763655462,238,0.013894535397656825,238,0.0,238,128.0,238,7.448879546478015,238,128.0,238,0.07777558655298057,238,0.0,238,0.0028444263390393193,238,48.465874784133014,238,0.0007456290621717437,238,0.0014053472951680672,238,0.8398109243697479,238,5.924143565818229e-05,238,0.0028038669075276857,238,-0.00021685506491100087,238,0.0005195231331377849,238,6695.46963003089,521,376.12307692307695,520,7200.0,520
16,128,2.43,mean,8,B1_F16_L128_T243_ERmean_S8,early_5_15m,5000000,15000000,90046464,2379.56812046596,420,297.0888169788179,420,0.6876899430336053,281,5.39405165702847,281,9.334367089848502,281,0.0004137358261826216,281,4.517904804270462e-05,281,0.0004137358261826216,281,4.517904804270462e-05,281,0.9988010175711743,281,0.9988010175711743,281,0.00011468527580071174,281,0.003376265013345196,281,0.00898020462633452,281,0.007663061610320284,281,0.013809482026778931,281,0.0,281,128.0,281,12.986358262465941,281,128.0,281,0.1182807026384564,281,0.0,281,0.006687454826254862,281,49.63697047250551,281,0.0032708110334185945,281,0.007296416258896797,281,0.8218416370106761,281,0.006267625838974666,281,0.008146359432767083,281,-7.336767551114656e-05,281,0.0024546717502944957,281,6923.9952392578125,420,1218.8,420,7200.0,420
16,128,2.43,mean,8,B1_F16_L128_T243_ERmean_S8,common_50_60m,50000000,60000000,90046464,2353.755302321743,426,294.9205382441131,426,0.2271595014905443,245,5.592663823341836,245,4.675929909199477,245,0.00012037627740789262,245,1.1957908163265306e-05,245,0.00012037627740789262,245,1.1957908163265306e-05,245,0.9988620057397959,245,0.9988620057397959,245,0.0001215720663265306,245,0.00087890625,245,0.008880739795918368,245,0.007629145408163266,245,0.014128651089814245,245,0.0,245,128.0,245,5.299028186408841,245,128.0,245,0.04613921496332908,245,0.0,245,0.0017172054382877386,245,46.114966116146164,245,0.0018351652184311225,245,0.00042849170918367346,245,0.9301020408163265,245,0.0012854168727636066,245,0.005647924967261319,245,-0.0001651315793052924,245,0.0005704292626897044,245,7063.428002585827,426,1311.3427230046948,426,7200.0,426
16,128,2.43,mean,8,B1_F16_L128_T243_ERmean_S8,mature_80_90m,80000000,90000000,90046464,2357.1325228709093,424,295.31434062741835,424,0.4543988198847384,185,5.371125422297298,185,6.09948267292332,185,1.4780405153696602e-05,185,2.6393581081081083e-06,185,1.4780405153696602e-05,185,2.6393581081081083e-06,185,0.9988571579391892,185,0.9988571579391892,185,0.00027713260135135134,185,0.0015783361486486486,185,0.008973817567567568,185,0.007553842905405405,185,0.034357139709833506,185,0.0,185,128.0,185,12.753603605321935,185,128.0,185,0.06551332216005068,185,0.0,185,0.0027453283414345334,185,42.622827138127505,185,0.0039135082347972975,185,2.6393581081081083e-06,185,0.9179054054054054,185,0.00011795939021426052,185,-0.0006390695018667061,185,-1.3932516496326472e-05,185,0.0003199231176581265,185,7038.41454387161,424,1305.8490566037735,424,7200.0,424
16,128,2.43,mean,8,B1_F16_L128_T243_ERmean_S8,terminal_10m,80046464,90046464,90046464,2362.705022140034,423,295.28314187340703,423,0.45458376536498196,185,5.369723923141892,185,6.099321388553928,185,1.4780405153696602e-05,185,2.6393581081081083e-06,185,1.4780405153696602e-05,185,2.6393581081081083e-06,185,0.9988545185810811,185,0.9988545185810811,185,0.0002797719594594595,185,0.0015809755067567567,185,0.008994932432432432,185,0.007569679054054054,185,0.034475679292872145,185,0.0,185,128.0,185,12.940090091808422,185,128.0,185,0.06551678631756756,185,0.0,185,0.0027430958844519952,185,42.707407348220414,185,0.003914827913851351,185,2.6393581081081083e-06,185,0.9179054054054054,185,0.00011536536265929179,185,-0.0006158794501970987,185,-1.3932516496326472e-05,185,0.0003153867190219997,185,7038.83727421321,423,1308.2364066193854,423,7200.0,423
16,128,2.43,mean,99,B1_F16_L128_T243_ERmean_S99,early_5_15m,5000000,15000000,90046464,2379.5759498232887,420,297.032950991676,420,0.43104353214924535,240,5.575105794270834,240,8.669235850373903,240,0.0,240,0.0,240,0.0,240,0.0,240,0.99888916015625,240,0.99888916015625,240,0.0,240,0.002459716796875,240,0.008833821614583333,240,0.007720947265625,240,0.0,240,0.0,240,128.0,240,0.0,240,128.0,240,0.10223236083984374,240,0.0,240,0.005249786371617423,240,44.79341557025909,240,0.002598063151041667,240,0.006427001953125,240,0.8354166666666667,240,0.008302622538407212,240,-0.0017989946696009913,240,-0.00013893120437084386,240,0.0009020674708911732,240,6992.354846772693,420,427.25714285714287,420,7200.0,420
16,128,2.43,mean,99,B1_F16_L128_T243_ERmean_S99,common_50_60m,50000000,60000000,90046464,2433.7382445103913,412,303.98281075190573,412,0.6028013946690085,231,5.496527073187229,231,6.028325107706574,231,0.0,231,0.0,231,0.0,231,0.0,231,0.9989346590909091,231,0.9989346590909091,231,0.0,231,0.00146484375,231,0.008808086444805194,231,0.007732176677489177,231,0.0,231,0.0,231,128.0,231,0.0,231,128.0,231,0.06818261084618507,231,0.0,231,0.0026676150480309476,231,42.97580981564212,231,0.002821885146103896,231,0.0,231,0.908008658008658,231,0.00037636043849130203,231,-0.0014657154485902817,231,-1.0257014335491956e-05,231,0.00016479492323412368,231,7063.772628043462,412,1226.893203883495,412,7200.0,412
16,128,2.43,mean,99,B1_F16_L128_T243_ERmean_S99,mature_80_90m,80000000,90000000,90046464,2408.2526467196913,415,300.6009049381118,415,1.4540219440817195,187,5.3896484375,187,5.946369778902773,187,0.0007188440285583231,187,8.094502005347593e-05,187,0.0007188440285583231,187,8.094502005347593e-05,187,0.9986604904745989,187,0.9986604904745989,187,0.00014100100267379679,187,0.002446628509358289,187,0.008930063502673797,187,0.0074391084558823525,187,0.01669903639405169,187,0.0,187,128.0,187,7.849643482881434,187,128.0,187,0.06942487910469586,187,0.0,187,0.004298376400063542,187,57.28120668176661,187,0.0004734304499498663,187,0.0009478400735294118,187,0.821524064171123,187,0.000336300894316188,187,0.009377635366726606,187,-0.00010736911360891586,187,-0.0007090278575434206,187,5868.66274825866,415,238.6313253012048,415,7200.0,415
16,128,2.43,mean,99,B1_F16_L128_T243_ERmean_S99,terminal_10m,80046464,90046464,90046464,2402.4634669377256,416,300.59683792407697,416,1.454555320361304,189,5.3913199611441796,189,5.91696051275604,189,0.0007112372134413038,189,8.008845899470899e-05,189,0.0007112372134413038,189,8.008845899470899e-05,189,0.9986617476851852,189,0.9986617476851852,189,0.00013950892857142856,189,0.002425905257936508,189,0.008928571428571428,189,0.00744047619047619,189,0.016522327014220455,189,0.0,189,128.0,189,7.766578472480572,189,128.0,189,0.06914152922453703,189,0.0,189,0.004281600065056294,189,57.225145117946404,189,0.00046906647858796296,189,0.0009378100198412699,189,0.8220899470899471,189,0.0003327421546937944,189,0.009197594944101871,189,-0.00010623293251252521,189,-0.0006962610383274892,189,5869.406347421499,416,238.1346153846154,416,7200.0,416
16,128,2.43,punish,123,B1_F16_L128_T243_ERpunish_S123,early_5_15m,5000000,15000000,77365248,1944.4061203299793,514,242.47709094689515,514,1.6047526112980717,263,5.345513753564639,263,8.196906767530587,263,0.0006199129680480353,263,6.126722908745247e-05,263,0.0006199129680480353,263,6.126722908745247e-05,263,0.9988192134030418,263,0.9988192134030418,263,7.055014258555132e-05,263,0.002107221364068441,263,0.008820624405893537,263,0.007560004752851711,263,0.008827198155139335,263,0.0,263,128.0,263,6.175538646857548,263,128.0,263,0.07348621208858128,263,0.0,263,0.003700331769126269,263,48.575757614106735,263,0.0015552361201877376,263,0.004936653398288973,263,0.7804182509505704,263,9.634712998144365e-05,263,0.0014501938139559426,263,-0.0006190849381353806,263,-0.01581121543194933,263,6606.524817796997,514,376.21789883268485,514,7200.0,514
16,128,2.43,punish,123,B1_F16_L128_T243_ERpunish_S123,common_50_60m,50000000,60000000,77365248,1966.0787655101103,510,245.41653729607077,510,1.3400981305581838,247,5.328714100455466,247,4.665305518428323,247,0.0003489135361091811,247,2.767586032388664e-05,247,0.0003489135361091811,247,2.767586032388664e-05,247,0.9987506325910931,247,0.9987506325910931,247,4.546748481781377e-05,247,0.00101807629048583,247,0.008862205845141701,247,0.007565394104251012,247,0.005355173940600654,247,0.0,247,128.0,247,1.2948043220921566,247,128.0,247,0.037753085858426114,247,0.0,247,0.0019486029625651183,247,49.59146662955342,247,0.0004973006151948381,247,0.001508334387651822,247,0.8757591093117408,247,8.376290527293043e-05,247,-0.0012356234235530682,247,-0.00032657943430322746,247,-0.009295333066901832,247,6349.061948529412,510,490.4,510,7200.0,510
16,128,2.43,punish,123,B1_F16_L128_T243_ERpunish_S123,mature_80_90m,80000000,90000000,77365248,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
16,128,2.43,punish,123,B1_F16_L128_T243_ERpunish_S123,terminal_10m,67365248,77365248,77365248,1920.8669555196361,522,240.42231920030383,522,1.5651722648536346,249,5.231045274849397,249,4.575041059030586,249,0.0004159215085926544,249,4.7063253012048195e-05,249,0.0004159215085926544,249,4.7063253012048195e-05,249,0.9987175263554217,249,0.9987175263554217,249,6.471197289156627e-05,249,0.0011550106676706828,249,0.008892993850401607,249,0.007537964357429719,249,0.007807343375371642,249,0.0,249,128.0,249,2.0196787133274308,249,128.0,249,0.04107457662681978,249,0.0,249,0.002027086212756075,249,57.02138032108904,249,0.00026473079819277107,249,0.0003843498995983936,249,0.8825301204819277,249,0.00013075611027178307,249,-0.0016854630566265688,249,-3.2303668278078714e-05,249,-0.005885455978682604,249,6227.412363356226,521,312.8138195777351,521,7200.0,521
16,128,2.43,punish,456,B1_F16_L128_T243_ERpunish_S456,early_5_15m,5000000,15000000,63733760,1823.766412219862,548,228.31582775255188,548,1.5043711308015877,249,5.329632985065261,249,8.515050236838889,249,0.001073238289561221,249,0.00011373619477911647,249,0.001073238289561221,249,0.00011373619477911647,249,0.9988469503012049,249,0.9988469503012049,249,0.00031179405120481925,249,0.0028375219628514058,249,0.008816516064257028,249,0.0073516723142570285,249,0.039170879421823,249,0.0,249,128.0,249,23.995783135594134,249,128.0,249,0.10287058880051456,249,0.0,249,0.006150227543927089,249,46.11740434792147,249,0.0017255300498870481,249,0.006110379016064257,249,0.7991967871485943,249,0.0028242098336956688,249,0.009758543892647607,249,-0.0004820231737262274,249,-0.029232359574260878,249,6820.728031798871,548,493.94160583941607,548,7200.0,548
16,128,2.43,punish,456,B1_F16_L128_T243_ERpunish_S456,common_50_60m,50000000,60000000,63733760,1816.4901693592901,552,227.21887596793798,552,1.5456498988339158,244,5.49237560835041,244,4.857731175586031,244,0.0010896276417341022,244,0.00010806224385245901,244,0.0010896276417341022,244,0.00010806224385245901,244,0.9987352715163934,244,0.9987352715163934,244,0.0001680968237704918,244,0.001492859887295082,244,0.009043208888319672,244,0.0076163870389344265,244,0.020292620754754933,244,0.0,244,128.0,244,7.890642064516662,244,128.0,244,0.0698885057793289,244,0.0,244,0.0031043380962305343,244,42.858271661351935,244,0.0006708864305840163,244,0.002277311731557377,244,0.8872950819672131,244,-0.00019408821811443662,244,0.010471769307022457,244,-0.0006380591061554055,244,-0.014932601461295549,244,6747.228106070256,552,459.7536231884058,552,7200.0,552
16,128,2.43,punish,456,B1_F16_L128_T243_ERpunish_S456,mature_80_90m,80000000,90000000,63733760,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
16,128,2.43,punish,456,B1_F16_L128_T243_ERpunish_S456,terminal_10m,53733760,63733760,63733760,1809.9326251198668,554,226.4106398489501,554,1.5504096934938023,234,5.501980251736111,234,5.0003412615499885,234,0.0014942658673003009,234,0.00015024038461538462,234,0.0014942658673003009,234,0.00015024038461538462,234,0.998756343482906,234,0.998756343482906,234,0.000246227297008547,234,0.0011873163728632478,234,0.009097889957264958,234,0.007605919471153846,234,0.027715036932092447,234,0.0,234,128.0,234,7.929309107299543,234,128.0,234,0.056697486812232904,234,0.0,234,0.0022403814811538655,234,34.190635815644875,234,0.0009122669187366453,234,0.003144614716880342,234,0.8811431623931624,234,-0.00015782418268695165,234,0.01636512159831567,234,-0.0010510168707945472,234,-0.01178197635578501,234,6660.954071595781,554,391.81227436823104,554,7200.0,554
16,128,2.43,punish,8,B1_F16_L128_T243_ERpunish_S8,early_5_15m,5000000,15000000,90013696,2379.568158249628,420,296.4342894054594,420,1.5097888256787273,243,5.679832175925926,243,7.957410049601745,243,0.0004643695373274961,243,5.224408436213992e-05,243,0.0004643695373274961,243,5.224408436213992e-05,243,0.9987602076903292,243,0.9987602076903292,243,6.630979938271605e-05,243,0.00251977237654321,243,0.008869438014403291,243,0.007561326517489712,243,0.008444898060442489,243,0.0,243,128.0,243,6.681069958847736,243,128.0,243,0.1015625,243,0.0,243,0.005925400135236209,243,49.987223307291664,243,0.001464718163258745,243,0.005340952932098766,243,0.8220164609053497,243,0.001109475340304072,243,0.000501893200133563,243,-0.00024120164642286768,243,-0.023056118620300634,243,6673.402464657738,420,302.5904761904762,420,7200.0,420
16,128,2.43,punish,8,B1_F16_L128_T243_ERpunish_S8,common_50_60m,50000000,60000000,90013696,2421.9808343712257,414,302.6458690846024,414,1.4862825089667042,229,5.500889140966157,229,7.167941415934584,229,0.0007780516640021105,229,7.462813864628821e-05,229,0.0007780516640021105,229,7.462813864628821e-05,229,0.9988187431768559,229,0.9988187431768559,229,0.00014712404475982532,229,0.0029808610807860263,229,0.008816781522925764,229,0.007484136189956332,229,0.017906838483034784,229,0.0,229,128.0,229,9.371870440687154,229,128.0,229,0.09736933145981168,229,0.0,229,0.005806406793936338,229,54.527981820585424,229,0.0013930141665529476,229,0.004206894787117904,229,0.8348799126637555,229,0.0022627494276387682,229,0.006418243594524577,229,-0.0005921226251040743,229,-0.034197812499372336,229,6685.043294270833,414,354.33816425120773,414,7200.0,414
16,128,2.43,punish,8,B1_F16_L128_T243_ERpunish_S8,mature_80_90m,80000000,90000000,90013696,2467.714309654707,405,308.4457450960889,405,1.4715864683855027,187,5.464146578375669,187,4.383975312990301,187,0.00022064045638970926,187,2.3500167112299464e-05,187,0.00022064045638970926,187,2.3500167112299464e-05,187,0.9987101019385026,187,0.9987101019385026,187,4.438920454545455e-05,187,0.0012115641711229947,187,0.009016230782085561,187,0.007681943516042781,187,0.004928700167705668,187,0.0,187,128.0,187,2.7023172735530423,187,128.0,187,0.03794493649732621,187,0.0,187,0.002113296043216176,187,57.81990634693819,187,0.00044862471799799467,187,0.000989618148395722,187,0.9017379679144385,187,-0.0003072234408501635,187,-0.0016478942059737476,187,-0.0003366028556331275,187,-0.002480312047022293,187,6407.560523967978,405,318.71604938271605,405,7200.0,405
16,128,2.43,punish,8,B1_F16_L128_T243_ERpunish_S8,terminal_10m,80013696,90013696,90013696,2469.707126260391,406,308.4517082627771,406,1.4715917154829552,188,5.465059320977393,188,4.397884955748599,188,0.00021946683694082784,188,2.3375166223404255e-05,188,0.00021946683694082784,188,2.3375166223404255e-05,188,0.9987117686170213,188,0.9987117686170213,188,4.415309175531915e-05,188,0.0012388838098404255,188,0.009009827958776596,188,0.007677443484042553,188,0.004902483677451915,188,0.0,188,128.0,188,2.6879432455022285,188,128.0,188,0.03791744151013963,188,0.0,188,0.0021136777586628127,188,57.81345511497335,188,0.00045938694730718083,188,0.0009843542220744682,188,0.901595744680851,188,-0.0003034942684338448,188,-0.0016813944192959906,188,-0.0003348124149116747,188,-0.0025720474257352488,188,6406.5659408193505,406,318.3645320197044,406,7200.0,406
16,128,2.43,punish,99,B1_F16_L128_T243_ERpunish_S99,early_5_15m,5000000,15000000,90046464,2414.0572014407835,414,301.51184539057783,414,1.5959370389803131,268,5.5059686916977615,268,11.132244874737156,268,0.0009239083078614724,268,8.927530317164179e-05,268,0.0009239083078614724,268,8.927530317164179e-05,268,0.9987592554804104,268,0.9987592554804104,268,9.656308302238805e-05,268,0.002660039645522388,268,0.00896396921641791,268,0.00763212744869403,268,0.012077812536327696,268,0.0,268,128.0,268,5.899253731343284,268,128.0,268,0.10593448468108675,268,0.0,268,0.0053630164462148645,268,50.97381594643664,268,0.002333114396280317,268,0.0075938666044776115,268,0.683535447761194,268,0.000918384200685774,268,0.005766943771280905,268,-0.0009006376468590391,268,-0.01949517597271307,268,6740.421656806688,414,420.2705314009662,414,7200.0,414
16,128,2.43,punish,99,B1_F16_L128_T243_ERpunish_S99,common_50_60m,50000000,60000000,90046464,2421.9781889247433,414,302.2131217919686,414,1.5017316802538963,243,5.455588509516461,243,6.956367240030579,243,0.00017240548069462363,243,1.808449074074074e-05,243,0.00017240548069462363,243,1.808449074074074e-05,243,0.998876752186214,243,0.998876752186214,243,2.612204218106996e-05,243,0.001320167824074074,243,0.00878102494855967,243,0.007623617541152264,243,0.003165537207828137,243,0.0,243,128.0,243,1.3559670781893005,243,128.0,243,0.04789200143068416,243,0.0,243,0.002066086083046954,243,56.79597681147571,243,0.0008861400462962963,243,0.0025438850308641976,243,0.7975823045267489,243,0.001330692744666263,243,-0.0035629796564632665,243,-6.378610731474288e-05,243,-0.006571703214558137,243,6702.210036420592,414,462.82125603864733,414,7200.0,414
