frame,agent,x,y,z,rot_x,rot_y,rot_z,num_traj
0,0,773.6895141601562,1847.6458740234375,25.125,0.0,3.40576171875,0.0,0
1,0,797.2232666015625,1871.992919921875,25.125,0.0,3.40576171875,0.0,0
2,0,805.3407592773438,1914.077392578125,25.125,0.0,3.40576171875,0.0,0
3,0,831.8776245117188,1942.2958984375,25.125,0.0,3.40576171875,0.0,0
4,0,872.685791015625,1956.8394775390625,25.125,0.0,3.40576171875,0.0,0
5,0,897.5243530273438,1983.871826171875,25.125,0.0,3.40576171875,0.0,0
6,0,931.7133178710938,1983.875,25.125,0.0,3.40576171875,0.0,0
7,0,972.5320434570312,1982.7767333984375,25.125,0.0,-13.4912109375,0.0,0
8,0,1005.4386596679688,1983.8741455078125,25.125,0.0,-13.4912109375,0.0,0
9,0,1043.2701416015625,1979.0726318359375,25.125,0.0,-13.4912109375,0.0,0
10,0,1074.9759521484375,1983.8743896484375,25.125,0.0,-13.4912109375,0.0,0
11,0,1114.002685546875,1981.3162841796875,25.125,0.0,3.40576171875,0.0,0
12,0,1153.7589111328125,1979.117919921875,25.125,0.0,-13.4912109375,0.0,0
13,0,1195.109619140625,1973.1580810546875,25.125,0.0,-13.4912109375,0.0,0
14,0,1235.0106201171875,1965.2706298828125,25.125,0.0,-13.4912109375,0.0,0
15,0,1275.6285400390625,1956.2567138671875,25.125,0.0,-13.4912109375,0.0,0
16,0,1306.9154052734375,1973.1707763671875,25.125,0.0,-13.4912109375,0.0,0
17,0,1345.020751953125,1982.6856689453125,25.125,0.0,-13.4912109375,0.0,0
18,0,1386.82080078125,1974.8607177734375,25.125,0.0,-30.38818359375,0.0,0
19,0,1425.0108642578125,1983.87451171875,25.125,0.0,-30.38818359375,0.0,0
20,0,1466.204833984375,1976.407958984375,25.125,0.0,-13.4912109375,0.0,0
21,0,1504.79638671875,1965.711669921875,25.125,0.0,-30.38818359375,0.0,0
22,0,1543.928466796875,1951.175048828125,25.125,0.0,-13.4912109375,0.0,0
23,0,1582.8096923828125,1939.037109375,25.125,0.0,-13.4912109375,0.0,0
24,0,1623.8936767578125,1930.0020751953125,25.125,0.0,3.40576171875,0.0,0
25,0,1649.33154296875,1949.43408203125,25.125,0.0,3.40576171875,0.0,0
26,0,1683.2960205078125,1970.48291015625,25.125,0.0,-13.4912109375,0.0,0
