condition,theta,n_seeds,mean_unit_temporal_density_mean,mean_unit_temporal_density_std,median_active_unit_temporal_density_mean,median_active_unit_temporal_density_std,std_unit_temporal_density_mean,std_unit_temporal_density_std,mean_population_density_mean,mean_population_density_std,std_population_density_mean,std_population_density_std,unit_coverage_mean,unit_coverage_std,zero_activity_time_fraction_mean,zero_activity_time_fraction_std,mean_field_width_mean,mean_field_width_std,mean_total_activation_mean,mean_total_activation_std,mean_lifetime_hoyer_sparsity_mean,mean_lifetime_hoyer_sparsity_std,mean_active_unit_lifetime_hoyer_sparsity_mean,mean_active_unit_lifetime_hoyer_sparsity_std,mean_population_hoyer_sparsity_mean,mean_population_hoyer_sparsity_std,mean_lifetime_kurtosis_mean,mean_lifetime_kurtosis_std,mean_active_unit_lifetime_kurtosis_mean,mean_active_unit_lifetime_kurtosis_std,best_corr_to_latent_probs_mean,best_corr_to_latent_probs_std,best_corr_to_latent_values_mean,best_corr_to_latent_values_std,best_corr_to_latent_samples_mean,best_corr_to_latent_samples_std,best_weight_alignment_to_latent_vectors_mean,best_weight_alignment_to_latent_vectors_std,mean_weight_row_entropy_to_latents_mean,mean_weight_row_entropy_to_latents_std,mean_weight_row_effective_latents_mean,mean_weight_row_effective_latents_std,mean_weight_row_participation_latents_mean,mean_weight_row_participation_latents_std,mean_weight_col_entropy_over_rows_mean,mean_weight_col_entropy_over_rows_std,mean_weight_col_effective_rows_mean,mean_weight_col_effective_rows_std,mean_weight_col_participation_rows_mean,mean_weight_col_participation_rows_std
encourage,0.5,10,0.2994873046875,0.00814570356755097,0.299609375,0.008421117631761756,0.02146471893632646,0.008309621239359397,2.3958984375,0.06516562854040776,2.05971581194336,0.2982808317215471,1.0,0.0,0.2533203125,0.050336468596841204,1.7613045027648468,0.05767298868442852,1.7482470478774146,0.03924295421688935,0.5632339407619342,0.01324712943114754,0.5632339407619342,0.01324712943114754,0.7556433684828673,0.020772904860433365,5.1815231705172105,0.6064609385168556,5.1815231705172105,0.6064609385168556,0.36289169692883483,0.04074468314503817,0.5043687075827075,0.028356486754118008,0.6289669893375238,0.03308579616343987,0.876043003082569,0.02107101516542505,0.7889792224116792,0.04679495113217138,5.2912784649129065,0.4951786634337823,4.332586398001338,0.4704252565913941,0.8373763914126193,0.035423164350614884,5.879940487872675,0.3664096567225047,5.128908196002888,0.3956125519204125
no_learning,0.5,10,0.32158203125,0.007435515066749668,0.3234375,0.010259020302085076,0.02635651705004229,0.008779694107065068,2.57265625,0.05948412053399734,1.3100678049599863,0.21986940475554437,1.0,0.0,0.04140625,0.023725444748531586,1.6744199184706219,0.03760919322998424,1.6008028265209682,0.03705959191090341,0.5716301098649538,0.01077266136176136,0.5716301098649538,0.01077266136176136,0.7865984786510059,0.007762279632622251,8.59087117326447,1.102934906276713,8.59087117326447,1.102934906276713,0.25428468523602976,0.028568189852047707,0.33149671388243446,0.02873728351841305,0.3642674109202947,0.02938432852936553,0.3627509742806147,0.03735065796531505,0.8826399653196793,0.025506550187414094,6.319515315139858,0.32647655709411594,5.60412284841456,0.3991947630166845,0.8863384421894714,0.020728008745322025,6.350384722957415,0.26698403836789153,5.631728439871294,0.32518832278105764
punish,0.5,10,0.268994140625,0.002369044818497696,0.26845703125,0.0025633603024231813,0.006315984246270509,0.0017147130186881002,2.151953125,0.01895235854798157,3.3196731748507355,0.021487044576757732,1.0,0.0,0.65390625,0.006038915950679807,1.5527728893473802,0.013040023971032195,1.6410648425363488,0.006373449599274877,0.6378075118875556,0.0009702780222389962,0.6378075118875556,0.0009702780222389962,0.7571350497925551,0.0030653046168978284,13.79648688503003,0.2030313670193076,13.79648688503003,0.2030313670193076,0.21108785318126025,0.007349510167478927,0.1927385624113423,0.004946058253222217,0.29694307986306673,0.0072397948141745315,0.5094836271130496,0.011043203765404023,0.9533807844480231,0.001500947872587685,7.261282985422594,0.022681101557259508,6.72596682466517,0.04055958727343228,0.9994643508992643,0.00016749052638405346,7.99110193169099,0.0027770063460371124,7.982360317324473,0.005475874582333883
encourage,1.0,10,0.174658203125,0.009999160731382972,0.1744140625,0.015392558174909352,0.02274068838702618,0.0032649994135154907,1.397265625,0.07999328585106377,1.3707175250157566,0.23276638293960877,1.0,0.0,0.342578125,0.06032089886468661,1.474691557053227,0.05215894409067826,0.8473663029406288,0.03937521341439688,0.6725569908443749,0.012428004701139493,0.6725569908443749,0.012428004701139493,0.8779806795158057,0.017990941476633986,9.161501443255547,0.868986031472347,9.161501443255547,0.868986031472347,0.3816551952137734,0.040509383232653386,0.5922613618257013,0.014816264601045345,0.6552739039275423,0.030769815082656873,0.9132761937420776,0.027242192885123435,0.8089909757583703,0.038620770065640936,5.462176882488352,0.41656155951695156,4.333057925720873,0.44101712438909757,0.8539709738750332,0.02944999057396895,6.010933352314823,0.33418744437057013,5.1533705521244135,0.4161095216036694
no_learning,1.0,10,0.167431640625,0.006268093621680079,0.16796875,0.0069191365562181065,0.015125453639147324,0.005103178377614776,1.339453125,0.05014474897344063,1.0518402007459149,0.11228544951559272,1.0,0.0,0.231640625,0.040568620734272566,1.3144406192420182,0.03366505357292997,0.6369191381695639,0.03727676704059976,0.7127345709601789,0.008403977611874188,0.7127345709601789,0.008403977611874188,0.9225899028188014,0.005385749451758923,20.8500636130643,3.3760465023486765,20.8500636130643,3.3760465023486765,0.2291749535947402,0.028920265424412218,0.35500105585804426,0.030710823161784327,0.34352338780979713,0.027214408367269932,0.3627509742806147,0.03735065796531505,0.8826399653196793,0.025506550187414094,6.319515315139858,0.32647655709411594,5.60412284841456,0.3991947630166845,0.8863384421894714,0.020728008745322025,6.350384722957415,0.26698403836789153,5.631728439871294,0.32518832278105764
punish,1.0,10,0.1554443359375,0.003463098406810922,0.15556640625,0.004476236967330406,0.010284443224421297,0.0027597360960570977,1.2435546875,0.027704787254487377,2.1911635694042717,0.054530574685165034,1.0,0.0,0.6447265625,0.013740064325751216,1.2541821326873017,0.036426467509817505,0.7905532406530297,0.022435433080034047,0.7404084188392366,0.00557858948774673,0.7404084188392366,0.00557858948774673,0.8889952088041347,0.0033934158090920515,25.988901327905978,2.7150451305641687,25.988901327905978,2.7150451305641687,0.16897260011682794,0.010646749343234674,0.1810400883538355,0.007467141646960781,0.23648996836286154,0.010910753036364755,0.4189984716604349,0.03983224235679536,0.9146494241362639,0.011945055687832322,6.720687192881914,0.15677712034603186,6.087604238759573,0.21025313073775675,0.9612775308633204,0.01175529017223685,7.411101410828155,0.16607915727698286,7.083261172201416,0.22378998391443883
encourage,1.5,10,0.07744140625,0.007965721602095433,0.08046875,0.011415343122033171,0.020347692501082516,0.0058540468195990925,0.61953125,0.06372577281676346,0.7697700669198919,0.08639864134631259,1.0,0.0,0.536328125,0.04616321566430084,1.255949367311352,0.041208340329286476,0.27541453913500574,0.04450393616677692,0.8076110983433251,0.01231812438431872,0.8076110983433251,0.01231812438431872,0.9758678517619815,0.008933010366421771,39.973272716811316,11.214344161547343,39.973272716811316,11.214344161547343,0.281773487131237,0.0403405696421539,0.5212341452166898,0.039852117967053756,0.48968760206621165,0.045637367352446806,0.670261997130212,0.03631441653040083,0.8413231353004414,0.022423991931036162,5.8124616166885605,0.25506128017280455,4.8263823220829085,0.31302950274075375,0.8592411870561534,0.02221991933060304,6.0203951266768225,0.25872488010330513,5.14963253785752,0.31780219695064976
no_learning,1.5,10,0.0636962890625,0.00448906831671248,0.0630859375,0.0052079264163958534,0.01744024128229357,0.004012443252936354,0.5095703125,0.03591254653369984,0.6944250970080691,0.03403098243440896,1.0,0.0,0.5943359375,0.028169046455687068,1.1193268537020784,0.014745156079103238,0.19302405262153424,0.029047890713389184,0.8504143269183728,0.008379759446644652,0.8504143269183728,0.008379759446644652,0.9864279019581671,0.0023711495064605626,69.36638477096349,14.321199221102749,69.36638477096349,14.321199221102749,0.16649248335346106,0.017300428962316136,0.2695275464884833,0.038307908671550026,0.25025550010176,0.02543242556500588,0.3627509742806147,0.03735065796531505,0.8826399653196793,0.025506550187414094,6.319515315139858,0.32647655709411594,5.60412284841456,0.3991947630166845,0.8863384421894714,0.020728008745322025,6.350384722957415,0.26698403836789153,5.631728439871294,0.32518832278105764
punish,1.5,10,0.0631591796875,0.007310411790868075,0.06279296875,0.008332888273434312,0.013839155556286634,0.004088828798162503,0.5052734375,0.0584832943269446,0.8670296879540913,0.10953956065199777,1.0,0.0,0.6708984375,0.02196288845389607,1.0921671474432117,0.015741920588491394,0.22153095482892984,0.036377251303635116,0.8505272284216948,0.011126603103210586,0.8505272284216948,0.011126603103210586,0.9758251260355271,0.005748345113151114,66.67826439957607,12.771719208159961,66.67826439957607,12.771719208159961,0.11456506623285083,0.014471435895448644,0.13214277085802223,0.014154000783007839,0.15378003590595854,0.011644366299355856,0.3284615935501401,0.02974413639192718,0.8685439626487266,0.012983599677656457,6.144925178240453,0.170578023951386,5.376900086731212,0.24011009442675,0.8782071620043622,0.01962825682053748,6.245576690713054,0.25310586986027483,5.500737946184338,0.31876719475404813
encourage,2.0,10,0.018603515625,0.0039089956171143424,0.01572265625,0.00517578125,0.013069020902969238,0.002876958011674257,0.148828125,0.03127196493691474,0.3816304543944292,0.0439724310980217,0.9875,0.0375,0.862109375,0.027939929284761977,1.0753711483638422,0.04539038536277134,0.06337593043538728,0.025349128922853313,0.9398081545118977,0.011496479729416887,0.9389921154777449,0.011539206703271803,0.9982371617442626,0.0010255314630787532,205.01219073855583,47.654397667605686,207.65717966446482,47.21049316636779,0.12381482274191416,0.025587354202202737,0.18109487002486674,0.05563194368162518,0.18185003091248125,0.03459509404518336,0.4211543685648265,0.026711807724441854,0.8672054283998761,0.016327449710508875,6.1274326013214075,0.20302180347722137,5.337814134502921,0.23957528551931234,0.8765202027888559,0.013575989367514843,6.232838477813898,0.17221403773845645,5.493112653288479,0.21933645963975418
